,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
0,Co40InSb120Yb2,Co20InSb60,ZT,,[0.9],[782.0],0.9,782.0,JMC_data
1,Co40InSb120Yb2,Co20InSb60,ZT,,[0.9],[782.0],0.9,782.0,JMC_data
2,Co40InSb120Yb2,Co20InSb60,ZT,,[0.9],[782.0],0.9,782.0,JMC_data
3,NiSbY,NiSbY,ZT,,[0.065],[295],0.065,295.0,JMC_data
4,Bi2Te3,Bi2Te3,ZT,,[1.0],[295],1.0,295.0,JMC_data
5,SeSn,SeSn,ZT,,[0.92],[793.0],0.92,793.0,JMC_data
6,SeSn,SeSn,ZT,,[0.5],[793.0],0.5,793.0,JMC_data
7,BiSb3Te6,BiSb3Te6,ZT,,[0.51],[375.0],0.51,375.0,JMC_data
8,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
9,Bi2Te3,Bi2Te3,ZT,,[0.04],[295],0.04,295.0,JMC_data
10,BiSb3Te6,BiSb3Te6,ZT,,[0.51],[375.0],0.51,375.0,JMC_data
11,BiSb3Te6,BiSb3Te6,ZT,,[0.51],[375.0],0.51,375.0,JMC_data
12,BiSb3Te6,BiSb3Te6,ZT,,[0.51],[375.0],0.51,375.0,JMC_data
13,Cu599S10Sb200Se790Sm,Cu3SbSe4,ZT,,[0.55],[648.0],0.55,648.0,JMC_data
14,Cu599S10Sb200Se790Sm,Cu3SbSe4,ZT,,[0.55],[648.0],0.55,648.0,JMC_data
15,Cu599S10Sb200Se790Sm,Cu3SbSe4,ZT,,[0.55],[648.0],0.55,648.0,JMC_data
16,Ni100Sn100Ta3Zr97,NiSnZr,ZT,,[0.6],[800.0],0.6000000000000001,800.0,JMC_data
17,HfNi20Sn20Zr19,NiSnZr,ZT,,[0.67],[780.0],0.67,780.0,JMC_data
18,GeSi,GeSi,ZT,,[1.3],[1173.0],1.3,1173.0,JMC_data
19,MnSb11Yb14,Sb3Yb4,ZT,,[1.0],[1273.0],1.0,1273.0,JMC_data
20,S2Ti,S2Ti,ZT,,[0.28],[373.0],0.28,373.0,JMC_data
21,Ca73La227S400,CaLa2S4,ZT,,[0.00029],[1000.0],0.00029,1000.0,JMC_data
22,Ba80Bi79Co80NaOy40,None,ZT,,[0.21],[923.0],0.21,923.0,JMC_data
23,Ba2Bi2Co2Oy,None,ZT,,[0.17],[923.0],0.17,923.0,JMC_data
24,Ba80Bi79Co80NaOy40,None,ZT,,[0.21],[923.0],0.21,923.0,JMC_data
25,Ba80Bi79Co80NaOy40,None,ZT,,[0.21],[923.0],0.21,923.0,JMC_data
26,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
27,SeSn,SeSn,ZT,,[1.7],[873.0],1.7000000000000002,873.0,JMC_data
28,SSn,SSn,ZT,,[0.01],[323.0],0.01,323.0,JMC_data
29,SSn,SSn,ZT,,"[0.08, 0.25]",[773.0],0.165,773.0,JMC_data
30,SeSn,SeSn,ZT,,"[0.39, 0.66]",[773.0],0.525,773.0,JMC_data
31,SeSn,SeSn,ZT,,"[0.5, 1.2]",[773.0],0.85,773.0,JMC_data
32,SeSn,SeSn,ZT,,[0.8],[800.0],0.8,800.0,JMC_data
33,SeSn,SeSn,ZT,,[1.1],[773.0],1.1,773.0,JMC_data
34,SSe9Sn10,SeSn,ZT,,[1.16],[923.0],1.16,923.0,JMC_data
35,CuInSn7Te9,None,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
36,CuInSn7Te9,None,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
37,S2Sn,S2Sn,ZT,,[0.93],[450.0],0.93,450.0,JMC_data
38,S,S,ZT,,[0.93],[450.0],0.93,450.0,JMC_data
39,S,S,ZT,,[0.79],[423.0],0.79,423.0,JMC_data
40,MoS2,MoS2,ZT,,[1.2],[295],1.2,295.0,JMC_data
41,MoS2,MoS2,ZT,,[2.7],[295],2.7,295.0,JMC_data
42,MoS2,MoS2,ZT,,[0.3],[300.0],0.30000000000000004,300.0,JMC_data
43,Cu49NaSe25,Cu2Se,ZT,,[2.1],[973.0],2.1,973.0,JMC_data
44,Cu49NaSe25,Cu2Se,ZT,,[2.1],[973.0],2.1,973.0,JMC_data
45,Cu49NaSe25,Cu2Se,ZT,,[2.1],[973.0],2.1,973.0,JMC_data
46,Cu49NaSe25,Cu2Se,ZT,,[2.1],[973.0],2.1,973.0,JMC_data
47,Bi4Se3Te3,Bi4Se3Te3,ZT,,[0.86],[600.0],0.86,600.0,JMC_data
48,Bi4Se3Te3,Bi4Se3Te3,ZT,,[0.86],[600.0],0.86,600.0,JMC_data
49,Bi2Te3,Bi2Te3,ZT,,[1.0],[350.0],1.0,350.0,JMC_data
50,Bi40Se3Te57,Bi2Te3,ZT,,[1.1],[350.0],1.1,350.0,JMC_data
51,Sb2Te3,Sb2Te3,ZT,,[0.92],[710.0],0.92,710.0,JMC_data
52,BiSbTe,None,ZT,,[1.4],[373.0],1.4,373.0,JMC_data
53,Bi14I9Rh3,None,ZT,,[0.3],[425.0],0.30000000000000004,425.0,JMC_data
54,BiSe,BiSe,ZT,,[0.8],[425.0],0.8,425.0,JMC_data
55,O3SrTi,O3SrTi,ZT,,[0.34],[1000.0],0.34,1000.0,JMC_data
56,GeSi,GeSi,ZT,,[0.128],[295],0.128,295.0,JMC_data
57,HNaO,HNaO,ZT,,[1.5],[300.0],1.5,300.0,JMC_data
58,Ba2Sb2Se5,Ba4Sb4Se11,ZT,,[3.7e-06],[300.0],3.7000000000000006e-06,300.0,JMC_data
59,Ba4Ga8Sn15,None,ZT,,[0.88],[500.0],0.88,500.0,JMC_data
60,Ba4Ga8Sn15,None,ZT,,[0.88],[500.0],0.88,500.0,JMC_data
61,Bi2Te3,Bi2Te3,ZT,,[1.1],[340.0],1.1,340.0,JMC_data
62,Bi2Te3,Bi2Te3,ZT,,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
63,AgPb18SbSe2Te18,PbTe,ZT,,[0.82],[523.0],0.8200000000000001,523.0,JMC_data
64,Ag,Ag,ZT,,[1.7],[1123.0],1.7000000000000002,1123.0,JMC_data
65,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
66,Se9Sn10Te,SeSn,ZT,,[1.1],[800.0],1.1,800.0,JMC_data
67,Se9Sn10Te,SeSn,ZT,,[0.56],"[300.0, 800.0]",0.56,550.0,JMC_data
68,Bi20Se3Te27,Bi2Te3,ZT,,[1.27],[295],1.27,295.0,JMC_data
69,Bi2Te3,Bi2Te3,ZT,,[1.0],[295],1.0,295.0,JMC_data
70,Bi20Se3Te27,Bi2Te3,ZT,,[1.27],[295],1.27,295.0,JMC_data
71,PbSe,PbSe,ZT,,[1.54],[773.0],1.54,773.0,JMC_data
72,PbSe,PbSe,ZT,,[1.54],[773.0],1.54,773.0,JMC_data
73,PbSe,PbSe,ZT,,[2.0],[1000.0],2.0,1000.0,JMC_data
74,Cl2Pb,Cl2Pb,ZT,,[1.3],[900.0],1.3,900.0,JMC_data
75,AlPb100Se100,PbSe,ZT,,[1.3],[850.0],1.3,850.0,JMC_data
76,GeSe,GeSe,ZT,,[1.54],[773.0],1.54,773.0,JMC_data
77,GeSe,GeSe,ZT,,[1.54],[773.0],1.54,773.0,JMC_data
78,GeSe,GeSe,ZT,,[1.54],[773.0],1.54,773.0,JMC_data
79,NbO15Sr5Ti4,O3SrTi,ZT,,[2.5],[295],2.5,295.0,JMC_data
80,Bi25Sb85Te156,BiSb3Te6,ZT,,[1.13],[295],1.13,295.0,JMC_data
81,Bi2Sb8Te15,BiSb3Te6,ZT,,[1.8],[316.0],1.8,316.0,JMC_data
82,BiSb3Te6,BiSb3Te6,ZT,,[1.85],[320.0],1.85,320.0,JMC_data
83,Bi25Sb85Te156,BiSb3Te6,ZT,,[1.13],[295],1.13,295.0,JMC_data
84,BiSb3Te6,BiSb3Te6,ZT,,[0.71],[310.0],0.71,310.0,JMC_data
85,Bi25Sb85Te156,BiSb3Te6,ZT,,[1.13],[295],1.13,295.0,JMC_data
86,AgBiCs2X6,None,ZT,,[0.8],[700.0],0.8,700.0,JMC_data
87,AgCl6Cs2In,AgCl6Cs2In,ZT,,[0.94],[700.0],0.94,700.0,JMC_data
88,AgCl6Cs2In,AgCl6Cs2In,ZT,,[0.86],[700.0],0.86,700.0,JMC_data
89,PdSe2,PdSe2,ZT,,[1.1],[300.0],1.1,300.0,JMC_data
90,BiMg16Si7,BiMg64Si31,ZT,,[0.67],[1200.0],0.67,1200.0,JMC_data
91,Mg2Si,Mg2Si,ZT,,[0.00183],[1000.0],0.00183,1000.0,JMC_data
92,Mg2Si,Mg2Si,ZT,,[0.86],[862.0],0.86,862.0,JMC_data
93,Mg200Si97,Mg2Si,ZT,,[0.68],[810.0],0.68,810.0,JMC_data
94,Mg2Si,Mg2Si,ZT,,[0.74],[840.0],0.74,840.0,JMC_data
95,OZn,OZn,ZT,,[0.44],[1000.0],0.44,1000.0,JMC_data
96,Bi152CuSb648Te1200,BiSb3Te6,ZT,,[1.16],[373.0],1.16,373.0,JMC_data
97,BiSb3Te6,BiSb3Te6,ZT,,[1.08],[373.0],1.08,373.0,JMC_data
98,Bi13Co20Sb3Sn4Zr20,None,ZT,,[0.81],"[300.0, 973.0]",0.81,636.5,JMC_data
99,Fe25Hf3Nb22Sb25,FeNbSb,ZT,,[0.69],"[300.0, 973.0]",0.6900000000000001,636.5,JMC_data
100,Fe5Nb4Sb5Ti,None,ZT,,[0.57],"[300.0, 973.0]",0.5700000000000001,636.5,JMC_data
101,Hf11Sb20Sn5Ti3Zr11,None,ZT,,[0.54],"[300.0, 973.0]",0.54,636.5,JMC_data
102,Co5Hf4Sb4SnTi,None,ZT,,[0.53],"[300.0, 973.0]",0.53,636.5,JMC_data
103,Bi4Co5SnZr5,None,ZT,,[1.3],[973.0],1.3,973.0,JMC_data
104,Bi13Co20Sb3Sn4Zr20,None,ZT,,[1.42],[973.0],1.42,973.0,JMC_data
105,Bi13Co20Sb3Sn4Zr20,None,ZT,,[1.42],[973.0],1.42,973.0,JMC_data
106,Bi2Se3,Bi2Se3,ZT,,[0.096],[523.0],0.096,523.0,JMC_data
107,Bi2Te3,Bi2Te3,ZT,,[0.1],[300.0],0.1,300.0,JMC_data
108,Bi2Se3,Bi2Se3,ZT,,[0.02],[300.0],0.02,300.0,JMC_data
109,single,None,ZT,,[0.6],[400.0],0.6000000000000001,400.0,JMC_data
110,GeSi,GeSi,ZT,,[1.03],[1023.0],1.03,1023.0,JMC_data
111,GeSi,GeSi,ZT,,[1.03],[1023.0],1.03,1023.0,JMC_data
112,Co4FeSb5Zr5,None,ZT,,[0.036],[900.0],0.036000000000000004,900.0,JMC_data
113,Bi100O99SSe50,Bi2O2Se,ZT,,[0.29],[793.0],0.29,793.0,JMC_data
114,Bi100O99SSe50,Bi2O2Se,ZT,,[0.29],[793.0],0.29,793.0,JMC_data
115,Bi461Cu162S800,Bi5CuS8,ZT,,[0.208],[662.0],0.20800000000000002,662.0,JMC_data
116,Bi922Cu319S1600Zn5,Bi5CuS8,ZT,,[0.276],[662.0],0.276,662.0,JMC_data
117,Co20InSb60,Co20InSb60,ZT,,[1.05],[700.0],1.05,700.0,JMC_data
118,CoSb3,CoSb3,ZT,,[1.0],[700.0],1.0,700.0,JMC_data
119,OZn,OZn,ZT,,"[0.78, 1.03]",[700.0],0.905,700.0,JMC_data
120,Bi2Te3,Bi2Te3,ZT,,[2.4],[300.0],2.4,300.0,JMC_data
121,PbSeTe,None,ZT,,[1.6],[300.0],1.6,300.0,JMC_data
122,Ag2Se,Ag2Se,ZT,,[0.84],[380.0],0.84,380.0,JMC_data
123,Ag2Se,Ag2Se,ZT,,[0.84],[380.0],0.84,380.0,JMC_data
124,Ag2Te,Ag2Te,ZT,,[0.59],[650.0],0.59,650.0,JMC_data
125,Ag2Se,Ag2Se,ZT,,[1.0],[295],1.0,295.0,JMC_data
126,Ag2Te,Ag2Te,ZT,,[0.62],[550.0],0.62,550.0,JMC_data
127,Ag4SSe,None,ZT,,[0.26],[300.0],0.26,300.0,JMC_data
128,Ag2Se,Ag2Se,ZT,,[0.96],[400.0],0.96,400.0,JMC_data
129,Ag2Se,Ag2Se,ZT,,[1.0],[300.0],1.0,300.0,JMC_data
130,Ag2Te,Ag2Te,ZT,,[0.61],[633.0],0.61,633.0,JMC_data
131,Ag2Se,Ag2Se,ZT,,[0.84],[380.0],0.84,380.0,JMC_data
132,Ag2Te,Ag2Te,ZT,,[0.59],[650.0],0.59,650.0,JMC_data
133,Mg3Sb2,Mg3Sb2,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
134,Mg3Sb2,Mg3Sb2,ZT,,[0.4],[773.0],0.4,773.0,JMC_data
135,BiMg15Sb9,Mg3Sb2,ZT,,[0.94],[773.0],0.94,773.0,JMC_data
136,BiMg15Sb9,Mg3Sb2,ZT,,[0.94],[773.0],0.94,773.0,JMC_data
137,BiMg15Sb9,Mg3Sb2,ZT,,[0.6],[773.0],0.6000000000000001,773.0,JMC_data
138,Mg3Sb2,Mg3Sb2,ZT,,[0.26],[773.0],0.26,773.0,JMC_data
139,BiMg15Sb9,Mg3Sb2,ZT,,[0.94],[773.0],0.94,773.0,JMC_data
140,BiMg15Sb9,Mg3Sb2,ZT,,[0.6],[773.0],0.6000000000000001,773.0,JMC_data
141,B2Hf,B2Hf,ZT,,[0.2],[1003.0],0.2,1003.0,JMC_data
142,B2Hf,B2Hf,ZT,,[0.2],[1003.0],0.2,1003.0,JMC_data
143,Fe25Nb25Sb21Sn4,FeNbSb,ZT,,[0.66],[923.0],0.66,923.0,JMC_data
144,Bi9Sb,Bi,ZT,,[1.07],[295],1.07,295.0,JMC_data
145,bismuth,None,ZT,,"[1.0, 1.5]",[423.0],1.25,423.0,JMC_data
146,Ag97Mg100Sb99,AgMgSb,ZT,,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
147,Ag391Mg200Ni,Ag2Mg,ZT,,[1.0],[325.0],1.0,325.0,JMC_data
148,Bi2Te3,Bi2Te3,ZT,,[1.0],[295],1.0,295.0,JMC_data
149,AgMgSb,AgMgSb,ZT,,[0.35],[295],0.35000000000000003,295.0,JMC_data
150,Ag97Mg100Sb99,AgMgSb,ZT,,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
151,Bi2Te3,Bi2Te3,ZT,,[0.7],[295],0.7000000000000001,295.0,JMC_data
152,AgMgSb,AgMgSb,ZT,,[0.5],[295],0.5,295.0,JMC_data
153,Ag391Mg200Ni,Ag2Mg,ZT,,[0.9],[300.0],0.9,300.0,JMC_data
154,Bi2Sb8Te15,BiSb3Te6,ZT,,[1.0],[295],1.0,295.0,JMC_data
155,Bi2Te3,Bi2Te3,ZT,,[0.8],[300.0],0.8,300.0,JMC_data
156,CP1623,P,ZT,,[0.01],[295],0.01,295.0,JMC_data
157,Ba8Cu6Ge23Si17,None,ZT,,[0.31],[520.0],0.31,520.0,JMC_data
158,Mg10Si3Sn2,Mg4SiSn,ZT,,[0.27],[673.0],0.27,673.0,JMC_data
159,AgCuSe,AgCuSe,ZT,,[1.0],[623.0],1.0,623.0,JMC_data
160,SbSnTe,None,ZT,,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
161,Cl2Cu50Se23,Cu2Se,ZT,,[0.6],[620.0],0.6000000000000001,620.0,JMC_data
162,Bi2Te3,Bi2Te3,ZT,,[0.99],[423.0],0.99,423.0,JMC_data
163,O7Ti4,O7Ti4,ZT,,[0.16],[764.0],0.16,764.0,JMC_data
164,O17Ti9,O17Ti9,ZT,,[0.16],[764.0],0.16,764.0,JMC_data
165,Cu20InSe30Sn9,Cu2Se3Sn,ZT,,[1.21],[850.0],1.21,850.0,JMC_data
166,Cu2Se3Sn,Cu2Se3Sn,ZT,,[0.5],[750.0],0.5,750.0,JMC_data
167,Cu2Se3Sn,Cu2Se3Sn,ZT,,[0.014],[400.0],0.014,400.0,JMC_data
168,Cu80Ga3Se120Sn37,Cu2Se3Sn,ZT,,[0.43],[700.0],0.43,700.0,JMC_data
169,Cu100MnSe150Sn49,Cu2Se3Sn,ZT,,[0.47],[700.0],0.47,700.0,JMC_data
170,Cu200Sb3Se300Sn97,Cu2Se3Sn,ZT,,[0.64],[700.0],0.64,700.0,JMC_data
171,Ca3Co4O9,Ca3Co4O9,ZT,,[1.0],[1000.0],1.0,1000.0,JMC_data
172,Ca30Co39FeO90,Ca3Co4O9,ZT,,[0.28],[1000.0],0.28,1000.0,JMC_data
173,Co9Hf5NiSb10Zr5,None,ZT,,[1.0],[1073.0],1.0,1073.0,JMC_data
174,Co9Hf5NiSb10Zr5,None,ZT,,[1.0],[1073.0],1.0,1073.0,JMC_data
175,Co19Hf5NiSb20Ti10Zr5,None,ZT,,[0.5],[800.0],0.5,800.0,JMC_data
176,Co87Hf40Ni13Sb100Ti60,None,ZT,,[0.7],[900.0],0.7000000000000001,900.0,JMC_data
177,Co9Hf5NiSb10Zr5,None,ZT,,[1.0],[1073.0],1.0,1073.0,JMC_data
178,CoSbZr,None,ZT,,[0.6],[973.0],0.6000000000000001,973.0,JMC_data
179,Co9Hf5NiSb10Zr5,None,ZT,,[1.0],[1073.0],1.0,1073.0,JMC_data
180,Co9Hf5NiSb10Zr5,None,ZT,,[1.0],[1073.0],1.0,1073.0,JMC_data
181,Ce3Co80In4Sb240Yb4,Co20InSb60,ZT,,[1.43],[800.0],1.43,800.0,JMC_data
182,PbTe,PbTe,ZT,,[1.1],[700.0],1.1,700.0,JMC_data
183,AgPb18SbTe20,AgPb14SbTe16,ZT,,[2.2],[800.0],2.2,800.0,JMC_data
184,Bi2Se3,Bi2Se3,ZT,,[0.41],[525.0],0.41,525.0,JMC_data
185,Ba11Co200Sb600,CoSb3,ZT,,[1.1],[850.0],1.1,850.0,JMC_data
186,Bi2Se3,Bi2Se3,ZT,,[0.41],[525.0],0.41,525.0,JMC_data
187,In2O3,In2O3,ZT,,[0.1],[1273.0],0.1,1273.0,JMC_data
188,GeIn9O15,In15O24Sn,ZT,,[0.45],[1273.0],0.45,1273.0,JMC_data
189,GeIn9O15,In15O24Sn,ZT,,[0.46],[1273.0],0.46,1273.0,JMC_data
190,GeIn9O15,In15O24Sn,ZT,,[0.45],[1273.0],0.45,1273.0,JMC_data
191,Pb4SeTe3,Pb5SeTe4,ZT,,[0.55],[300.0],0.55,300.0,JMC_data
192,Na,Na,ZT,,[1.3],[650.0],1.3,650.0,JMC_data
193,Na,Na,ZT,,[1.8],[850.0],1.8,850.0,JMC_data
194,Pb4SeTe3,Pb5SeTe4,ZT,,[0.55],[295],0.55,295.0,JMC_data
195,CoNaO2,CoNaO2,ZT,,[0.54],[673.0],0.54,673.0,JMC_data
196,Se21Sn20,SeSn,ZT,,[0.65],[773.0],0.65,773.0,JMC_data
197,Se4Sn5,SeSn,ZT,,[0.05],[773.0],0.05,773.0,JMC_data
198,SeSn,SeSn,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
199,SeSn,SeSn,ZT,,[2.7],[773.0],2.7,773.0,JMC_data
200,KSe100Sn100,SeSn,ZT,,[1.1],[773.0],1.1,773.0,JMC_data
201,Se21Sn20,SeSn,ZT,,[0.65],[773.0],0.65,773.0,JMC_data
202,SeSn,SeSn,ZT,,[0.15],[773.0],0.15,773.0,JMC_data
203,Se4Sn5,SeSn,ZT,,[0.05],[773.0],0.05,773.0,JMC_data
204,Se21Sn20,SeSn,ZT,,[0.65],[775.0],0.65,775.0,JMC_data
205,SeSn,SeSn,ZT,,[0.15],[775.0],0.15,775.0,JMC_data
206,Se4Sn5,SeSn,ZT,,[0.05],[773.0],0.05,773.0,JMC_data
207,Ba4Ga8Ge15,None,ZT,,[1.3],[800.0],1.3,800.0,JMC_data
208,Cu9S5,Cu9S5,ZT,,[0.49],[773.0],0.49,773.0,JMC_data
209,Cu9S5,Cu9S5,ZT,,[0.87],[773.0],0.87,773.0,JMC_data
210,Cu9S5,Cu9S5,ZT,,[0.87],[773.0],0.87,773.0,JMC_data
211,CSi,CSi,ZT,,[0.49],[773.0],0.49,773.0,JMC_data
212,Cu9S5,Cu9S5,ZT,,[0.87],[773.0],0.87,773.0,JMC_data
213,Cu9S5,Cu9S5,ZT,,[0.3],[673.0],0.30000000000000004,673.0,JMC_data
214,Cu9S5,Cu9S5,ZT,,[0.87],[773.0],0.87,773.0,JMC_data
215,PbTe,PbTe,ZT,,[0.5],[723.0],0.5,723.0,JMC_data
216,Hf7Ni20Sn20Ti6Zr7,None,ZT,,[0.82],[730.0],0.8200000000000001,730.0,JMC_data
217,SeSn,SeSn,ZT,,[1.3],[850.0],1.3,850.0,JMC_data
218,SeSn,SeSn,ZT,,[2.6],[923.0],2.6,923.0,JMC_data
219,SeSn,SeSn,ZT,,[0.5],[750.0],0.5,750.0,JMC_data
220,SeSn,SeSn,ZT,,[1.3],[850.0],1.3,850.0,JMC_data
221,SeSn,SeSn,ZT,,[1.3],[850.0],1.3,850.0,JMC_data
222,CaMnO3,CaMnO3,ZT,,[0.16],[1000.0],0.16,1000.0,JMC_data
223,Pb,Pb,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
224,Bi9Cu9NiO10PbSe10,BiCuOSe,ZT,,[1.08],[873.0],1.08,873.0,JMC_data
225,Bi9Cu9NiO10PbSe10,BiCuOSe,ZT,,[1.08],[873.0],1.08,873.0,JMC_data
226,Ba2CeCoO6,None,ZT,,[0.996],[100.0],0.996,100.0,JMC_data
227,Ba2CeCoO6,None,ZT,,[0.994],[295],0.994,295.0,JMC_data
228,Cl3Cu400Mn200Te393,Cu2MnTe2,ZT,,[0.4],[700.0],0.4,700.0,JMC_data
229,Cu2MnTe2,Cu2MnTe2,ZT,,[0.2],[720.0],0.2,720.0,JMC_data
230,Cl3Cu400Mn200Te393,Cu2MnTe2,ZT,,[0.4],[700.0],0.4,700.0,JMC_data
231,Cl3Cu400Mn200Te393,Cu2MnTe2,ZT,,[0.4],[700.0],0.4,700.0,JMC_data
232,Bi2Te3,Bi2Te3,ZT,,"[0.8, 1.0]",[295],0.9,295.0,JMC_data
233,O3SrTi,O3SrTi,ZT,,[0.12],[300.0],0.12,300.0,JMC_data
234,CaMnO3,CaMnO3,ZT,,[0.21],[1000.0],0.21,1000.0,JMC_data
235,C2O,None,ZT,,[0.2],[1000.0],0.2,1000.0,JMC_data
236,Sb,Sb,ZT,,[1.3],[700.0],1.3,700.0,JMC_data
237,GeSi4,GeSi7,ZT,,[0.63],[873.0],0.63,873.0,JMC_data
238,GeSi,GeSi,ZT,,[0.63],[873.0],0.63,873.0,JMC_data
239,Co200Sb600Yb13,CoSb3,ZT,,[1.45],[850.0],1.45,850.0,JMC_data
240,Co200Sb600Yb13,CoSb3,ZT,,[0.99],"[300.0, 850.0]",0.99,575.0,JMC_data
241,CoSb3,CoSb3,ZT,,[0.47],[660.0],0.47,660.0,JMC_data
242,CoSb3,CoSb3,ZT,,[0.47],[660.0],0.47,660.0,JMC_data
243,CoSb3,CoSb3,ZT,,[1.7],[850.0],1.7000000000000002,850.0,JMC_data
244,CoSb3,CoSb3,ZT,,[0.47],[660.0],0.47,660.0,JMC_data
245,Bi2Te3,Bi2Te3,ZT,,[0.84],[423.0],0.84,423.0,JMC_data
246,Bi5Sb15Se3Te27,BiSb3Te6,ZT,,[1.16],[323.0],1.16,323.0,JMC_data
247,Bi2STe2,Bi2STe2,ZT,,[1.0],"[398.0, 673.0]",1.0,535.5,JMC_data
248,Pb9Se10Sn,PbSe,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
249,Pb9Se10Sn,PbSe,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
250,Pb9Se10Sn,PbSe,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
251,Bi9Te16,Bi2Te3,ZT,,[0.66],[300.0],0.66,300.0,JMC_data
252,Bi20Se3Te27,Bi2Te3,ZT,,[1.22],[323.0],1.22,323.0,JMC_data
253,Bi20Se3Te27,Bi2Te3,ZT,,[1.5],"[300.0, 425.0]",1.5,362.5,JMC_data
254,Bi20Se3Te27,Bi2Te3,ZT,,[1.2],[480.0],1.2,480.0,JMC_data
255,Bi20Se3Te27,Bi2Te3,ZT,,[0.93],[450.0],0.93,450.0,JMC_data
256,Bi20Se3Te27,Bi2Te3,ZT,,[1.0],[823.0],1.0,823.0,JMC_data
257,Bi20Se3Te27,Bi2Te3,ZT,,[0.5],[823.0],0.5,823.0,JMC_data
258,InSb,InSb,ZT,,[0.51],[550.0],0.51,550.0,JMC_data
259,Bi20Se3Te27,Bi2Te3,ZT,,[1.5],[323.0],1.5,323.0,JMC_data
260,Bi20Se3Te27,Bi2Te3,ZT,,[1.0],[373.0],1.0,373.0,JMC_data
261,Bi20Se3Te27,Bi2Te3,ZT,,[1.22],[323.0],1.22,323.0,JMC_data
262,Bi20Se3Te27,Bi2Te3,ZT,,[1.22],[323.0],1.22,323.0,JMC_data
263,FP,None,ZT,,[0.19],[900.0],0.19,900.0,JMC_data
264,RS2,S,ZT,,[0.51],[900.0],0.51,900.0,JMC_data
265,Cu2Se,Cu2Se,ZT,,[0.92],[783.0],0.92,783.0,JMC_data
266,Cu2Se,Cu2Se,ZT,,[0.92],[783.0],0.92,783.0,JMC_data
267,Cu2Se,Cu2Se,ZT,,[0.92],[783.0],0.92,783.0,JMC_data
268,Cu2Se,Cu2Se,ZT,,[0.92],[783.0],0.92,783.0,JMC_data
269,SnTe,SnTe,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
270,Se,Se,ZT,,[1.0],[873.0],1.0,873.0,JMC_data
271,CoFe3LaSb12,Fe4LaSb12,ZT,,[1.4],[1003.0],1.4,1003.0,JMC_data
272,Ba9Co400In6Sb1197Yb7,CoSb3,ZT,,[1.25],[800.0],1.25,800.0,JMC_data
273,Cu2Se,Cu2Se,ZT,,[2.0],[875.0],2.0,875.0,JMC_data
274,Cu2Se,Cu2Se,ZT,,[0.7],[875.0],0.7000000000000001,875.0,JMC_data
275,Cu2Se,Cu2Se,ZT,,[2.0],[875.0],2.0,875.0,JMC_data
276,Cu2Se,Cu2Se,ZT,,[0.7],[875.0],0.7000000000000001,875.0,JMC_data
277,Cu2Se,Cu2Se,ZT,,[2.0],[873.0],2.0,873.0,JMC_data
278,InSn37Sr2Te40,SnTe,ZT,,[1.31],[823.0],1.31,823.0,JMC_data
279,InSn37Sr2Te40,SnTe,ZT,,[1.31],[823.0],1.31,823.0,JMC_data
280,InSn37Sr2Te40,SnTe,ZT,,[1.31],[823.0],1.31,823.0,JMC_data
281,Bi2Te3,Bi2Te3,ZT,,[1.0],[450.0],1.0,450.0,JMC_data
282,OZn,OZn,ZT,,[0.011],[750.0],0.011,750.0,JMC_data
283,SeSn,SeSn,ZT,,[2.6],[295],2.6,295.0,JMC_data
284,SeSn,SeSn,ZT,,[0.6],[750.0],0.6000000000000001,750.0,JMC_data
285,SnTe,SnTe,ZT,,[1.6],[875.0],1.6,875.0,JMC_data
286,Ca50Mn49O150Re,CaMnO3,ZT,,[0.16],[947.0],0.16,947.0,JMC_data
287,Ca50Mn49O150Re,CaMnO3,ZT,,[0.16],[947.0],0.16,947.0,JMC_data
288,CaMnO3,CaMnO3,ZT,,[0.085],[947.0],0.085,947.0,JMC_data
289,CaMnO3,CaMnO3,ZT,,[0.15],[947.0],0.15,947.0,JMC_data
290,Ce18Fe75Ni5Sb238Te2,CeFe4Sb12,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
291,Ce18Fe75Ni5Sb238Te2,CeFe4Sb12,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
292,Ce18Fe75Ni5Sb238Te2,CeFe4Sb12,ZT,,[1.0],[773.0],1.0,773.0,JMC_data
