,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
1660,Ag2Te,Ag2Te,Seebeck,,[-0.00014199999999999998],[468.0],-0.00014199999999999998,468.0,JMC_data
1661,Ge13Ir4Y3,Ge13Ir4Y3,Seebeck,,[3.7999999999999995e-05],[295],3.8e-05,295.0,JMC_data
1662,InTe,InTe,Seebeck,,[0.000118],"[300.0, 723.0]",0.000118,511.5,JMC_data
1663,InTe,InTe,Seebeck,,[0.000233],"[300.0, 723.0]",0.000233,511.5,JMC_data
1664,CNSTsW,None,Seebeck,,[-0.00019999999999999998],[300.0],-0.0002,300.0,JMC_data
1665,OZn,OZn,Seebeck,,[-0.00028],[295],-0.00028000000000000003,295.0,JMC_data
1666,C2O,None,Seebeck,,[0.0003],[973.0],0.00030000000000000003,973.0,JMC_data
1667,Mg,Mg,Seebeck,,[0.25],[295],0.25,295.0,JMC_data
1668,O2Sn,O2Sn,Seebeck,,[0.00023],[450.0],0.00023,450.0,JMC_data
1669,CoSbTi,CoSbTi,Seebeck,,[0.000222],[840.0],0.00022200000000000006,840.0,JMC_data
1670,CoSbZr,None,Seebeck,,[-8e-06],[295],-8e-06,295.0,JMC_data
1671,Co2HfSb2Zr,None,Seebeck,,[-4.9999999999999996e-05],[300.0],-5e-05,300.0,JMC_data
1672,Co40Hf50Rh60Sb99SnZr50,None,Seebeck,,[0.000135],[775.0],0.000135,775.0,JMC_data
1673,Co10Hf5Sb8Sn2Zr5,None,Seebeck,,[0.00013],[750.0],0.00013000000000000002,750.0,JMC_data
1674,Bi39Cu40O39SSe40Zn,BiCuOSe,Seebeck,,[0.00035999999999999997],[750.0],0.00036,750.0,JMC_data
1675,NbO2,NbO2,Seebeck,,[-0.000173],[873.0],-0.000173,873.0,JMC_data
1676,NiTi,NiTi,Seebeck,,[1.7e-05],[295],1.7e-05,295.0,JMC_data
1677,GaSb,GaSb,Seebeck,,[0.000596],[450.0],0.000596,450.0,JMC_data
1678,Mn51Te49,MnTe,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
1679,MnTe,MnTe,Seebeck,,[0.0005139],[295],0.0005139,295.0,JMC_data
1680,CNSTW,None,Seebeck,,[2.9999999999999997e-05],[350.0],3.000000000000001e-05,350.0,JMC_data
1681,N4Si3,N4Si3,Seebeck,,[-2.4999999999999998e-05],[320.0],-2.5e-05,320.0,JMC_data
1682,N4Si3,N4Si3,Seebeck,,[-2.4e-05],[300.0],-2.4e-05,300.0,JMC_data
1683,Al2O3,Al2O3,Seebeck,,[2.2e-05],[300.0],2.2e-05,300.0,JMC_data
1684,N4Si3,N4Si3,Seebeck,,[-2.6e-05],[295],-2.6e-05,295.0,JMC_data
1685,N4Si3,N4Si3,Seebeck,,[4.9999999999999996e-06],[295],5e-06,295.0,JMC_data
1686,PbTe,PbTe,Seebeck,,[0.00034313999999999997],[300.0],0.00034314,300.0,JMC_data
1687,SnTe,SnTe,Seebeck,,[0.00024631999999999996],[300.0],0.00024632,300.0,JMC_data
1688,Al2O4Zn,Al2O4Zn,Seebeck,,[0.00023999999999999998],[295],0.0002400000000000001,295.0,JMC_data
1689,Bi,Bi,Seebeck,,[0.00014099999999999998],[318.0],0.00014099999999999998,318.0,JMC_data
1690,Ba,Ba,Seebeck,,[0.0001625],[318.0],0.0001625,318.0,JMC_data
1691,Fe2O3,Fe2O3,Seebeck,,[0.00165],"[270.0, 290.0]",0.0016500000000000002,280.0,JMC_data
1692,Ag2Se,Ag2Se,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
1693,SnTe,SnTe,Seebeck,,[3.0299999999999998e-05],[295],3.0299999999999998e-05,295.0,JMC_data
1694,Bi5Mn18Sb7Sn170Te200,SnTe,Seebeck,,[0.00018999999999999998],[295],0.00019,295.0,JMC_data
1695,BiSbSe3,BiSbSe3,Seebeck,,[0.00053021],[295],0.00053021,295.0,JMC_data
1696,Ag29Ba784Eu16Ga1405Ge2997,None,Seebeck,,[-7.999999999999999e-05],[300.0],-8e-05,300.0,JMC_data
1697,OZn,OZn,Seebeck,,[-0.000225],[333.0],-0.000225,333.0,JMC_data
1698,OZn,OZn,Seebeck,,[-0.00025299999999999997],[333.0],-0.00025299999999999997,333.0,JMC_data
1699,OZn,OZn,Seebeck,,[-0.00026199999999999997],[630.0],-0.000262,630.0,JMC_data
1700,Ca3Co4O9,Ca3Co4O9,Seebeck,,"[0.00013, 0.00017999999999999998]","[300.0, 973.0]",0.000155,636.5,JMC_data
1701,Bi2O4Pd,Bi2O4Pd,Seebeck,,[0.0014579999999999999],[340.0],0.001458,340.0,JMC_data
1702,Cu3La3Sb4,Cu3La3Sb4,Seebeck,,[5.9999999999999995e-05],[300.0],6.000000000000002e-05,300.0,JMC_data
1703,Sb2Te3,Sb2Te3,Seebeck,,[6.3e-05],[673.0],6.3e-05,673.0,JMC_data
1704,Sb2Te3,Sb2Te3,Seebeck,,[0.000138],[573.0],0.000138,573.0,JMC_data
1705,Bi2Te3,Bi2Te3,Seebeck,,[0.00014099999999999998],[573.0],0.00014099999999999998,573.0,JMC_data
1706,BiCuOSe,BiCuOSe,Seebeck,,[0.00017605],[835.0],0.00017605,835.0,JMC_data
1707,BiCuOSe,BiCuOSe,Seebeck,,[0.00017605],[835.0],0.00017605,835.0,JMC_data
1708,BiCuOSe,BiCuOSe,Seebeck,,[0.00022999999999999998],[873.0],0.00023,873.0,JMC_data
1709,In2S3,In2S3,Seebeck,,[0.00010999999999999999],[773.0],0.00011,773.0,JMC_data
1710,Ru2Si3,Ru2Si3,Seebeck,,[0.00039999999999999996],[500.0],0.0004,500.0,JMC_data
1711,NiSnTi,NiSnTi,Seebeck,,"[3.9999999999999996e-05, 0.00025]",[295],0.000145,295.0,JMC_data
1712,CdS,CdS,Seebeck,,[0.00025],[295],0.00025,295.0,JMC_data
1713,HfTe5,HfTe5,Seebeck,,[9.499999999999999e-05],[295],9.499999999999999e-05,295.0,JMC_data
1714,HfTe5,HfTe5,Seebeck,,[5.4999999999999995e-05],[77.0],5.5e-05,77.0,JMC_data
1715,SiTe2,SiTe2,Seebeck,,[0.00014525],[300.0],0.00014525,300.0,JMC_data
1716,AsFeLi,AsFeLi,Seebeck,,"[4.9999999999999996e-05, 8.999999999999999e-05]",[700.0],7.000000000000001e-05,700.0,JMC_data
1717,GeSi,GeSi,Seebeck,,[0.000115],[373.0],0.00011499999999999999,373.0,JMC_data
1718,Ba2O22Ti13,Ba2O22Ti13,Seebeck,,[-1.2499999999999999e-06],[300.0],-1.25e-06,300.0,JMC_data
1719,Ag3Pb90Sb5Te100,AgPb14SbTe16,Seebeck,,[-0.000337],[373.0],-0.000337,373.0,JMC_data
1720,Ag3Pb90Sb5Te100,AgPb14SbTe16,Seebeck,,[-0.00037299999999999996],[337.0],-0.000373,337.0,JMC_data
1721,Cl3Fe,Cl3Fe,Seebeck,,[0.00010999999999999999],[320.0],0.00011,320.0,JMC_data
1722,FeSb2,FeSb2,Seebeck,,[0.045],[10.0],0.045,10.0,JMC_data
1723,Bi25GaSb75Te150,BiSb3Te6,Seebeck,,[0.000216],[400.0],0.000216,400.0,JMC_data
1724,AuS,AuS,Seebeck,,[7.9e-06],[295],7.899999999999999e-06,295.0,JMC_data
1725,AuS,AuS,Seebeck,,[1.8999999999999998e-06],[295],1.9e-06,295.0,JMC_data
1726,Bi2Te3,Bi2Te3,Seebeck,,[0.00014],[293.0],0.00014,293.0,JMC_data
1727,Bi2Te3,Bi2Te3,Seebeck,,[0.00025],[293.0],0.00025,293.0,JMC_data
1728,CDV,VC,Seebeck,,[0.00025],[293.0],0.00025,293.0,JMC_data
1729,Bi2Te3,Bi2Te3,Seebeck,,[0.00014],[293.0],0.00014,293.0,JMC_data
1730,Bi2Te31,Te,Seebeck,,[0.00025],[293.0],0.00025,293.0,JMC_data
1731,CoFeNbSn,None,Seebeck,,[1e-06],[50.0],1e-06,50.0,JMC_data
1732,AgSbSe2,AgSbSe2,Seebeck,,[0.000164],[295],0.000164,295.0,JMC_data
1733,SnTe,SnTe,Seebeck,,[8.999999999999999e-05],[775.0],9e-05,775.0,JMC_data
1734,CePd3,CePd3,Seebeck,,[0.00011499999999999999],[120.0],0.00011499999999999999,120.0,JMC_data
1735,Ce2Nd3Pd15,None,Seebeck,,[1.4999999999999999e-05],[295],1.4999999999999999e-05,295.0,JMC_data
1736,EuSb2Zn2,EuSb2Zn2,Seebeck,,[0.000122],[300.0],0.000122,300.0,JMC_data
1737,MnSb11Yb14,Sb3Yb4,Seebeck,,[5.9999999999999995e-05],[300.0],6.000000000000002e-05,300.0,JMC_data
1738,Cu2S,Cu2S,Seebeck,,[0.0003],[450.0],0.00030000000000000003,450.0,JMC_data
1739,CaFe4Sb12,CaFe4Sb12,Seebeck,,[0.00010499999999999999],[500.0],0.000105,500.0,JMC_data
1740,FeSbV,FeSbV,Seebeck,,[-0.000165],[295],-0.000165,295.0,JMC_data
1741,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00017199999999999998],[973.0],0.00017199999999999998,973.0,JMC_data
1742,Cr99Cu100LaS200,CrCuS2,Seebeck,,[0.00031999999999999997],[500.0],0.00032,500.0,JMC_data
1743,CrSi2,CrSi2,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
1744,SnTe3Tl4,SnTe3Tl4,Seebeck,,[4.9999999999999996e-05],[300.0],5e-05,300.0,JMC_data
1745,CaCo2Fe2Sb12,CoFeSb4,Seebeck,,[0.00016999999999999999],[773.0],0.00017,773.0,JMC_data
1746,Ni20Sb41Sn19,Ni4Sb9Sn3,Seebeck,,[7e-05],[295],7.000000000000001e-05,295.0,JMC_data
1747,AgSbSe2,AgSbSe2,Seebeck,,[0.000355],[323.0],0.000355,323.0,JMC_data
1748,Se3Sn20Te17,SeSn4Te3,Seebeck,,[5e-07],[295],5e-07,295.0,JMC_data
1749,Se3Sn20Te17,SeSn4Te3,Seebeck,,[6.7e-05],[295],6.7e-05,295.0,JMC_data
1750,SeSn,SeSn,Seebeck,,[0.0005],[675.0],0.0005,675.0,JMC_data
1751,AgBiCl6Cs2,AgBiCl6Cs2,Seebeck,,[0.00023999999999999998],[400.0],0.0002400000000000001,400.0,JMC_data
1752,AgBiCl6Cs2,AgBiCl6Cs2,Seebeck,,[0.00023999999999999998],[400.0],0.0002400000000000001,400.0,JMC_data
1753,CeP12Ru4,CeP12Ru4,Seebeck,,[0.00029299999999999997],[160.0],0.000293,160.0,JMC_data
1754,As12CeRu4,As12CeRu4,Seebeck,,[4.4399999999999995e-05],[50.0],4.44e-05,50.0,JMC_data
1755,CeRu4Sb12,CeRu4Sb12,Seebeck,,[0.000129],[40.0],0.000129,40.0,JMC_data
1756,Co10O20Pr3,CoO2,Seebeck,,[0.00014],[300.0],0.00014,300.0,JMC_data
1757,BaCr10Se16,Cr5Se8,Seebeck,,[0.00031499999999999996],[635.0],0.000315,635.0,JMC_data
1758,AgBiSSe,AgBiSSe,Seebeck,,[-0.0005099999999999999],[300.0],-0.0005099999999999999,300.0,JMC_data
1759,PbTe,PbTe,Seebeck,,[-0.00035999999999999997],[300.0],-0.00036,300.0,JMC_data
1760,In2O3,In2O3,Seebeck,,[0.0003415],[1478.0],0.0003415,1478.0,JMC_data
1761,S,S,Seebeck,,[0.00018999999999999998],[690.0],0.00019,690.0,JMC_data
1762,GeTe,GeTe,Seebeck,,[8.3e-05],[300.0],8.3e-05,300.0,JMC_data
1763,CMNTW,None,Seebeck,,[-0.00019999999999999998],[773.0],-0.0002,773.0,JMC_data
1764,Fe8Ge3Mn4Si,Fe8Ge3Mn4Si,Seebeck,,[9e-06],[270.0],9e-06,270.0,JMC_data
1765,Fe4GeMn2Si,Fe4GeMn2Si,Seebeck,,[2.0000000000000003e-06],[100.0],2e-06,100.0,JMC_data
1766,Fe4GeMn2Si,Fe4GeMn2Si,Seebeck,,[6e-06],[100.0],6e-06,100.0,JMC_data
1767,GeTe,GeTe,Seebeck,,[2.9999999999999997e-05],[300.0],3.000000000000001e-05,300.0,JMC_data
1768,GeTe,GeTe,Seebeck,,[3.4e-05],[300.0],3.4e-05,300.0,JMC_data
1769,GeTe,GeTe,Seebeck,,[9.8e-05],[300.0],9.8e-05,300.0,JMC_data
1770,MoS2,MoS2,Seebeck,,[9.999999999999999e-06],[610.0],1e-05,610.0,JMC_data
1771,GOTr,O,Seebeck,,[-1.3289999999999998e-05],[303.0],-1.329e-05,303.0,JMC_data
1772,CoSSb,CoSSb,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
1773,NiSSb,NiSSb,Seebeck,,[-9e-06],[295],-9e-06,295.0,JMC_data
1774,COTi2,None,Seebeck,,[7.3e-05],[973.0],7.3e-05,973.0,JMC_data
1775,BiLaPt,BiLaPt,Seebeck,,[0.00035],[1000.0],0.00035000000000000005,1000.0,JMC_data
1776,FeSb2,FeSb2,Seebeck,,[-0.04],[10.0],-0.04,10.0,JMC_data
1777,FeSb2,FeSb2,Seebeck,,[-0.045],[10.0],-0.045,10.0,JMC_data
1778,Ag50LaSb49Te100,AgSbTe2,Seebeck,,[0.000358],[423.0],0.00035800000000000003,423.0,JMC_data
1779,Bi6Pb5Se14,Bi2Pb2Se5,Seebeck,,[-0.00013099999999999999],[271.0],-0.000131,271.0,JMC_data
1780,Ge9SnTe10,GeTe,Seebeck,,[7.099999999999999e-05],[770.0],7.099999999999999e-05,770.0,JMC_data
1781,Sb3Zn4,Sb10Zn13,Seebeck,,"[7e-05, 0.00014]",[295],0.000105,295.0,JMC_data
1782,MoS2,MoS2,Seebeck,,[-3.019e-05],[323.0],-3.019e-05,323.0,JMC_data
1783,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
1784,S,S,Seebeck,,[-0.00022999999999999998],[1000.0],-0.00023,1000.0,JMC_data
1785,Bi2Te3,Bi2Te3,Seebeck,,[-0.000188],[307.0],-0.000188,307.0,JMC_data
1786,DEOPT,None,Seebeck,,[1.4599999999999999e-05],[295],1.4599999999999999e-05,295.0,JMC_data
1787,W,W,Seebeck,,"[5.9999999999999995e-05, 0.00011999999999999999]",[295],9e-05,295.0,JMC_data
1788,W,W,Seebeck,,"[5.9999999999999995e-05, 0.00011999999999999999]",[295],9e-05,295.0,JMC_data
1789,Co19Na10O40Zn,Co2NaO4,Seebeck,,[415.0],[1073.0],415.0,1073.0,JMC_data
1790,pure,None,Seebeck,,[-0.00017999999999999998],[400.0],-0.00018,400.0,JMC_data
1791,MoS2,MoS2,Seebeck,,[0.00044634199999999996],[300.0],0.000446342,300.0,JMC_data
1792,Sb2Te3,Sb2Te3,Seebeck,,[0.00015999999999999999],[463.0],0.00016,463.0,JMC_data
1793,Bi2Te3,Bi2Te3,Seebeck,,[-0.00019999999999999998],[463.0],-0.0002,463.0,JMC_data
1794,AuZn,AuZn,Seebeck,,[4.6e-05],[460.0],4.6e-05,460.0,JMC_data
1795,OZn,OZn,Seebeck,,[-0.0005],[295],-0.0005,295.0,JMC_data
1796,GaPd,GaPd,Seebeck,,[-3.6e-06],[295],-3.6000000000000007e-06,295.0,JMC_data
1797,AlFe2V,AlFe2V,Seebeck,,[2.9999999999999997e-05],[300.0],3.000000000000001e-05,300.0,JMC_data
1798,Bi2Se3,Bi2Se3,Seebeck,,"[6.77e-05, 8.379999999999999e-05]",[300.0],7.575e-05,300.0,JMC_data
1799,AsCoCrFe,None,Seebeck,,[0.003],[100.0],0.003,100.0,JMC_data
1800,undoped,None,Seebeck,,[0.00078],[295],0.0007800000000000001,295.0,JMC_data
1801,Bi2Te3,Bi2Te3,Seebeck,,[0.00031299999999999996],[295],0.00031299999999999996,295.0,JMC_data
1802,SbZn,SbZn,Seebeck,,[0.000325],[350.0],0.000325,350.0,JMC_data
1803,Sb2Te3,Sb2Te3,Seebeck,,[0.000118],[295],0.000118,295.0,JMC_data
1804,Bi2Te3,Bi2Te3,Seebeck,,[0.000408],[298.0],0.000408,298.0,JMC_data
1805,PbTe,PbTe,Seebeck,,[0.00024],"[450.0, 850.0]",0.0002400000000000001,650.0,JMC_data
1806,Sb2Te3,Sb2Te3,Seebeck,,[0.0004326],[473.0],0.0004326000000000001,473.0,JMC_data
1807,AlB14Li,AlB14Li,Seebeck,,[0.00019999999999999998],[1000.0],0.0002,1000.0,JMC_data
1808,CeSe2,CeSe2,Seebeck,,[0.000477],[300.0],0.000477,300.0,JMC_data
1809,Sb2Se3,Sb2Se3,Seebeck,,[0.0018],[295],0.0018000000000000004,295.0,JMC_data
1810,Sb2Se3,Sb2Se3,Seebeck,,[-0.00075],[295],-0.00075,295.0,JMC_data
1811,Sb2Se3,Sb2Se3,Seebeck,,[-0.000145],[300.0],-0.000145,300.0,JMC_data
1812,Sb2Se3,Sb2Se3,Seebeck,,[-0.00075],[300.0],-0.00075,300.0,JMC_data
1813,Co2SbSc,None,Seebeck,,[6.42e-05],[295],6.42e-05,295.0,JMC_data
1814,Ba3Cu20Te13,Cu3Te2,Seebeck,,[0.000452],[500.0],0.000452,500.0,JMC_data
1815,AlCa3Sb3,AlCa3Sb3,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
1816,Sb2Te3,Sb2Te3,Seebeck,,[8.3e-05],[300.0],8.3e-05,300.0,JMC_data
1817,BCOS,None,Seebeck,,[0.0003],[600.0],0.00030000000000000003,600.0,JMC_data
1818,Co20Na17O40,Co13Na11O26,Seebeck,,[0.00019999999999999998],[673.0],0.0002,673.0,JMC_data
1819,CaMnO3,CaMnO3,Seebeck,,[0.00045999999999999996],[295],0.00046,295.0,JMC_data
1820,Cu4S16Sn7,Cu4S16Sn7,Seebeck,,[-0.00075],[300.0],-0.00075,300.0,JMC_data
1821,As2S3,As2S3,Seebeck,,[0.000298],[300.0],0.000298,300.0,JMC_data
1822,As2S3,As2S3,Seebeck,,[0.00018891999999999997],[295],0.00018892,295.0,JMC_data
1823,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00013199999999999998],[300.0],0.00013199999999999998,300.0,JMC_data
1824,CoLaO3,CoLaO3,Seebeck,,[0.0007],[300.0],0.0007,300.0,JMC_data
1825,CoCrSc,None,Seebeck,,[2.0059999999999998e-05],[800.0],2.006e-05,800.0,JMC_data
1826,CoCrGeSc,None,Seebeck,,[4.58e-06],[300.0],4.58e-06,300.0,JMC_data
1827,GOR,O,Seebeck,,[0.00016999999999999999],[295],0.00017,295.0,JMC_data
1828,SeSn,SeSn,Seebeck,,[0.00058],[310.0],0.00058,310.0,JMC_data
1829,Nd2O3,Nd2O3,Seebeck,,[0.00026252],[325.0],0.00026252000000000003,325.0,JMC_data
1830,NbO,NbO,Seebeck,,[-2.4999999999999998e-05],[1000.0],-2.5e-05,1000.0,JMC_data
1831,Nb551O449,NbO,Seebeck,,[-8e-06],[295],-8e-06,295.0,JMC_data
1832,S2Ti,S2Ti,Seebeck,,[-0.00025],[300.0],-0.00025,300.0,JMC_data
1833,S2Ti,S2Ti,Seebeck,,[-0.00017999999999999998],[300.0],-0.00018,300.0,JMC_data
1834,Ti,Ti,Seebeck,,[-0.000156],[300.0],-0.000156,300.0,JMC_data
1835,Bi2Te3,Bi2Te3,Seebeck,,[0.000216],[300.0],0.000216,300.0,JMC_data
1836,CoSi,CoSi,Seebeck,,[8.3e-05],[295],8.3e-05,295.0,JMC_data
1837,BiCo14O20,Co9O13,Seebeck,,[0.000435],[510.0],0.000435,510.0,JMC_data
1838,CO49,O,Seebeck,,[0.00015999999999999999],[973.0],0.00016,973.0,JMC_data
1839,SeSn,SeSn,Seebeck,,[0.007863],[42.0],0.007863,42.0,JMC_data
1840,Ce9Co10Fe30Sb120,CeFe4Sb12,Seebeck,,[0.0001115],[295],0.0001115,295.0,JMC_data
1841,Br2Pb,Br2Pb,Seebeck,,[-0.0001933],[300.0],-0.0001933,300.0,JMC_data
1842,Br2Pb,Br2Pb,Seebeck,,[-0.000363],[793.0],-0.000363,793.0,JMC_data
1843,Se2Sn,Se2Sn,Seebeck,,[0.00025499999999999996],[523.0],0.00025499999999999996,523.0,JMC_data
1844,AgBi3S5,AgBi3S5,Seebeck,,[-9.8e-05],[295],-9.8e-05,295.0,JMC_data
1845,CrSi2,CrSi2,Seebeck,,[0.000196],[573.0],0.000196,573.0,JMC_data
1846,Bi2Te3,Bi2Te3,Seebeck,,[0.000215],[300.0],0.000215,300.0,JMC_data
1847,CoSb3,CoSb3,Seebeck,,[0.0005570000000000001],[295],0.000557,295.0,JMC_data
1848,S2Ti,S2Ti,Seebeck,,[-0.002],[295],-0.002,295.0,JMC_data
1849,GeIrTa,None,Seebeck,,[0.00028],[100.0],0.00028000000000000003,100.0,JMC_data
1850,Bi2O2Se,Bi2O2Se,Seebeck,,[-0.000542],[523.0],-0.000542,523.0,JMC_data
1851,Au,Au,Seebeck,,[0.000117],[550.0],0.000117,550.0,JMC_data
1852,Se,Se,Seebeck,,[0.0005499999999999999],[500.0],0.00055,500.0,JMC_data
1853,PbTe,PbTe,Seebeck,,[0.00039999999999999996],[300.0],0.0004,300.0,JMC_data
1854,MgO,MgO,Seebeck,,[0.00284],[300.0],0.00284,300.0,JMC_data
1855,MgO,MgO,Seebeck,,[0.003],[300.0],0.003,300.0,JMC_data
1856,CuDyTe2,CuDyTe2,Seebeck,,[3.9e-05],[295],3.9e-05,295.0,JMC_data
1857,Ag14Eu5NaTe20,None,Seebeck,,[7e-05],[295],7.000000000000001e-05,295.0,JMC_data
1858,FeSe,FeSe,Seebeck,,[-8e-06],[1373.0],-8e-06,1373.0,JMC_data
1859,Mg,Mg,Seebeck,,[0.000102],[295],0.000102,295.0,JMC_data
1860,textured,None,Seebeck,,[-0.000399],[1073.0],-0.000399,1073.0,JMC_data
1861,O7Sr3Ti2,O7Sr3Ti2,Seebeck,,[-0.000399],[1073.0],-0.000399,1073.0,JMC_data
1862,Al4CeNi,Al4CeNi,Seebeck,,"[2.9999999999999997e-05, 3.9999999999999996e-05]",[150.0],3.5e-05,150.0,JMC_data
1863,Fe20SbSn9Ti10,Fe2SnTi,Seebeck,,[1.8e-05],[295],1.8e-05,295.0,JMC_data
1864,CaCo2O4,CaCo2O4,Seebeck,,[0.000147],[380.0],0.000147,380.0,JMC_data
1865,AlFe2Nb,AlFe2Nb,Seebeck,,[0.00021999999999999998],[800.0],0.00022,800.0,JMC_data
1866,AlFe2Nb,AlFe2Nb,Seebeck,,[0.00021999999999999998],[800.0],0.00022,800.0,JMC_data
1867,S,S,Seebeck,,[0.0001108],[295],0.00011079999999999997,295.0,JMC_data
1868,CSi,CSi,Seebeck,,[0.000281],[623.0],0.000281,623.0,JMC_data
1869,Bi4Cu4Mn3,Bi4Cu4Mn3,Seebeck,,[3.09e-05],[490.0],3.09e-05,490.0,JMC_data
1870,Bi4Cu4Mn3,Bi4Cu4Mn3,Seebeck,,[3.09e-05],[490.0],3.09e-05,490.0,JMC_data
1871,CMNTsW,None,Seebeck,,[-1.1e-05],[300.0],-1.1e-05,300.0,JMC_data
1872,CMNTW,None,Seebeck,,[-5.6e-05],[295],-5.600000000000001e-05,295.0,JMC_data
1873,CMNTW,None,Seebeck,,[-5.6e-05],[295],-5.600000000000001e-05,295.0,JMC_data
1874,FeSe,FeSe,Seebeck,,[4.9999999999999996e-06],[280.0],5e-06,280.0,JMC_data
1875,GeTe,GeTe,Seebeck,,[3.16e-05],[295],3.16e-05,295.0,JMC_data
1876,CdGe19Te20,GeTe,Seebeck,,[5.239999999999999e-05],[295],5.24e-05,295.0,JMC_data
1877,GeTe,GeTe,Seebeck,,[0.0001584],[750.0],0.0001584,750.0,JMC_data
1878,Sb3Zn4,Sb10Zn13,Seebeck,,[0.0001108],[295],0.00011079999999999997,295.0,JMC_data
1879,O3SrTi,O3SrTi,Seebeck,,[0.000328],[1027.0],0.000328,1027.0,JMC_data
1880,BCOS,None,Seebeck,,[0.000175],[873.0],0.000175,873.0,JMC_data
1881,FeO6Sr2Ti,FeO6Sr2Ti,Seebeck,,[0.00029],[1124.0],0.00029,1124.0,JMC_data
1882,Fe2O5Ti,Fe2O5Ti,Seebeck,,[-0.00037],"[286.0, 1000.0]",-0.00037000000000000016,643.0,JMC_data
1883,CeOSbZn,CeOSbZn,Seebeck,,[0.000129],[330.0],0.000129,330.0,JMC_data
1884,BiCuOSe,BiCuOSe,Seebeck,,[0.00035],[293.0],0.00035000000000000005,293.0,JMC_data
1885,Bi2Te3,Bi2Te3,Seebeck,,[0.00020999999999999998],[295],0.00021,295.0,JMC_data
1886,BiCuOSe,BiCuOSe,Seebeck,,[0.000235],[300.0],0.000235,300.0,JMC_data
1887,Ni50Se103,NiSe2,Seebeck,,[9.27e-06],[323.0],9.27e-06,323.0,JMC_data
1888,NiSe2,NiSe2,Seebeck,,[-1.0618e-05],[300.0],-1.0618e-05,300.0,JMC_data
1889,CuIrRhS4,None,Seebeck,,[-1.26e-07],[300.1],-1.2600000000000002e-07,300.1,JMC_data
1890,Ni2SbTe2,Ni2SbTe2,Seebeck,,[1.5e-06],[295],1.5e-06,295.0,JMC_data
1891,S2Ti,S2Ti,Seebeck,,[-0.00025],[300.0],-0.00025,300.0,JMC_data
1892,NSTW,None,Seebeck,,[3.9999999999999996e-05],[300.0],4e-05,300.0,JMC_data
1893,CSTi2,CSTi2,Seebeck,,[-1.1e-05],[295],-1.1e-05,295.0,JMC_data
1894,Co10Sb9SnZr10,None,Seebeck,,[0.00010499999999999999],[295],0.000105,295.0,JMC_data
1895,Cu59Sb20Se80,Cu3SbSe4,Seebeck,,[0.0003],[523.0],0.00030000000000000003,523.0,JMC_data
1896,SSn,SSn,Seebeck,,[0.00039999999999999996],[295],0.0004,295.0,JMC_data
1897,Cu4Se6Tl3U,None,Seebeck,,[0.0015],[300.0],0.0015,300.0,JMC_data
1898,OZn,OZn,Seebeck,,[-9.809999999999999e-05],[500.0],-9.81e-05,500.0,JMC_data
1899,Cu40S17Se3,Cu2S,Seebeck,,[0.0003315],[723.0],0.0003315,723.0,JMC_data
1900,AlMnPd,None,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
1901,GeTe,GeTe,Seebeck,,[0.00016099999999999998],[773.0],0.00016099999999999998,773.0,JMC_data
1902,Co3S2Sn2,Co3S2Sn2,Seebeck,,[-4.8e-05],[300.0],-4.8e-05,300.0,JMC_data
1903,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.000125],[323.0],0.000125,323.0,JMC_data
1904,Ca3Co4O9,Ca3Co4O9,Seebeck,,"[9.999999999999999e-05, 0.00019999999999999998]",[295],0.00015,295.0,JMC_data
1905,CPS,None,Seebeck,,[0.000144],[873.0],0.000144,873.0,JMC_data
1906,CP900S,P,Seebeck,,[0.00011899999999999999],[873.0],0.00011899999999999999,873.0,JMC_data
1907,CNTs,None,Seebeck,,[-30000000.0],[295],-30000000.0,295.0,JMC_data
1908,AINP,None,Seebeck,,[-3e-06],[295],-3e-06,295.0,JMC_data
1909,CaCo10Ho9O30,CoHoO3,Seebeck,,[0.000234],[363.0],0.000234,363.0,JMC_data
1910,OZn,OZn,Seebeck,,[-0.00041],[295],-0.00041000000000000015,295.0,JMC_data
1911,SnTe5Tl2,SnTe5Tl2,Seebeck,,[0.00014734999999999998],[300.0],0.00014735,300.0,JMC_data
1912,Bi2Te3,Bi2Te3,Seebeck,,[-6.8e-05],[573.0],-6.8e-05,573.0,JMC_data
1913,CNTs,None,Seebeck,,[2.9e-05],[295],2.9e-05,295.0,JMC_data
1914,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
1915,CaPr,None,Seebeck,,[-0.00017999999999999998],[250.0],-0.00018,250.0,JMC_data
