,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
2016,AgBiTe2,Conductivity,,[780000.0],[295],780000.0,295.0,JMC_data
2017,Cu5FeS4,Conductivity,,[5.0],[300.0],5.0,300.0,JMC_data
2018,DFPV,Conductivity,,"[9000.0, 11000.0]",[300.0],10000.0,300.0,JMC_data
2019,DEOPT,Conductivity,,[170.0],[423.0],170.0,423.0,JMC_data
2020,InSb,Conductivity,,[18000.0],[900.0],18000.0,900.0,JMC_data
2021,SnTe,Conductivity,,[639000.0],[295],639000.0,295.0,JMC_data
2022,In3Mg3Sn194Te200,Conductivity,,[132000.0],[295],132000.0,295.0,JMC_data
2023,CaDyMn2O6,Conductivity,,[14000.0],[973.0],14000.0,973.0,JMC_data
2024,Ca3Dy2Mn5O15,Conductivity,,[3400.0],[295],3400.0,295.0,JMC_data
2025,Au,Conductivity,,[89600.0],[300.0],89600.0,300.0,JMC_data
2026,OZn,Conductivity,,[123600.0],[300.0],123600.0,300.0,JMC_data
2027,Cu2GeHgSe4,Conductivity,,[50000.0],[730.0],50000.0,730.0,JMC_data
2028,Polycrystalline,Conductivity,,[6000.0],[823.0],6000.0,823.0,JMC_data
2029,Cu12S13Sb4,Conductivity,,[100.0],[320.0],100.0,320.0,JMC_data
2030,Co200S200Sb199Te,Conductivity,,[196.0],[295],196.0,295.0,JMC_data
2031,Cu,Conductivity,,[2020000.0],[423.0],2020000.0,423.0,JMC_data
2032,Undoped,Conductivity,,[0.33],[295],0.33,295.0,JMC_data
2033,Cu40Ga39NiO80,Conductivity,,[0.65],[295],0.65,295.0,JMC_data
2034,Cu40Ga39O80Sn,Conductivity,,[0.00015000000000000001],[295],0.00015,295.0,JMC_data
2035,OST,Conductivity,,"[15000.0, 60000.0]",[450.0],37500.0,450.0,JMC_data
2036,Sb2Te3,Conductivity,,[23000.0],[300.0],23000.0,300.0,JMC_data
2037,Ag2Te,Conductivity,,[183200.0],[300.0],183200.0,300.0,JMC_data
2038,Sb2Te3,Conductivity,,[270000.0],[300.0],270000.0,300.0,JMC_data
2039,RS2,Conductivity,,[1000.0],[775.0],1000.0,775.0,JMC_data
2040,Bi199CsCu200O200Se200,Conductivity,,[2500.0],[680.0],2500.0,680.0,JMC_data
2041,Cu4S16Sn7,Conductivity,,"[-3.0, 103.0]",[295],50.0,295.0,JMC_data
2042,O2Si,Conductivity,ionic,[3.5000000000000004],[295],3.5,295.0,JMC_data
2043,GOR,Conductivity,,[139500.0],[295],139500.0,295.0,JMC_data
2044,GOR,Conductivity,,[133300.0],[295],133300.0,295.0,JMC_data
2045,CH6I3NPb,Conductivity,,[7.8e-06],[308.0],7.8e-06,308.0,JMC_data
2046,Pb11Te9,Conductivity,,[316905.0],[295],316905.0,295.0,JMC_data
2047,OP3T,Conductivity,,[4610.0],[300.0],4610.0,300.0,JMC_data
2048,Mg2Si,Conductivity,,[0.033],[300.0],0.033,300.0,JMC_data
2049,BiCuOSe,Conductivity,,[213.0],[300.0],213.0,300.0,JMC_data
2050,Bi7CaCu8O8Se8,Conductivity,,[50900.0],[300.0],50900.0,300.0,JMC_data
2051,BiCuOSe,Conductivity,,[1200.0],[873.0],1200.0,873.0,JMC_data
2052,Bi7Cu10O10Se10Yb3,Conductivity,,[5700.0],[873.0],5700.0,873.0,JMC_data
2053,PS2,Conductivity,,[15.0],[283.0],15.0,283.0,JMC_data
2054,CT2,Conductivity,,[251300.0],[573.0],251300.0,573.0,JMC_data
2055,C4T5,Conductivity,,[1517200.0],[327.0],1517200.0,327.0,JMC_data
2056,CT2,Conductivity,,[642500.0],[327.0],642500.0,327.0,JMC_data
2057,AINP,Conductivity,,[200.0],[300.0],200.0,300.0,JMC_data
2058,Cl3Fe,Conductivity,,[3000000.0],[220.0],3000000.0,220.0,JMC_data
2059,CNT,Conductivity,,[4800.0],[295],4800.0,295.0,JMC_data
2060,CoTe,Conductivity,,[580000.0],[295],580000.0,295.0,JMC_data
2061,CoTe,Conductivity,,[580000.0],[295],580000.0,295.0,JMC_data
2062,C2O,Conductivity,,[1000.0],[1073.0],1000.0,1073.0,JMC_data
2063,LaMo4O24Sr7Ti4,Conductivity,,[1.64e-05],[517.0],1.64e-05,517.0,JMC_data
2064,LiMn2O4,Conductivity,,[10.0],"[720.0, 1100.0]",10.0,910.0,JMC_data
2065,Cu9S5,Conductivity,,[327200.0],[673.0],327200.0,673.0,JMC_data
2066,MNTsW,Conductivity,,[96000.0],[295],96000.0,295.0,JMC_data
2067,AINP,Conductivity,,[144000.0],[295],144000.0,295.0,JMC_data
2068,FeNbO6Sr2,Conductivity,,[200.0],[1170.0],200.0,1170.0,JMC_data
2069,O7Ti4,Conductivity,,[60000.0],[1000.0],60000.0,1000.0,JMC_data
2070,Pure,Conductivity,,[2600.0],[1000.0],2600.0,1000.0,JMC_data
2071,Nb12O29,Conductivity,,[30000.0],[1000.0],30000.0,1000.0,JMC_data
2072,CuLaOTe,Conductivity,,[165.0],[298.0],165.0,298.0,JMC_data
2073,CuLaOS,Conductivity,,[195.0],[150.0],195.0,150.0,JMC_data
2074,Ca,Conductivity,,[44500.0],[295],44500.0,295.0,JMC_data
2075,As2Cd3,Conductivity,,[6700.0],[300.0],6700.0,300.0,JMC_data
2076,Ag2S,Conductivity,,[0.1],[295],0.1,295.0,JMC_data
2077,Cu9S5,Conductivity,,[100000.0],[300.0],100000.0,300.0,JMC_data
2078,CdS,Conductivity,,[0.00015000000000000001],[295],0.00015,295.0,JMC_data
2079,CdS,Conductivity,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
2080,Bi2Te3,Conductivity,,[140000.0],[295],140000.0,295.0,JMC_data
2081,Bi2Te3,Conductivity,,[29000.0],[295],29000.0,295.0,JMC_data
2082,S50Se150Sn197,Conductivity,,[3704.5],[823.0],3704.5,823.0,JMC_data
2083,Ag4S125Se375Sn489,Conductivity,,[22.7],[295],22.7,295.0,JMC_data
2084,Ag2S125Se375Sn491,Conductivity,,[78.5],[300.0],78.5,300.0,JMC_data
2085,Ag2Te,Conductivity,,[20000.0],[295],20000.0,295.0,JMC_data
2086,BiN3O9,Conductivity,,[150000.0],[295],150000.0,295.0,JMC_data
2087,BiN3O9,Conductivity,,[1508.0],[305.0],1508.0,305.0,JMC_data
2088,Ce9Co10Fe30Sb120,Conductivity,,[110000.00000000001],[295],110000.0,295.0,JMC_data
2089,Ag2Se,Conductivity,,[200000.0],[298.0],200000.0,298.0,JMC_data
2090,Ag2Se,Conductivity,,[200000.0],[403.0],200000.0,403.0,JMC_data
2091,SeSn,Conductivity,,[4000.0],[713.0],4000.0,713.0,JMC_data
2092,Br2Pb,Conductivity,,[940.0],[300.0],940.0,300.0,JMC_data
2093,Br2Pb,Conductivity,,[4020.0000000000005],[713.0],4020.0,713.0,JMC_data
2094,Cu2Se4SnZn,Conductivity,,[15300.0],[300.0],15300.0,300.0,JMC_data
2095,CdCu2Se4Sn,Conductivity,,[160.0],[300.0],160.0,300.0,JMC_data
2096,Cu21Se40Sn10Zn9,Conductivity,,[33200.0],[860.0],33200.0,860.0,JMC_data
2097,AgBi3S5,Conductivity,,[48900.0],[295],48900.0,295.0,JMC_data
2098,AgBi3S5,Conductivity,,[17800.0],"[323.0, 573.0]",17800.0,448.0,JMC_data
2099,CrSi2,Conductivity,,[70000.0],[873.0],70000.0,873.0,JMC_data
2100,Bi23Cu25O25Sb2Se25,Conductivity,,[4300.0],[823.0],4300.0,823.0,JMC_data
2101,Bi2Te3,Conductivity,,[3602.0000000000005],[300.0],3602.0,300.0,JMC_data
2102,SYZ,Conductivity,ionic,[96.0],[873.0],96.0,873.0,JMC_data
2103,CeO2,Conductivity,,[0.029],[650.0],0.029,650.0,JMC_data
2104,SYZ,Conductivity,,[100.0],[773.0],100.0,773.0,JMC_data
2105,Nb,Conductivity,ionic,[3.0],[673.0],3.0,673.0,JMC_data
2106,SYZ,Conductivity,ionic,[1.0],[635.0],1.0,635.0,JMC_data
2107,SYZ,Conductivity,ionic,[0.006000000000000001],[635.0],0.006,635.0,JMC_data
2108,SYZ,Conductivity,ionic,[96.0],[873.0],96.0,873.0,JMC_data
2109,SYZ,Conductivity,ionic,[41.0],[873.0],41.0,873.0,JMC_data
2110,SYZ,Conductivity,ionic,[82.0],[873.0],82.0,873.0,JMC_data
2111,SYZ,Conductivity,ionic,[200.0],[973.0],200.0,973.0,JMC_data
2112,PbTe,Conductivity,,[8000.0],"[300.0, 425.0]",8000.0,362.5,JMC_data
2113,PbTe,Conductivity,,[9000.0],[678.0],9000.0,678.0,JMC_data
2114,PbTe,Conductivity,,[8000.0],[300.0],8000.0,300.0,JMC_data
2115,MgO5Ti2,Conductivity,,[0.02],[1273.0],0.02,1273.0,JMC_data
2116,FeLaO3,Conductivity,,[39.0],[833.0],39.0,833.0,JMC_data
2117,FeLaO3,Conductivity,,[36.0],[833.0],36.0,833.0,JMC_data
2118,Ag3CeK2Te4,Conductivity,,[1.0],[295],1.0,295.0,JMC_data
2119,CuDyTe2,Conductivity,,[1250.0],[295],1250.0,295.0,JMC_data
2120,Ag14Eu5NaTe20,Conductivity,,[16500.0],[295],16500.0,295.0,JMC_data
2121,La7Mn10O30Sr3,Conductivity,ionic,[0.053],[1073.0],0.053,1073.0,JMC_data
2122,SYZ,Conductivity,ionic,[3.3000000000000003],[1073.0],3.3,1073.0,JMC_data
2123,DyNa5O12Si4,Conductivity,,[1.0],[343.0],1.0,343.0,JMC_data
2124,Na5O12Si4Y,Conductivity,ionic,[10.0],[573.0],10.0,573.0,JMC_data
2125,Bi2Te3,Conductivity,,[2.1700000000000002e-05],[295],2.17e-05,295.0,JMC_data
2126,PbTe,Conductivity,,[12040.0],[700.0],12040.0,700.0,JMC_data
2127,PbTe,Conductivity,,[8280.0],[700.0],8280.0,700.0,JMC_data
2128,CMNTW,Conductivity,,[35700.0],[295],35700.0,295.0,JMC_data
2129,AgSbSe2,Conductivity,,[1380.0],[295],1380.0,295.0,JMC_data
2130,Ag50BiSb49Se100,Conductivity,,[5970.0],[618.0],5970.0,618.0,JMC_data
2131,Bi37Cu40In3O40Se40,Conductivity,,[605.0],[295],605.0,295.0,JMC_data
2132,BiCuOSe,Conductivity,,[189.0],[295],189.0,295.0,JMC_data
2133,Bi2Te3,Conductivity,,[350000.0],[100.0],350000.0,100.0,JMC_data
2134,Bi2Te3,Conductivity,,"[300000.0, 400000.0]",[100.0],350000.0,100.0,JMC_data
2135,OPS2,Conductivity,,[11.05],[295],11.05,295.0,JMC_data
2136,OPS2,Conductivity,,[11.53],[295],11.53,295.0,JMC_data
2137,OPS2,Conductivity,,[11.05],[295],11.05,295.0,JMC_data
2138,OPS2,Conductivity,,[11.05],[295],11.05,295.0,JMC_data
2139,LaNb,Conductivity,,[106300.0],[423.0],106300.0,423.0,JMC_data
2140,Ba10CoCu9Fe10La10O50,Conductivity,,[9000.0],[670.0],9000.0,670.0,JMC_data
2141,AINP,Conductivity,,[0.16999999999999998],[423.0],0.17,423.0,JMC_data
2142,Cu2Se,Conductivity,,[18700.0],[338.0],18700.0,338.0,JMC_data
2143,MoS2,Conductivity,,[36500.0],[295],36500.0,295.0,JMC_data
2144,C2Ti3Tx,Conductivity,,[22000.0],[548.5555555555555],22000.0,548.5555555556,JMC_data
2145,CuO,Conductivity,,[3.0],[667.0],3.0,667.0,JMC_data
2146,Ba6Ge25,Conductivity,,[200000.0],[295],200000.0,295.0,JMC_data
2147,Mg2Si,Conductivity,,[5680.0],[295],5680.0,295.0,JMC_data
2148,NOST,Conductivity,,[12500.0],[295],12500.0,295.0,JMC_data
2149,NOST,Conductivity,,[6050.0],[295],6050.0,295.0,JMC_data
2150,SnTe,Conductivity,,[803300.0],[295],803300.0,295.0,JMC_data
2151,Co4FeLa4O15Sr,Conductivity,,[2400.0],[1073.0],2400.0,1073.0,JMC_data
2152,Se3Sn20Te17,Conductivity,,[167000.0],[295],167000.0,295.0,JMC_data
2153,FeO6Sr2Ti,Conductivity,,[415.3],[890.1],415.3,890.1,JMC_data
2154,GeTe,Conductivity,,[850000.0],[300.0],850000.0,300.0,JMC_data
2155,Pristine,Conductivity,,[806700.0],[300.0],806700.0,300.0,JMC_data
2156,MoS2,Conductivity,,[1.0],[327.0],1.0,327.0,JMC_data
2157,Bi6Pb5Se14,Conductivity,,[65700.0],[271.0],65700.0,271.0,JMC_data
2158,MoS2,Conductivity,,[7.000000000000001],[323.0],7.0,323.0,JMC_data
2159,Sb,Conductivity,,[121900.0],[295],121900.0,295.0,JMC_data
2160,CsI3Sn,Conductivity,,[9861.0],[300.0],9861.0,300.0,JMC_data
2161,ClNa,Conductivity,,[1.23],[277.0],1.23,277.0,JMC_data
2162,DEOPT,Conductivity,,[7172.0],[295],7172.0,295.0,JMC_data
2163,W,Conductivity,,"[60000.0, 30000.0]",[295],45000.0,295.0,JMC_data
2164,W,Conductivity,,"[60000.0, 30000.0]",[295],45000.0,295.0,JMC_data
2165,Sb2Te3,Conductivity,,[150000.0],[300.0],150000.0,300.0,JMC_data
2166,CuInTe2,Conductivity,,[3200.0],[295],3200.0,295.0,JMC_data
2167,S,Conductivity,,"[60600.0, 48100.0]",[300.0],54350.0,300.0,JMC_data
2168,Bi2Te3,Conductivity,,[130000.0],[300.0],130000.0,300.0,JMC_data
2169,Bi14I9Rh3,Conductivity,,[5000.0],[425.0],5000.0,425.0,JMC_data
2170,BiSe,Conductivity,,[190000.0],[300.0],190000.0,300.0,JMC_data
2171,Bi2Pb2Te5,Conductivity,,[4130.0],[295],4130.0,295.0,JMC_data
2172,Bi2Te3,Conductivity,,[110000.0],[295],110000.0,295.0,JMC_data
2173,SSn,Conductivity,,[30000.0],[295],30000.0,295.0,JMC_data
2174,Bi20Se3Te27,Conductivity,,[53000.0],"[303.0, 473.0]",53000.0,388.0,JMC_data
2175,Pb995Sb4Se1000,Conductivity,,[437000.0],[300.0],437000.0,300.0,JMC_data
2176,GeSe,Conductivity,,[97000.0],[300.0],97000.0,300.0,JMC_data
2177,BiSb3Te6,Conductivity,,[40000.0],[295],40000.0,295.0,JMC_data
2178,Bi5Sb17Te30,Conductivity,,[120000.0],[295],120000.0,295.0,JMC_data
2179,Bi5Sb17Te30,Conductivity,,[120000.0],[295],120000.0,295.0,JMC_data
2180,BiSb3Te6,Conductivity,,[40000.0],[295],40000.0,295.0,JMC_data
2181,Bi2Se3,Conductivity,,[38678.0],[300.0],38678.0,300.0,JMC_data
2182,Bi2Se3,Conductivity,,[39506.0],[600.0],39506.0,600.0,JMC_data
2183,Ba2FeMoO6,Conductivity,,[20000.0],[1123.0],20000.0,1123.0,JMC_data
2184,GeSi,Conductivity,,[26590.0],[1023.0],26590.0,1023.0,JMC_data
2185,Bi2O2Se,Conductivity,,[13.0],[323.0],13.0,323.0,JMC_data
2186,Bi100O99SSe50,Conductivity,,[13100.0],[323.0],13100.0,323.0,JMC_data
2187,O7Ti4,Conductivity,,[99200.0],[295],99200.0,295.0,JMC_data
2188,CFOS,Conductivity,,[401.99999999999994],[1123.0],402.0,1123.0,JMC_data
2189,BiMO6SrTi,Conductivity,,[19.0],[1123.0],19.0,1123.0,JMC_data
2190,Ba10Ce7Gd2O29Sn,Conductivity,,[1.0],[1673.0],1.0,1673.0,JMC_data
2191,Ba10O29Y2Zr8,Conductivity,,[1.0],[723.0],1.0,723.0,JMC_data
2192,Cu9S5,Conductivity,,[320000.0],[423.0],320000.0,423.0,JMC_data
2193,SeSn,Conductivity,,[90.0],[295],90.0,295.0,JMC_data
2194,SeSn,Conductivity,,[730.0],[295],730.0,295.0,JMC_data
2195,C2O,Conductivity,,"[2500.0, 10000.0]",[295],6250.0,295.0,JMC_data
2196,Bi29K5Pb14Se60,Conductivity,,[80000.0],[295],80000.0,295.0,JMC_data
2197,CrSi2,Conductivity,,[105.0],[300.0],105.0,300.0,JMC_data
2198,Bi2Se3,Conductivity,,[7120.0],[523.0],7120.0,523.0,JMC_data
2199,SnTe,Conductivity,,[724000.0],[295],724000.0,295.0,JMC_data
2200,In30Sn91Sr60Te1000,Conductivity,,[245900.0],[295],245900.0,295.0,JMC_data
2201,S80Ti41,Conductivity,,[106000.0],[350.0],106000.0,350.0,JMC_data
2202,Pb100Se100Zn,Conductivity,,[415500.0],[300.0],415500.0,300.0,JMC_data
2203,CuPb100Se100,Conductivity,,[280600.0],[300.0],280600.0,300.0,JMC_data
2204,BiCuOSe,Conductivity,,[331.0],[323.0],331.0,323.0,JMC_data
2205,Bi9Cu10O10Se10Sm,Conductivity,,[5693.0],[323.0],5693.0,323.0,JMC_data
2206,CuS,Conductivity,,[6.25],[295],6.25,295.0,JMC_data
2207,SeSn,Conductivity,,[2981.0],[773.0],2981.0,773.0,JMC_data
2208,Al3C3Y,Conductivity,,[3000.0],[295],3000.0,295.0,JMC_data
2209,AgISn19Te19,Conductivity,,[390600.0],[295],390600.0,295.0,JMC_data
2210,CoSb3,Conductivity,,[0.00023300000000000003],[523.0],0.000233,523.0,JMC_data
2211,CFOS,Conductivity,,[28000.0],[1173.0],28000.0,1173.0,JMC_data
2212,CFOS,Conductivity,,[30000.0],[1173.0],30000.0,1173.0,JMC_data
2213,CNT,Conductivity,,[4800.0],[300.0],4800.0,300.0,JMC_data
2214,BaCu2Se2,Conductivity,,[310.0],[300.0],310.0,300.0,JMC_data
2215,Bi7Sb13Te30,Conductivity,,[270000.0],[295],270000.0,295.0,JMC_data
2216,Bi2Te3,Conductivity,,"[100.0, 50000.0]",[295],25050.0,295.0,JMC_data
2217,SnTe,Conductivity,,[797000.0],[295],797000.0,295.0,JMC_data
2218,Sb3Sn17Te20,Conductivity,,[235000.0],[295],235000.0,295.0,JMC_data
2219,FeSbV,Conductivity,,[197690.0],[300.0],197690.0,300.0,JMC_data
2220,FeSbV,Conductivity,,"[95000.0, 129000.0]",[300.0],112000.0,300.0,JMC_data
2221,DEOPT,Conductivity,,[2000.0],[295],2000.0,295.0,JMC_data
2222,PbTe,Conductivity,,[1000.0],[600.0],1000.0,600.0,JMC_data
2223,MoO6Sr2Ti,Conductivity,,[105.0],[550.0],105.0,550.0,JMC_data
2224,Na,Conductivity,,[258500.0],[295],258500.0,295.0,JMC_data
2225,NdO15Sr4Ti5,Conductivity,,[143500.0],[423.0],143500.0,423.0,JMC_data
2226,Cu197Ga3Te100,Conductivity,,[6.000000000000001e-05],[600.0],6.000000000000002e-05,600.0,JMC_data
2227,K2Mg2O6Te,Conductivity,ionic,[0.001],[298.0],0.001,298.0,JMC_data
2228,K2Mg2O6Te,Conductivity,,[3.8],[295],3.8,295.0,JMC_data
2229,Al2O3,Conductivity,,[85000.0],[673.0],85000.0,673.0,JMC_data
2230,OZn,Conductivity,,[72000.0],[1073.0],72000.0,1073.0,JMC_data
2231,BS2,Conductivity,,[16.0],[373.0],16.0,373.0,JMC_data
2232,SbY,Conductivity,,[1600000.0],[295],1600000.0,295.0,JMC_data
2233,Co2NaO4,Conductivity,,[20000.0],[300.0],20000.0,300.0,JMC_data
2234,Cu40Se23,Conductivity,,[93100.0],[423.0],93100.0,423.0,JMC_data
2235,Cu10Mg2Mn9O20,Conductivity,,[24.0],[295],24.0,295.0,JMC_data
2236,Ca2Cu10Mn9O20,Conductivity,,[2.0],[295],2.0,295.0,JMC_data
2237,Cu10Mg2Mn9O20,Conductivity,,[24.0],[295],24.0,295.0,JMC_data
2238,Bi2S3,Conductivity,,[488.0],[295],488.0,295.0,JMC_data
2239,BiCuOSe,Conductivity,,[112.00000000000001],[300.0],112.0,300.0,JMC_data
2240,In2S3,Conductivity,,[85399.99999999999],[570.0],85400.0,570.0,JMC_data
2241,Cu2S,Conductivity,,[10000.0],[570.0],10000.0,570.0,JMC_data
2242,HNaO,Conductivity,,[3300.0],[833.0],3300.0,833.0,JMC_data
2243,HNaO,Conductivity,,[21200.0],[833.0],21200.0,833.0,JMC_data
2244,Bi2Te3,Conductivity,,[41000.0],[773.0],41000.0,773.0,JMC_data
2245,Bi2Te3,Conductivity,,[69300.0],[313.0],69300.0,313.0,JMC_data
2246,AlC2Mo2Ti,Conductivity,,[479000.0],[300.0],479000.0,300.0,JMC_data
2247,C2SiTi3,Conductivity,,[360000.0],[300.0],360000.0,300.0,JMC_data
2248,SbSiTe3,Conductivity,,[48300.0],[295],48300.0,295.0,JMC_data
2249,H,Conductivity,,"[0.5, 2.0]",[1073.0],1.25,1073.0,JMC_data
2250,C2FO,Conductivity,,[9780.0],[1000.0],9780.0,1000.0,JMC_data
2251,CNSTW,Conductivity,,[244400.0],[298.0],244400.0,298.0,JMC_data
2252,CNSTW,Conductivity,,[23700.0],[298.0],23700.0,298.0,JMC_data
2253,DEOPT,Conductivity,,[51500.0],[298.0],51500.0,298.0,JMC_data
2254,CNSTW,Conductivity,,[23700.0],[298.0],23700.0,298.0,JMC_data
2255,Co20InSb60,Conductivity,,[95000.0],[350.0],95000.0,350.0,JMC_data
2256,SeSn,Conductivity,,[160.0],[575.0],160.0,575.0,JMC_data
2257,MoS2,Conductivity,,[4440.0],[300.0],4440.0,300.0,JMC_data
2258,DEOPT,Conductivity,,[380000.0],[295],380000.0,295.0,JMC_data
2259,CNSTW2,Conductivity,,[380000.0],[295],380000.0,295.0,JMC_data
2260,CuInO2,Conductivity,,"[2000.0, 12500.0]",[295],7250.0,295.0,JMC_data
2261,GeSi,Conductivity,,[119730.0],[323.0],119730.0,323.0,JMC_data
2262,GeSi,Conductivity,,[38000.0],[1073.0],38000.0,1073.0,JMC_data
2263,Mg2Sb2Yb,Conductivity,,[5800.0],[295],5800.0,295.0,JMC_data
2264,Bi2Te3,Conductivity,,[40350.0],[300.0],40350.0,300.0,JMC_data
2265,Stretched,Conductivity,,[18400.0],[313.0],18400.0,313.0,JMC_data
2266,Bi2Te3,Conductivity,,[58000.0],[500.0],58000.0,500.0,JMC_data
2267,DEOPT,Conductivity,,[31.0],[295],31.0,295.0,JMC_data
2268,C2O,Conductivity,,[300.0],[973.0],300.0,973.0,JMC_data
2269,Bi2S3,Conductivity,,[1800.0],[295],1800.0,295.0,JMC_data
2270,Bi2Te3,Conductivity,,[223000.0],[300.0],223000.0,300.0,JMC_data
2271,ACS,Conductivity,,[5700.0],[295],5700.0,295.0,JMC_data
2272,AINP,Conductivity,,[2.0],[295],2.0,295.0,JMC_data
2273,Bi39Te61,Conductivity,,[4000.0],[300.0],4000.0,300.0,JMC_data
2274,Cu2GeSe3,Conductivity,,[220.00000000000003],[323.0],220.0,323.0,JMC_data
2275,Cu40Ge17Ni3Se60,Conductivity,,[292670.0],[323.0],292670.0,323.0,JMC_data
2276,Cu10Ge4NiSe15,Conductivity,,[394350.0],[323.0],394350.0,323.0,JMC_data
2277,BiITe,Conductivity,,[200000.0],[300.0],200000.0,300.0,JMC_data
2278,CuGaTe2,Conductivity,,[103.0],[295],103.0,295.0,JMC_data
2279,Cu49Ga50Te100,Conductivity,,[70000.0],[300.0],70000.0,300.0,JMC_data
2280,MnSb11Yb14,Conductivity,,[18500.0],[1200.0],18500.0,1200.0,JMC_data
2281,Co2NaO4,Conductivity,,[0.02],[295],0.02,295.0,JMC_data
2282,PbTe,Conductivity,,[12000.0],[740.0],12000.0,740.0,JMC_data
2283,PbTe,Conductivity,,[12000.0],[740.0],12000.0,740.0,JMC_data
2284,HNaO,Conductivity,,[59820.00000000001],[295],59820.0,295.0,JMC_data
2285,Ba6Co125Sb375,Conductivity,,[8500.0],[300.0],8500.0,300.0,JMC_data
2286,AlN,Conductivity,,[1e-05],[295],1e-05,295.0,JMC_data
2287,Bi2Pb3S6,Conductivity,,[19300.0],[300.0],19300.0,300.0,JMC_data
2288,Bi2PbS4,Conductivity,,[6820.0],[300.0],6820.0,300.0,JMC_data
2289,Bi2PbSe4,Conductivity,,"[50000.0, 61500.0]","[300.0, 700.0]",55750.0,500.0,JMC_data
2290,Bi2PbSe4,Conductivity,,[50000.0],[300.0],50000.0,300.0,JMC_data
2291,BiCuOSe,Conductivity,,[500.0],[873.0],500.0,873.0,JMC_data
2292,AlO25Zn24,Conductivity,,[74920.0],"[373.0, 573.0]",74920.0,473.0,JMC_data
2293,RS2,Conductivity,,[63690.0],[373.0],63690.0,373.0,JMC_data
2294,RS2,Conductivity,,[63690.0],"[373.0, 673.0]",63690.0,523.0,JMC_data
2295,RS2,Conductivity,,[50250.0],[573.0],50250.0,573.0,JMC_data
2296,Co40InSb120,Conductivity,,[28000.0],[295],28000.0,295.0,JMC_data
2297,Nd,Conductivity,,[92700.0],[295],92700.0,295.0,JMC_data
2298,Cl3Fe,Conductivity,,[700.0],[295],700.0,295.0,JMC_data
2299,S5Se44Sn50Te,Conductivity,,[5760.0],[373.0],5760.0,373.0,JMC_data
2300,SSe9Sn10,Conductivity,,[3030.0],[323.0],3030.0,323.0,JMC_data
2301,S5Se44Sn50Te,Conductivity,,[5760.0],[373.0],5760.0,373.0,JMC_data
2302,AlLiO12P3Ta,Conductivity,,[1.0],[623.0],1.0,623.0,JMC_data
2303,Fe23Li400Nb577O1977Sr300,Conductivity,,[0.009600000000000001],[663.0],0.0096,663.0,JMC_data
2304,Bi80Ca10Ce190O51,Conductivity,ionic,[1.7000000000000002],[873.0],1.7000000000000002,873.0,JMC_data
2305,BiO5PbV,Conductivity,ionic,[0.1],[1073.0],0.1,1073.0,JMC_data
2306,As2Se3,Conductivity,,"[1000.0, 1300.0]",[300.0],1150.0,300.0,JMC_data
2307,Ag4SSe,Conductivity,,[50000.0],[300.0],50000.0,300.0,JMC_data
2308,Bi2K3O12P3,Conductivity,,[8.100000000000002e-07],[373.0],8.1e-07,373.0,JMC_data
2309,DEOPT,Conductivity,,[402950.0],[295],402950.0,295.0,JMC_data
2310,BIn2Sb38Te60,Conductivity,,[51000.0],[323.0],51000.0,323.0,JMC_data
2311,B5Cu2In10Sb188Te300,Conductivity,,[146000.0],[323.0],146000.0,323.0,JMC_data
2312,BiCuOSe,Conductivity,,[1500.0],[295],1500.0,295.0,JMC_data
2313,SnTe,Conductivity,,[760000.0],[295],760000.0,295.0,JMC_data
2314,Mn7Sn100Te100,Conductivity,,[200000.0],[295],200000.0,295.0,JMC_data
2315,Vanadium,Conductivity,,[50.0],[295],50.0,295.0,JMC_data
2316,Fe2O3,Conductivity,,[0.013000000000000001],[548.0],0.013000000000000001,548.0,JMC_data
2317,CuGaTe2,Conductivity,,[13500.0],[670.0],13500.0,670.0,JMC_data
2318,BiCuOSe,Conductivity,,[2900.0],[670.0],2900.0,670.0,JMC_data
2319,GeTe,Conductivity,,[850000.0],[295],850000.0,295.0,JMC_data
2320,BaCu2Se2,Conductivity,,[310.0],[300.0],310.0,300.0,JMC_data
2321,Ba37Cu80Na3Se80,Conductivity,,[42000.0],[295],42000.0,295.0,JMC_data
2322,BaCu2Se2,Conductivity,,[310.0],[300.0],310.0,300.0,JMC_data
2323,Ba37Cu80Na3Se80,Conductivity,,[44000.0],[300.0],44000.0,300.0,JMC_data
2324,SeSn,Conductivity,,[9010.0],[323.0],9010.0,323.0,JMC_data
2325,Ag3NaSe200Sn196,Conductivity,,[9010.0],[323.0],9010.0,323.0,JMC_data
2326,FeSb2,Conductivity,,[63000.0],[100.0],63000.0,100.0,JMC_data
2327,Fe5Sb9,Conductivity,,[201000.0],[100.0],201000.0,100.0,JMC_data
2328,PPy,Conductivity,,[680.0],[298.0],680.0,298.0,JMC_data
2329,AlCuO2,Conductivity,,[0.015],[295],0.015,295.0,JMC_data
2330,O2Si,Conductivity,,[4000.0],[295],4000.0,295.0,JMC_data
2331,Sn9Te10Yb,Conductivity,,[5490.0],[300.0],5490.0,300.0,JMC_data
