,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
1459,SeSn,PF,,[0.00022400000000000002],[290.0],0.000224,290.0,JMC_data
1460,Ca48ErMn50O150Yb,PF,,[0.00021899999999999998],[773.0],0.00021899999999999998,773.0,JMC_data
1461,BiCa9Mn10O30,PF,,[0.00028],[1073.0],0.00028000000000000003,1073.0,JMC_data
1462,Ca33Co100O200,PF,,[0.0009000000000000001],[300.0],0.0009000000000000002,300.0,JMC_data
1463,Cu197S100,PF,,[0.0008],[1000.0],0.0008,1000.0,JMC_data
1464,PdS,PF,,[0.0027],[800.0],0.0027,800.0,JMC_data
1465,Ca3Co4O9,PF,,[0.0001],[150.0],0.0001,150.0,JMC_data
1466,Au5Bi995Cu4Se150Te1350,PF,,[0.0030099999999999997],[300.0],0.00301,300.0,JMC_data
1467,InSb15Sn109Te125,PF,,[0.0022600000000000003],[800.0],0.0022600000000000003,800.0,JMC_data
1468,Bi2S3,PF,,[0.000483],[625.0],0.000483,625.0,JMC_data
1469,Bi2S3,PF,,[0.000483],[623.0],0.000483,623.0,JMC_data
1470,Bi2S3,PF,,[0.000127],[623.0],0.000127,623.0,JMC_data
1471,Bi2S3,PF,,[0.000483],[625.0],0.000483,625.0,JMC_data
1472,Mg400Sb3Si197,PF,,[0.0033],[773.0],0.0033,773.0,JMC_data
1473,Mg2Si,PF,,[0.0014],[400.0],0.0014,400.0,JMC_data
1474,Mg400Sb3Si197,PF,,[0.0033],[773.0],0.0033,773.0,JMC_data
1475,Mg400Sb3Si197,PF,,[0.003],[650.0],0.003,650.0,JMC_data
1476,Cu,PF,,[3.13e-05],[420.0],3.13e-05,420.0,JMC_data
1477,MoS2,PF,,[3.13e-05],[420.0],3.13e-05,420.0,JMC_data
1478,Sb2Te3,PF,,[0.0012],[298.0],0.0012,298.0,JMC_data
1479,Sb2Te3,PF,,[0.0023],[373.0],0.0023,373.0,JMC_data
1480,Sb2Te3,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1481,Sb2Te3,PF,,[0.001],[295],0.001,295.0,JMC_data
1482,Sb2Te3,PF,,[0.0023],[373.0],0.0023,373.0,JMC_data
1483,DFPV,PF,,[2.6e-07],[400.0],2.6e-07,400.0,JMC_data
1484,Ce2Co3Fe13Sb48Yb2,PF,,[0.0027],[750.0],0.0027,750.0,JMC_data
1485,Ca3Co4O9,PF,,[0.00025],[1000.0],0.00025,1000.0,JMC_data
1486,AgSbSe2,PF,,[1.04e-05],[473.0],1.04e-05,473.0,JMC_data
1487,AgSbSe2,PF,,[0.0014800000000000002],[423.0],0.0014800000000000002,423.0,JMC_data
1488,Ag7Pb180Sb10Te200,PF,,[0.000422],[673.0],0.00042199999999999996,673.0,JMC_data
1489,Na3Se100Sn97,PF,,[0.0028],[295],0.0028,295.0,JMC_data
1490,Cr20PbSb19Se60,PF,,[0.0003],[900.0],0.00030000000000000003,900.0,JMC_data
1491,S2Ti,PF,,[0.00371],[295],0.00371,295.0,JMC_data
1492,Bi2Ca2Co2Ox,PF,,[0.00015],[295],0.00015,295.0,JMC_data
1493,Bi20Ca20Co17Ox10,PF,,[0.00017999999999999998],[295],0.00018,295.0,JMC_data
1494,O2Ti,PF,,[0.00081],[873.0],0.0008100000000000001,873.0,JMC_data
1495,O2Ti,PF,,[0.00081],[873.0],0.0008100000000000001,873.0,JMC_data
1496,Pb49SbTe50,PF,,[1800.0],[673.0],1800.0,673.0,JMC_data
1497,Fe25La22O75Sr3,PF,,[0.000147],[892.0],0.000147,892.0,JMC_data
1498,Fe25La22O75Sr3,PF,,[0.000147],[892.0],0.000147,892.0,JMC_data
1499,Bi2O2Se,PF,,[0.00095],[295],0.00095,295.0,JMC_data
1500,Bi2O2Se,PF,,[0.00371],[295],0.00371,295.0,JMC_data
1501,Cu7Se4,PF,,"[0.00030000000000000003, 0.0007]",[300.0],0.0005,300.0,JMC_data
1502,Cu39Se20,PF,,[0.001252],[750.0],0.0012519999999999999,750.0,JMC_data
1503,Cu2Se,PF,,[0.000992],[750.0],0.000992,750.0,JMC_data
1504,Cu2Se,PF,,[0.00099],[750.0],0.00099,750.0,JMC_data
1505,Al3Yb,PF,,[0.034],[100.0],0.034,100.0,JMC_data
1506,OZn,PF,,[3.58e-05],[295],3.5799999999999996e-05,295.0,JMC_data
1507,OZn,PF,,[3.58e-05],[383.0],3.5799999999999996e-05,383.0,JMC_data
1508,OZn,PF,,[5.98e-07],[295],5.979999999999999e-07,295.0,JMC_data
1509,OZn,PF,,[0.0006360000000000001],[473.0],0.0006360000000000001,473.0,JMC_data
1510,OZn,PF,,[3.58e-05],[295],3.5799999999999996e-05,295.0,JMC_data
1511,S2Ti,PF,,[0.00371],[300.0],0.00371,300.0,JMC_data
1512,Co10Hf5Sb9SnTi5,PF,,[9.999999999999999e-05],[775.0],0.0001,775.0,JMC_data
1513,Bi2Te3,PF,,[0.0013499999999999999],[295],0.00135,295.0,JMC_data
1514,Bi2Te3,PF,,[0.00155],[295],0.0015500000000000002,295.0,JMC_data
1515,Ag2Se,PF,,[0.0016029999999999998],[300.0],0.0016029999999999998,300.0,JMC_data
1516,Ca3Co4O9,PF,,[0.000514],[973.0],0.0005139999999999999,973.0,JMC_data
1517,O50TiZn49,PF,,[0.00076],[1073.0],0.0007599999999999999,1073.0,JMC_data
1518,AlO50Zn49,PF,,[0.0015],[1073.0],0.0015,1073.0,JMC_data
1519,O50TiZn49,PF,,[0.00076],[1073.0],0.0007599999999999999,1073.0,JMC_data
1520,CNTs,PF,,[0.00055],[773.0],0.00055,773.0,JMC_data
1521,Bi23Cu25Er2O25Se25,PF,,[0.00054],[873.0],0.00054,873.0,JMC_data
1522,BiCuOSe,PF,,[0.00028000000000000003],[873.0],0.00028000000000000003,873.0,JMC_data
1523,Bi23Cu25Er2O25Se25,PF,,[0.00061],[873.0],0.0006100000000000001,873.0,JMC_data
1524,PbS,PF,,[0.00018],[623.0],0.00018,623.0,JMC_data
1525,PbS,PF,,[0.00022400000000000002],[923.0],0.000224,923.0,JMC_data
1526,PbS,PF,,[0.00022500000000000002],[923.0],0.000225,923.0,JMC_data
1527,PbS,PF,,[2e-05],[295],2e-05,295.0,JMC_data
1528,PbS,PF,,[0.00167],[623.0],0.0016699999999999998,623.0,JMC_data
1529,PbSe,PF,,[0.0012000000000000001],[923.0],0.0012,923.0,JMC_data
1530,Ag2Te,PF,,[0.000901],[340.0],0.000901,340.0,JMC_data
1531,Ag2Te,PF,,[0.00134],"[300.0, 525.0]",0.00134,412.5,JMC_data
1532,Ag2Se,PF,,[0.0022],[300.0],0.0022,300.0,JMC_data
1533,Ag2Se,PF,,[0.0035],[295],0.0035,295.0,JMC_data
1534,BST,PF,,[0.37],[295],0.37,295.0,JMC_data
1535,In25Sb26,PF,,[0.0027129999999999997],[773.0],0.0027129999999999997,773.0,JMC_data
1536,InMatrixSb,PF,,[0.003509],[773.0],0.0035090000000000004,773.0,JMC_data
1537,Ti,PF,,[0.0017],[300.0],0.0017,300.0,JMC_data
1538,CoSSb,PF,,[0.0016],[723.0],0.0016,723.0,JMC_data
1539,CoSSb,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1540,Ni,PF,,[0.0027],[543.0],0.0027,543.0,JMC_data
1541,Cl3Fe,PF,,[0.00084],[295],0.00084,295.0,JMC_data
1542,NiPbZr,PF,,[0.0005200000000000001],[295],0.0005200000000000001,295.0,JMC_data
1543,CuGaTe2,PF,,[0.00085],[763.0],0.0008500000000000001,763.0,JMC_data
1544,CuGaTe2,PF,,[0.00075],[721.0],0.00075,721.0,JMC_data
1545,Ca3Co4O9,PF,,[0.00061],[1073.0],0.0006100000000000001,1073.0,JMC_data
1546,Bi85Pr2Sb13,PF,,[0.00383],[235.0],0.003830000000000001,235.0,JMC_data
1547,Bi85Pr2Sb13,PF,,[0.00383],[235.0],0.003830000000000001,235.0,JMC_data
1548,Bi4CsTe6,PF,,[0.00409],[171.0],0.004090000000000001,171.0,JMC_data
1549,Ag2Te,PF,,[0.000477],[570.0],0.000477,570.0,JMC_data
1550,BiCuOSe,PF,,[0.000357],[573.0],0.000357,573.0,JMC_data
1551,Bi2Te3,PF,,[5.019999999999999e-06],[326.5],5.02e-06,326.5,JMC_data
1552,Ag2Se,PF,,[0.00184],[400.0],0.00184,400.0,JMC_data
1553,DEOPT,PF,,[0.00035],[295],0.00035000000000000005,295.0,JMC_data
1554,DEOPT,PF,,[0.00035],[295],0.00035000000000000005,295.0,JMC_data
1555,DEOPT,PF,,[0.0005101999999999999],[412.0],0.0005101999999999999,412.0,JMC_data
1556,CoSb3,PF,,[0.0007059999999999999],[295],0.0007059999999999999,295.0,JMC_data
1557,CoSb3,PF,,[0.0007999999999999999],[800.0],0.0008,800.0,JMC_data
1558,BiCuOSe,PF,,[0.000722],[723.0],0.000722,723.0,JMC_data
1559,Cu3SbSe4,PF,,[0.00075],[295],0.00075,295.0,JMC_data
1560,Cu150Sb49Se200Sn,PF,,[0.0016200000000000001],[640.0],0.00162,640.0,JMC_data
1561,BiCuOSe,PF,,[0.00013],[873.0],0.00013000000000000002,873.0,JMC_data
1562,Bi7Cu10O10Se10Yb3,PF,,[0.00028],[873.0],0.00028000000000000003,873.0,JMC_data
1563,SeSn,PF,,[0.004],[300.0],0.004,300.0,JMC_data
1564,SeSn,PF,,[0.0014],[773.0],0.0014,773.0,JMC_data
1565,SeSn,PF,,[0.00064],[773.0],0.00064,773.0,JMC_data
1566,SeSn,PF,,[0.0004],[773.0],0.0004,773.0,JMC_data
1567,SeSn,PF,,[0.0006000000000000001],[773.0],0.0006000000000000001,773.0,JMC_data
1568,Ag8Se6Sn,PF,,[0.00057],[723.0],0.0005700000000000001,723.0,JMC_data
1569,CT2,PF,,[0.00024],[524.0],0.0002400000000000001,524.0,JMC_data
1570,CT2,PF,,[0.00024],[524.0],0.0002400000000000001,524.0,JMC_data
1571,CT2,PF,,[0.00024],[524.0],0.0002400000000000001,524.0,JMC_data
1572,Cu150PbSb49Se200,PF,,[0.0005618999999999999],[573.0],0.0005618999999999999,573.0,JMC_data
1573,Cu75PbSb24Se100,PF,,[0.00052865],[623.0],0.00052865,623.0,JMC_data
1574,Mg22Si3Sn7,PF,,[0.001],[760.0],0.001,760.0,JMC_data
1575,Al22Cu25Mg3O50,PF,,[3.47e-05],[1073.0],3.47e-05,1073.0,JMC_data
1576,Al22Cu25Mg3O50,PF,,[3.41e-05],[1073.0],3.4099999999999995e-05,1073.0,JMC_data
1577,Cu9S5,PF,,[0.000821],[673.0],0.0008210000000000001,673.0,JMC_data
1578,MNTsW,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1579,AINP,PF,,[0.000217],[295],0.000217,295.0,JMC_data
1580,CNT,PF,,[0.002454],[295],0.002454,295.0,JMC_data
1581,Cu,PF,,[0.0003897],[418.0],0.0003897,418.0,JMC_data
1582,Cu2Se,PF,,[0.00062],[684.0],0.00062,684.0,JMC_data
1583,Cu2Se,PF,,[0.0001],[684.0],0.0001,684.0,JMC_data
1584,Co40Sb120Sm,PF,,[0.00237],[568.0],0.00237,568.0,JMC_data
1585,Co40Sb120Sm,PF,,[0.00237],[568.0],0.00237,568.0,JMC_data
1586,BST,PF,,[0.0048],[300.0],0.0048,300.0,JMC_data
1587,BST,PF,,[0.0036],[300.0],0.0036000000000000008,300.0,JMC_data
1588,BST,PF,,[0.00278],[300.0],0.0027800000000000004,300.0,JMC_data
1589,Cobalt,PF,,[0.006],[295],0.006,295.0,JMC_data
1590,Ba51Co400Sb1200,PF,,[0.005399999999999999],[883.0],0.0054,883.0,JMC_data
1591,Cu10SSe4,PF,,[0.00084],[800.0],0.00084,800.0,JMC_data
1592,Bi8Sb42Te75,PF,,[482000.0],[295],482000.0,295.0,JMC_data
1593,Bi7Sb93Te150,PF,,[333000.0],[473.0],333000.0,473.0,JMC_data
1594,Sb,PF,,[0.00073],[257.0],0.0007300000000000001,257.0,JMC_data
1595,Sb29Zn40,PF,,[0.00084],[526.0],0.00084,526.0,JMC_data
1596,Sb3Zn4,PF,,[0.00084],[526.0],0.00084,526.0,JMC_data
1597,LaTe6Tl9,PF,,[0.00031],[550.0],0.00031,550.0,JMC_data
1598,GdTe6Tl9,PF,,[0.00045999999999999996],[550.0],0.00046,550.0,JMC_data
1599,SnTe,PF,,[0.0006760000000000001],[300.0],0.000676,300.0,JMC_data
1600,SnTe,PF,,[0.00221],[860.0],0.00221,860.0,JMC_data
1601,Bi21Ca2Cu25O25Pb2Se25,PF,,[0.00075],[873.0],0.00075,873.0,JMC_data
1602,BCOS,PF,,[0.00031],[873.0],0.00031,873.0,JMC_data
1603,Na3Se100Sn97,PF,,[0.0028],[295],0.0028,295.0,JMC_data
1604,Co16InSb48,PF,,[0.0043],[620.0],0.0043,620.0,JMC_data
1605,Ag4SSe,PF,,[0.00048],[300.0],0.0004800000000000001,300.0,JMC_data
1606,Co25Nb11Sb25Ta3V11,PF,,[0.0016300000000000002],[973.0],0.0016300000000000002,973.0,JMC_data
1607,Cu9S5,PF,,[0.00091],[750.0],0.00091,750.0,JMC_data
1608,Cu225Fe3S125,PF,,[0.00112],[750.0],0.00112,750.0,JMC_data
1609,MoS2,PF,,[1.1000000000000001e-09],[295],1.1e-09,295.0,JMC_data
1610,Ag2Te,PF,,[0.00111],[573.0],0.00111,573.0,JMC_data
1611,BCo50Si49,PF,,[0.006],[295],0.006,295.0,JMC_data
1612,RS2,PF,,[0.00132],[600.0],0.0013200000000000002,600.0,JMC_data
1613,Cu75S100Sb23Sn2,PF,,[0.00094],[623.0],0.0009400000000000001,623.0,JMC_data
1614,SeSn,PF,,[0.000138],[773.0],0.000138,773.0,JMC_data
1615,AgSbSe2,PF,,[0.00025],[608.0],0.00025,608.0,JMC_data
1616,Ag400Sb397Se800,PF,,[0.00047000000000000004],[295],0.00047000000000000004,295.0,JMC_data
1617,Ag20Cu20Se17Te3,PF,,[0.0008],[300.0],0.0008,300.0,JMC_data
1618,S2Sb,PF,,[0.001807],[295],0.001807,295.0,JMC_data
1619,SSb,PF,,[0.001696],[295],0.001696,295.0,JMC_data
1620,SSb,PF,,[0.001807],[295],0.001807,295.0,JMC_data
1621,SSb,PF,,"[0.001696, 0.001807]",[295],0.0017515,295.0,JMC_data
1622,GeSi9,PF,,[0.0016359999999999999],[295],0.0016359999999999999,295.0,JMC_data
1623,FeS2,PF,,[5.2e-05],[398.0],5.2e-05,398.0,JMC_data
1624,GeSe,PF,,[1.7999999999999998e-09],[295],1.8e-09,295.0,JMC_data
1625,AgGe10SbSe10Te2,PF,,[0.0006839999999999999],[295],0.0006839999999999999,295.0,JMC_data
1626,NiSnZr,PF,,[0.00561],[873.0],0.00561,873.0,JMC_data
1627,SSeSn,PF,,[0.006500000000000001],[700.0],0.006500000000000001,700.0,JMC_data
1628,HP3T,PF,,[1.3599999999999999e-05],[295],1.36e-05,295.0,JMC_data
1629,PbS,PF,,[0.00168],[850.0],0.00168,850.0,JMC_data
1630,PbTe,PF,,[0.039],[378.0],0.039,378.0,JMC_data
1631,PbTe,PF,,[3.9e-05],[378.0],3.9e-05,378.0,JMC_data
1632,Ag2Te,PF,,[0.0001],[340.0],0.0001,340.0,JMC_data
1633,Co2NaO4,PF,,[0.005],[295],0.005,295.0,JMC_data
1634,LaO60Sr19Ti20,PF,,[0.002506],[370.0],0.002506,370.0,JMC_data
1635,O200SbSn2Zn197,PF,,[0.00115],[1073.0],0.0011500000000000002,1073.0,JMC_data
1636,O200SbSn2Zn197,PF,,[0.00115],[1073.0],0.0011500000000000002,1073.0,JMC_data
1637,O200SbSn2Zn197,PF,,[0.00115],[1073.0],0.0011500000000000002,1073.0,JMC_data
1638,Co8Sb23Te,PF,,[0.0032],[710.0],0.0032,710.0,JMC_data
1639,As2CdSn,PF,,[0.0012000000000000001],[600.0],0.0012,600.0,JMC_data
1640,DEOPT,PF,,[2.7799999999999998e-05],[295],2.78e-05,295.0,JMC_data
1641,DEOPT,PF,,[2.7799999999999998e-05],[295],2.78e-05,295.0,JMC_data
1642,Cu13Ge3NbS16,PF,,[0.0006],[665.0],0.0006000000000000001,665.0,JMC_data
1643,Cu52FeGe12Nb4S64,PF,,[0.00047],[665.0],0.00047000000000000004,665.0,JMC_data
1644,CoxCu26Ge6Nb2S32,PF,,[0.0006],[665.0],0.0006000000000000001,665.0,JMC_data
1645,Cu300Sb97Se400Ti3,PF,,[0.0006169999999999999],[573.0],0.0006169999999999999,573.0,JMC_data
1646,Al9Cu10FeO20,PF,,[0.00011000000000000002],[1140.0],0.00011,1140.0,JMC_data
1647,AlCuO2,PF,,[0.00010400000000000001],[1073.0],0.000104,1073.0,JMC_data
1648,Ca2Co2O5,PF,,[0.000124],[862.0],0.000124,862.0,JMC_data
1649,Ge49SbTe50,PF,,[0.00401],[750.0],0.0040100000000000005,750.0,JMC_data
1650,GeTe,PF,,[0.0024500000000000004],[295],0.0024500000000000004,295.0,JMC_data
1651,Ga2Ru,PF,,[0.0028],[773.0],0.0028,773.0,JMC_data
1652,Ag3Ge5P6,PF,,"[0.0010500000000000002, 0.0013000000000000002]",[295],0.001175,295.0,JMC_data
1653,IPb333Te332,PF,,[0.00219],[573.0],0.00219,573.0,JMC_data
1654,Cu9S5,PF,,[0.001552],[773.0],0.001552,773.0,JMC_data
1655,Cu9S5,PF,,[0.001552],[773.0],0.001552,773.0,JMC_data
1656,Cu9S5,PF,,[0.001552],[773.0],0.001552,773.0,JMC_data
1657,PbTe,PF,,[0.0021000000000000003],"[300.0, 600.0]",0.0021000000000000003,450.0,JMC_data
1658,Bi15Mg1080Si194Sn291,PF,,[0.003],[300.0],0.003,300.0,JMC_data
1659,DEOPT,PF,,[5.2e-05],[460.0],5.2e-05,460.0,JMC_data
1660,NaPb49Sr2Te50,PF,,[0.001],[300.0],0.001,300.0,JMC_data
1661,Cu2Se,PF,,[0.0021000000000000003],"[423.0, 723.0]",0.0021000000000000003,573.0,JMC_data
1662,BrPb500Se499Zn5,PF,,[0.00262],[525.0],0.0026200000000000004,525.0,JMC_data
1663,Fe20Nb19Sb20Ti,PF,,[0.001],[300.0],0.001,300.0,JMC_data
1664,PbTe,PF,,[0.25],[657.0],0.25,657.0,JMC_data
1665,Cd2Cu23Fe25S50,PF,,[0.00043],[723.0],0.00043,723.0,JMC_data
1666,Cd2Cu23Fe25S50,PF,,[0.00068],[723.0],0.0006799999999999999,723.0,JMC_data
1667,MOS,PF,,[0.000236],[373.0],0.000236,373.0,JMC_data
1668,CNSTW,PF,,[0.0002116],[298.0],0.0002116,298.0,JMC_data
1669,CNSTW,PF,,[1.6e-06],[295],1.6e-06,295.0,JMC_data
1670,CNSTW,PF,,[0.0002894],[430.0],0.0002894,430.0,JMC_data
1671,CNSTW,PF,,[0.00026569999999999995],[395.0],0.0002657,395.0,JMC_data
1672,CNSTW,PF,,[0.0002894],[430.0],0.0002894,430.0,JMC_data
1673,Mg2Si,PF,,[0.0038],[573.0],0.0038,573.0,JMC_data
1674,Mg2Si,PF,,[0.0028],[573.0],0.0028,573.0,JMC_data
1675,Mg2Si,PF,,[0.0018000000000000002],[823.0],0.0018000000000000004,823.0,JMC_data
1676,Mg2Si,PF,,[0.0038],[573.0],0.0038,573.0,JMC_data
1677,Bi2Te3,PF,,[0.0015],[300.0],0.0015,300.0,JMC_data
1678,Co4Hf5Rh6Sb8Sn2Zr5,PF,,[0.0008],[775.0],0.0008,775.0,JMC_data
1679,Co4Hf5Rh6Sb8Sn2Zr5,PF,,[0.0007999999999999999],[775.0],0.0008,775.0,JMC_data
1680,SeSn,PF,,[0.0009000000000000001],[800.0],0.0009000000000000002,800.0,JMC_data
1681,BiCl3Sn24Te22,PF,,[0.002291],[873.0],0.002291,873.0,JMC_data
1682,AgPb16SbSn2Te20,PF,,[0.0013000000000000002],[295],0.0013000000000000002,295.0,JMC_data
1683,Se2Sn,PF,,[0.00106],[323.0],0.0010600000000000002,323.0,JMC_data
1684,Se2Sn,PF,,[1.75e-05],[573.0],1.75e-05,573.0,JMC_data
1685,Se2Sn,PF,,[0.001],[573.0],0.001,573.0,JMC_data
1686,Pr3Se100Sn97,PF,,[0.00041],[773.0],0.00041000000000000015,773.0,JMC_data
1687,Cu150Sb49Se200Sn,PF,,[0.00114],[673.0],0.0011400000000000002,673.0,JMC_data
1688,BiCu150Sb49Se200,PF,,[0.0007700000000000001],[608.0],0.0007700000000000001,608.0,JMC_data
1689,BiCu150Sb44Se200Sn5,PF,,[0.0018100000000000002],[654.0],0.0018100000000000002,654.0,JMC_data
1690,Al9Cu10FeO20,PF,,[11000.0],[1140.0],11000.0,1140.0,JMC_data
1691,GeSi,PF,,[0.0020499999999999997],[1173.0],0.00205,1173.0,JMC_data
1692,Ca69Co100Cu6O225,PF,,[0.00038],[1073.0],0.00038,1073.0,JMC_data
1693,Ca69Co100Cu6O225,PF,,[0.00038],[1073.0],0.00038,1073.0,JMC_data
1694,Ca69Co100Cu6O225,PF,,[0.00038],[1073.0],0.00038,1073.0,JMC_data
1695,Cu3Se100Sn97,PF,,[0.00037799999999999997],[823.0],0.00037799999999999997,823.0,JMC_data
1696,Cu3Se100Sn97,PF,,[0.00037799999999999997],[823.0],0.00037799999999999997,823.0,JMC_data
1697,Pb30Sn69Te100Zn2,PF,,[0.00238],[300.0],0.00238,300.0,JMC_data
1698,MnSb11Yb14,PF,,[0.0006000000000000001],[1200.0],0.0006000000000000001,1200.0,JMC_data
1699,Cu3SbSe4,PF,,[0.0010500000000000002],[600.0],0.0010500000000000002,600.0,JMC_data
1700,Bi197Cu200Na3O200Se200,PF,,[0.0008],[300.0],0.0008,300.0,JMC_data
1701,BiSn23Te25Zn,PF,,[0.0036000000000000003],[840.0],0.0036000000000000008,840.0,JMC_data
1702,SnTe,PF,,[0.0019],[900.0],0.0019,900.0,JMC_data
1703,C2NiTb,PF,,[2.7e-05],[310.0],2.7e-05,310.0,JMC_data
1704,Ag1600Se1200Sn201,PF,,[0.000758],[715.0],0.000758,715.0,JMC_data
1705,Ag8Se6Sn,PF,,[0.000535],[715.0],0.000535,715.0,JMC_data
1706,Ag8Se6Sn,PF,,[0.00053],[715.0],0.0005300000000000001,715.0,JMC_data
1707,Ag1600Se1200Sn201,PF,,[0.000758],[715.0],0.000758,715.0,JMC_data
1708,GeSi,PF,,[0.0019],[1073.0],0.0019,1073.0,JMC_data
1709,GeSi,PF,,[0.00197],[873.0],0.00197,873.0,JMC_data
1710,BiCuOSe,PF,,[0.9],[323.0],0.9,323.0,JMC_data
1711,Ge15Pb4Se10Smy20Te10,PF,,[0.0016300000000000002],[673.0],0.0016300000000000002,673.0,JMC_data
1712,Co8Sb23Te,PF,,[0.00253],[706.0],0.00253,706.0,JMC_data
1713,GaSb,PF,,[8.82e-06],[322.0],8.82e-06,322.0,JMC_data
1714,GaNi3Sb,PF,,[0.00043],[1073.0],0.00043,1073.0,JMC_data
1715,AgNd25O25Sb25Zn24,PF,,[0.00058],[725.0],0.00058,725.0,JMC_data
1716,Bi,PF,,[0.0006320000000000001],[781.0],0.0006320000000000001,781.0,JMC_data
1717,Cd297In3O600Te100,PF,,[0.00013500000000000003],[300.0],0.000135,300.0,JMC_data
1718,Co2NaO4,PF,,[0.0005],[295],0.0005,295.0,JMC_data
1719,Ba2O15Pb5Sr3,PF,,[0.00018],[300.0],0.00018,300.0,JMC_data
1720,Cd297In3O300Te100,PF,,[0.00013500000000000003],[300.0],0.000135,300.0,JMC_data
1721,Bi2Te3,PF,,[0.001],[500.0],0.001,500.0,JMC_data
1722,Bi2Te3,PF,,[0.001],[500.0],0.001,500.0,JMC_data
1723,DEOPT,PF,,[0.0001001],[295],0.0001001,295.0,JMC_data
1724,Bi2Sb8Te15,PF,,[0.0043300000000000005],[350.0],0.0043300000000000005,350.0,JMC_data
1725,Bi100S151,PF,,[0.000167],[773.0],0.000167,773.0,JMC_data
1726,SSr,PF,,[0.0072],[700.0],0.0072000000000000015,700.0,JMC_data
1727,SSr,PF,,[0.0045],[700.0],0.0045000000000000005,700.0,JMC_data
1728,O3W,PF,,[7.769999999999998e-06],[1023.0],7.77e-06,1023.0,JMC_data
1729,AlO50Zn49,PF,,[0.001],[970.0],0.001,970.0,JMC_data
1730,Cu10Ge4NiSe15,PF,,[0.0008],[723.0],0.0008,723.0,JMC_data
1731,Ag100Cu1900Ga3Ge997Se3000,PF,,[0.00073],[786.0],0.0007300000000000001,786.0,JMC_data
1732,Cu2GeSe3,PF,,[0.00064],[758.0],0.00064,758.0,JMC_data
1733,CoCu10S15Sn4,PF,,[0.0009400000000000001],[723.0],0.0009400000000000001,723.0,JMC_data
1734,Cu20Ge9NiSe30,PF,,[0.00075],[723.0],0.00075,723.0,JMC_data
1735,Cu20Ge9NiSe30,PF,,[0.00075],[723.0],0.00075,723.0,JMC_data
1736,FeNbSb,PF,,[0.0045000000000000005],[300.0],0.0045000000000000005,300.0,JMC_data
1737,Cu49Ga30In20Te100,PF,,[0.001353],[650.0],0.001353,650.0,JMC_data
1738,CuGaTe2,PF,,[0.000989],[650.0],0.000989,650.0,JMC_data
1739,Cu21Mn19Na20Se40,PF,,[6.400000000000001e-05],[540.0],6.4e-05,540.0,JMC_data
1740,Na,PF,,[0.004],[300.0],0.004,300.0,JMC_data
1741,Co19Na10NiO40,PF,,[0.00236],[1073.0],0.00236,1073.0,JMC_data
1742,O100SnZn99,PF,,[0.00125],[1073.0],0.00125,1073.0,JMC_data
1743,O3SrTi,PF,,"[0.0028, 0.0036000000000000003]",[295],0.0032,295.0,JMC_data
1744,GeSi,PF,,[1500.0],[1000.0],1500.0,1000.0,JMC_data
1745,La10O300Sr87Ti100Y3,PF,,[0.0011],"[500.0, 700.0]",0.0011,600.0,JMC_data
1746,Sb2Te3,PF,,[0.0017],[623.0],0.0017,623.0,JMC_data
1747,CoSb3,PF,,[0.00031200000000000005],[707.0],0.000312,707.0,JMC_data
1748,Fe5HfSb5V4,PF,,[0.00175],[600.0],0.00175,600.0,JMC_data
1749,Bi6Pb5Se14,PF,,[0.00030000000000000003],[705.0],0.00030000000000000003,705.0,JMC_data
1750,Bi2Pb3S6,PF,,[0.00024],[715.0],0.0002400000000000001,715.0,JMC_data
1751,Bi2PbS4,PF,,[0.00026000000000000003],[515.0],0.00026000000000000003,515.0,JMC_data
1752,Bi2Pb3S6,PF,,[0.00024],[715.0],0.0002400000000000001,715.0,JMC_data
1753,Bi2PbS4,PF,,[0.00016],[300.0],0.00016,300.0,JMC_data
1754,Bi2Pb3S6,PF,,[0.00030000000000000003],[705.0],0.00030000000000000003,705.0,JMC_data
1755,Cu2Se,PF,,[0.0002633],[823.0],0.0002633,823.0,JMC_data
1756,Fe2SnTi,PF,,[0.0002],[400.0],0.0002,400.0,JMC_data
1757,NiPbZr,PF,,[0.0005200000000000001],[295],0.0005200000000000001,295.0,JMC_data
1758,NiPbZr,PF,,[0.0005200000000000001],[295],0.0005200000000000001,295.0,JMC_data
1759,AlO25Zn24,PF,,[4.7],[573.0],4.7,573.0,JMC_data
1760,AlO25Zn24,PF,,[0.3],"[373.0, 573.0]",0.30000000000000004,473.0,JMC_data
1761,AlO25Zn24,PF,,[0.00047000000000000004],[673.0],0.00047000000000000004,673.0,JMC_data
1762,DEOPT,PF,,[0.00032399999999999996],[295],0.000324,295.0,JMC_data
1763,Bi2Te3,PF,,[0.0045],[295],0.0045000000000000005,295.0,JMC_data
1764,B48Y,PF,,[0.00024000000000000003],[990.0],0.0002400000000000001,990.0,JMC_data
1765,B66Y,PF,,[9.9e-06],[990.0],9.9e-06,990.0,JMC_data
1766,BiSb3Te6,PF,,[7.7e-05],[348.0],7.7e-05,348.0,JMC_data
