,sorted_formula,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
0,Ca48DyMn50O150Yb,ThermCond,total,[1.47],[973.0],1.47,973.0,JMC_data
1,Ca49DyMn50O150,ThermCond,total,[2.2],[973.0],2.2,973.0,JMC_data
2,Bi2Te3,ThermCond,lattice,[1.2],[295],1.2,295.0,JMC_data
3,Bi2Te3,ThermCond,lattice,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
4,Sb2Te3,ThermCond,lattice,[1.15],[295],1.15,295.0,JMC_data
5,BiSb3Te6,ThermCond,lattice,[0.3],[320.0],0.30000000000000004,320.0,JMC_data
6,Bi2Te3,ThermCond,lattice,[1.8],[300.0],1.8,300.0,JMC_data
7,BiSbSe3,ThermCond,lattice,[0.64],[295],0.64,295.0,JMC_data
8,BiSe,ThermCond,lattice,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
9,Bi2Se3,ThermCond,lattice,[1.8],[300.0],1.8,300.0,JMC_data
10,AgS15Se85Sn99,ThermCond,lattice,[0.11],[823.0],0.11,823.0,JMC_data
11,SeSn,ThermCond,lattice,[0.18],[873.0],0.18,873.0,JMC_data
12,SeSn,ThermCond,lattice,[0.3],"[300.0, 720.0]",0.30000000000000004,510.0,JMC_data
13,H,ThermCond,lattice,[0.11],[773.0],0.11,773.0,JMC_data
14,Se2Sn,ThermCond,lattice,[0.67],[295],0.67,295.0,JMC_data
15,GeSe,ThermCond,lattice,[0.39],[800.0],0.39,800.0,JMC_data
16,SeSn,ThermCond,lattice,[0.9],[300.0],0.9,300.0,JMC_data
17,MoS2,ThermCond,total,[40.0],[295],40.0,295.0,JMC_data
18,S2Ti,ThermCond,lattice,[4.0],[295],4.0,295.0,JMC_data
19,AgCrSe2,ThermCond,lattice,"[0.4, 0.6]","[200.0, 500.0]",0.5,350.0,JMC_data
20,BiCuOSe,ThermCond,lattice,[0.6],[295],0.6000000000000001,295.0,JMC_data
21,CoSb3,ThermCond,lattice,"[8.0, 10.0]",[295],9.0,295.0,JMC_data
22,Co100Sb299,ThermCond,lattice,[8.9],[295],8.9,295.0,JMC_data
23,CoSb3,ThermCond,lattice,[10.0],[295],10.0,295.0,JMC_data
24,Co400Sb1146Te43,ThermCond,lattice,[3.9],[295],3.9,295.0,JMC_data
25,Co8Sb23Te,ThermCond,lattice,[3.4],[295],3.4,295.0,JMC_data
26,Co400S26Sb1111Te73,ThermCond,lattice,[1.5],[295],1.5,295.0,JMC_data
27,CoSbTi,ThermCond,total,[24.0],[295],24.0,295.0,JMC_data
28,Co3O4,ThermCond,total,[1.6],[1073.0],1.6,1073.0,JMC_data
29,Co3O4,ThermCond,total,[2.1],"[500.0, 1100.0]",2.1,800.0,JMC_data
30,CO7,ThermCond,total,[1.6],[1073.0],1.6,1073.0,JMC_data
31,Cu2Se,ThermCond,lattice,[0.38],[300.0],0.38,300.0,JMC_data
32,BST,ThermCond,total,[0.87],[398.0],0.87,398.0,JMC_data
33,BST,ThermCond,lattice,[0.46],[348.0],0.46,348.0,JMC_data
34,BiSb3Te6,ThermCond,total,[1.1],[295],1.1,295.0,JMC_data
35,Co2NaO4,ThermCond,total,[1.8],[295],1.8,295.0,JMC_data
36,BiSb3Te6,ThermCond,lattice,[0.33],[320.0],0.33,320.0,JMC_data
37,Ba4Ga8Ge15,ThermCond,total,[3.65],[27.0],3.65,27.0,JMC_data
38,Ba4Ga8Ge15,ThermCond,lattice,[2.25],[295],2.25,295.0,JMC_data
39,NiSnZr,ThermCond,lattice,[11.1],[300.0],11.1,300.0,JMC_data
40,InSb9Yb11,ThermCond,lattice,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
41,Cu59Sb20Se80,ThermCond,total,[2.98],[300.0],2.98,300.0,JMC_data
42,InSb,ThermCond,lattice,[17.0],[295],17.0,295.0,JMC_data
43,Cu2Se,ThermCond,lattice,[0.8],[295],0.8,295.0,JMC_data
44,InSb,ThermCond,lattice,[17.0],[295],17.0,295.0,JMC_data
45,Ga3In17Sb20,ThermCond,lattice,[6.0],[295],6.0,295.0,JMC_data
46,InSb,ThermCond,lattice,[14.5],[295],14.5,295.0,JMC_data
47,Ga2In3Sb5,ThermCond,lattice,[5.0],[295],5.0,295.0,JMC_data
48,GaSb,ThermCond,lattice,[24.3],[770.0],24.3,770.0,JMC_data
49,Ga2In3Sb5,ThermCond,lattice,[5.0],[295],5.0,295.0,JMC_data
50,Cu2Se,ThermCond,lattice,[0.8],[295],0.8,295.0,JMC_data
51,InSb,ThermCond,lattice,[14.5],[295],14.5,295.0,JMC_data
52,Ga2In3Sb5,ThermCond,lattice,[5.0],[295],5.0,295.0,JMC_data
53,SnTe,ThermCond,total,[0.31],[300.0],0.31,300.0,JMC_data
54,Bi2SeTe2,ThermCond,lattice,[1.3],[295],1.3,295.0,JMC_data
55,Bi2STe2,ThermCond,total,[3.96],[295],3.96,295.0,JMC_data
56,Bi2SeTe2,ThermCond,total,[3.92],[295],3.92,295.0,JMC_data
57,Bi2Te3,ThermCond,total,[2.5],[300.0],2.5,300.0,JMC_data
58,CS,ThermCond,total,[1.28],[295],1.28,295.0,JMC_data
59,CS2,ThermCond,total,[0.97],[295],0.97,295.0,JMC_data
60,CoSb3,ThermCond,total,[9.0],[300.0],9.0,300.0,JMC_data
61,CS,ThermCond,total,[0.7],[673.0],0.7000000000000001,673.0,JMC_data
62,CoSb3,ThermCond,total,[10.0],[300.0],10.0,300.0,JMC_data
63,CoSb3,ThermCond,total,[5.0],[650.0],5.0,650.0,JMC_data
64,Cu3SbSe3,ThermCond,total,"[0.7, 1.0]",[300.0],0.85,300.0,JMC_data
65,Bi2Te3,ThermCond,total,[0.27],[350.0],0.27,350.0,JMC_data
66,Ce7Co50Fe30Sb240,ThermCond,lattice,[1.8],[295],1.8,295.0,JMC_data
67,Cu13Ge3S16V,ThermCond,lattice,[0.33],[663.0],0.33,663.0,JMC_data
68,Sb3Zn4,ThermCond,total,[1.05],[300.0],1.05,300.0,JMC_data
69,Bi23Cu8S40,ThermCond,lattice,[0.57],[300.0],0.5700000000000001,300.0,JMC_data
70,Bi588Cu211Se1000Zn,ThermCond,lattice,"[0.56, 0.37]",[300.0],0.465,300.0,JMC_data
71,AlGaO50Zn48,ThermCond,total,[5.0],[1247.0],5.0,1247.0,JMC_data
72,Cd89Mg11O100,ThermCond,total,[2.06],[1000.0],2.06,1000.0,JMC_data
73,Cd89Mg11O100,ThermCond,total,[2.06],[1000.0],2.06,1000.0,JMC_data
74,CaMnO3,ThermCond,total,"[3.5, 2.5]","[300.0, 1000.0]",3.0,650.0,JMC_data
75,Ca25Mn24MoO75,ThermCond,total,[3.5],[295],3.5,295.0,JMC_data
76,B6Sr,ThermCond,total,[20.0],[295],20.0,295.0,JMC_data
77,B6Ba,ThermCond,total,[12.0],[295],12.0,295.0,JMC_data
78,B4Yb,ThermCond,total,[1.06],[296.0],1.06,296.0,JMC_data
79,MoS2,ThermCond,lattice,[1.35],[295],1.35,295.0,JMC_data
80,MoS2,ThermCond,lattice,[34.5],[295],34.5,295.0,JMC_data
81,MoS2,ThermCond,total,[34.06],[295],34.06,295.0,JMC_data
82,Ag50CdSb49Se100,ThermCond,total,[0.36],[295],0.36,295.0,JMC_data
83,Ag50CdSb49Se100,ThermCond,lattice,[0.34],[295],0.34,295.0,JMC_data
84,AgSbTe2,ThermCond,lattice,[0.6],[295],0.6000000000000001,295.0,JMC_data
85,Bi2O2Se,ThermCond,total,[0.74],[300.0],0.74,300.0,JMC_data
86,BiTe6Tl9,ThermCond,total,[0.5],[300.0],0.5,300.0,JMC_data
87,PbTe,ThermCond,total,[1.0],[500.0],1.0,500.0,JMC_data
88,Cu2Se,ThermCond,lattice,[0.2],[850.0],0.2,850.0,JMC_data
89,O44Ti25,ThermCond,total,[1.6],[973.0],1.6,973.0,JMC_data
90,NiSnZr,ThermCond,lattice,[12.39],[300.0],12.39,300.0,JMC_data
91,NiSnZr,ThermCond,lattice,[10.9],[300.0],10.9,300.0,JMC_data
92,PbTe,ThermCond,total,[1.7],[295],1.7000000000000002,295.0,JMC_data
93,PbS,ThermCond,total,[2.5],[295],2.5,295.0,JMC_data
94,PbSe,ThermCond,total,[1.7],[295],1.7000000000000002,295.0,JMC_data
95,OZn,ThermCond,total,[5.0],[300.0],5.0,300.0,JMC_data
96,Sb3Zn4,ThermCond,total,[6.5],[670.0],6.5,670.0,JMC_data
97,AgSbSn25Te27,ThermCond,total,[3.4],[300.0],3.4,300.0,JMC_data
98,AgSbSe2Sn10Te10,ThermCond,lattice,[0.6],[300.0],0.6000000000000001,300.0,JMC_data
99,C2O,ThermCond,total,"[1.2, 1.5]",[295],1.35,295.0,JMC_data
100,BC2O,ThermCond,total,[0.3],[300.0],0.30000000000000004,300.0,JMC_data
101,BC2O,ThermCond,lattice,[0.283],[300.0],0.28300000000000003,300.0,JMC_data
102,Ba50Cu287Se23Te327,ThermCond,lattice,[0.51],[305.0],0.51,305.0,JMC_data
103,AgBiPbSe3,ThermCond,lattice,"[0.5, 0.4]","[290.0, 820.0]",0.45,555.0,JMC_data
104,AgBiPbSe3,ThermCond,lattice,"[0.5, 0.4]","[290.0, 823.0]",0.45,556.5,JMC_data
105,AgBiPbSe3,ThermCond,lattice,[0.23],[823.0],0.23,823.0,JMC_data
106,AgBiPbSe3,ThermCond,lattice,[0.6],[290.0],0.6000000000000001,290.0,JMC_data
107,Cu11GeTe28,ThermCond,lattice,[0.1],[300.0],0.1,300.0,JMC_data
108,GeTe4,ThermCond,total,[0.1],[300.0],0.1,300.0,JMC_data
109,Cu11GeTe28,ThermCond,total,[0.1],[295],0.1,295.0,JMC_data
110,CNSTsW,ThermCond,total,[103.0],[295],103.0,295.0,JMC_data
111,DEOPT,ThermCond,total,[0.17],[295],0.17,295.0,JMC_data
112,BiSbSe3,ThermCond,total,"[0.6, 0.4]","[300.0, 800.0]",0.5,550.0,JMC_data
113,BiSbSe3,ThermCond,lattice,[0.38],[295],0.38,295.0,JMC_data
114,SeSn,ThermCond,lattice,[1.7],[295],1.7000000000000002,295.0,JMC_data
115,BiSbSe3,ThermCond,total,[0.1],[800.0],0.1,800.0,JMC_data
116,BiSbSe3,ThermCond,lattice,[0.38],[300.0],0.38,300.0,JMC_data
117,NaPb13SbSn5Te20,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
118,In80Se47,ThermCond,total,[1.1],[295],1.1,295.0,JMC_data
119,In80Se47,ThermCond,total,[0.6],[660.0],0.6000000000000001,660.0,JMC_data
120,InSe,ThermCond,total,[27.6],[37.0],27.6,37.0,JMC_data
121,Co2NaO4,ThermCond,total,"[3.0, 5.0]",[295],4.0,295.0,JMC_data
122,AgSbTe2,ThermCond,total,"[0.3, 0.7]",[295],0.5,295.0,JMC_data
123,O2Si,ThermCond,total,[600.0],[295],600.0,295.0,JMC_data
124,O2Si,ThermCond,total,[160.0],[295],160.0,295.0,JMC_data
125,IOS,ThermCond,total,[150.0],[295],150.0,295.0,JMC_data
126,CNT,ThermCond,total,[0.16],[300.0],0.16,300.0,JMC_data
127,DEOPT,ThermCond,total,"[0.2, 0.34]",[295],0.27,295.0,JMC_data
128,DEOPT,ThermCond,total,[0.17],[295],0.17,295.0,JMC_data
129,AgTeTl,ThermCond,total,[0.25],[295],0.25,295.0,JMC_data
130,AgTeTl,ThermCond,total,[0.25],[295],0.25,295.0,JMC_data
131,SSeTi,ThermCond,total,[1.1],[700.0],1.1,700.0,JMC_data
132,Al20Fe40NbV19,ThermCond,lattice,[12.6],[295],12.6,295.0,JMC_data
133,FeNbSb,ThermCond,total,[14.0],[295],14.0,295.0,JMC_data
134,FeSbTa,ThermCond,lattice,[8.8],[295],8.8,295.0,JMC_data
135,Fe25Sb25Ta21Ti4,ThermCond,lattice,[3.1],[295],3.1,295.0,JMC_data
136,O3RuSr,ThermCond,total,[6.0],[295],6.0,295.0,JMC_data
137,CoSb3,ThermCond,total,[3.0],[295],3.0,295.0,JMC_data
138,CoSb3,ThermCond,total,[9.0],[295],9.0,295.0,JMC_data
139,Na2NiO10Ti4,ThermCond,total,[1.3],[973.0],1.3,973.0,JMC_data
140,Sb3Zn4,ThermCond,total,[1.06],[295],1.06,295.0,JMC_data
141,SbZn,ThermCond,total,[3.7],[295],3.7,295.0,JMC_data
142,Sb3Zn4,ThermCond,total,[0.56],[295],0.56,295.0,JMC_data
143,Ca3Co4O9,ThermCond,total,[2.03],[1073.0],2.03,1073.0,JMC_data
144,Bi2Te3,ThermCond,total,[1.39],[295],1.39,295.0,JMC_data
145,DEOPT,ThermCond,total,[0.3],[295],0.30000000000000004,295.0,JMC_data
146,CaMnO3,ThermCond,total,[3.5],[300.0],3.5,300.0,JMC_data
147,Ca25Mn23NbO75Ta,ThermCond,electronic,[0.19],[973.0],0.19,973.0,JMC_data
148,Ca50Mn48NbO150Ta,ThermCond,total,[1.2],[973.0],1.2,973.0,JMC_data
149,GeTe,ThermCond,total,[7.2],[300.0],7.2,300.0,JMC_data
150,Cr3Ge89Sb8Te100,ThermCond,total,[1.3],[295],1.3,295.0,JMC_data
151,Ba4Cu7Ge3P13,ThermCond,total,[0.72],[812.0],0.72,812.0,JMC_data
152,Ba4Cu7Ge3P13,ThermCond,total,[0.75],[100.0],0.75,100.0,JMC_data
153,MnSb11Yb14,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
154,BiSb3Te6,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
155,SeSn,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
156,AlCa3Sb3,ThermCond,total,[1.3],[300.0],1.3,300.0,JMC_data
157,MnSb11Yb14,ThermCond,lattice,[0.51],[812.0],0.51,812.0,JMC_data
158,GaSb3Sr3,ThermCond,lattice,[0.52],[812.0],0.52,812.0,JMC_data
159,Ba4Ga8Ge15,ThermCond,lattice,[0.65],[812.0],0.65,812.0,JMC_data
160,O2Sn,ThermCond,total,[30.0],[295],30.0,295.0,JMC_data
161,Mg,ThermCond,total,[4.8],[298.0],4.8,298.0,JMC_data
162,OZn,ThermCond,total,[5.0],[343.0],5.0,343.0,JMC_data
163,CuFeO2,ThermCond,total,[8.6],[301.0],8.6,301.0,JMC_data
164,Nb,ThermCond,total,[2.27],[300.0],2.27,300.0,JMC_data
165,O2Ti,ThermCond,total,[7.0],[300.0],7.0,300.0,JMC_data
166,PbTe,ThermCond,total,[3.8],[295],3.8,295.0,JMC_data
167,PbTe,ThermCond,total,[3.78],[295],3.78,295.0,JMC_data
168,PbTe,ThermCond,total,[1.41],[295],1.41,295.0,JMC_data
169,PbTe,ThermCond,lattice,[0.52],[523.0],0.52,523.0,JMC_data
170,Bi2S3,ThermCond,total,"[0.64, 0.5]","[323.0, 573.0]",0.5700000000000001,448.0,JMC_data
171,Se2Zr,ThermCond,lattice,[3.55],[295],3.55,295.0,JMC_data
172,AgPb8SbSe10,ThermCond,lattice,[0.6],[295],0.6000000000000001,295.0,JMC_data
173,AgSbSe2,ThermCond,lattice,[0.3],[295],0.30000000000000004,295.0,JMC_data
174,B66Sm,ThermCond,total,[2.6],[1000.0],2.6,1000.0,JMC_data
175,PbTe,ThermCond,lattice,[2.2],[295],2.2,295.0,JMC_data
176,SSeTi,ThermCond,lattice,[1.1],[295],1.1,295.0,JMC_data
177,CuGaSe2,ThermCond,total,[3.3],[300.0],3.3,300.0,JMC_data
178,BaCeO3,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
179,BaMoO3,ThermCond,total,[30.0],[295],30.0,295.0,JMC_data
180,Tin,ThermCond,lattice,[1.0],[295],1.0,295.0,JMC_data
181,PbTe,ThermCond,lattice,"[1.0, 1.5]",[295],1.25,295.0,JMC_data
182,BiCuOSe,ThermCond,total,[0.55],[295],0.55,295.0,JMC_data
183,SeSn,ThermCond,total,[0.76],[300.0],0.76,300.0,JMC_data
184,Cu3SbSe4,ThermCond,total,[0.91],[425.0],0.91,425.0,JMC_data
185,Cu6Ge89Sb8Te100,ThermCond,lattice,[1.25],[295],1.25,295.0,JMC_data
186,Bi,ThermCond,lattice,"[0.38, 0.58]",[800.0],0.48,800.0,JMC_data
187,Cu2Se,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
188,BST,ThermCond,total,[1.76],[295],1.76,295.0,JMC_data
189,CNTs,ThermCond,total,[3000.0],[295],3000.0,295.0,JMC_data
190,DEOPT,ThermCond,total,[0.14],[300.0],0.14,300.0,JMC_data
191,Bi100O99Se51,ThermCond,total,[0.79],[773.0],0.79,773.0,JMC_data
192,Bi100O97Se53,ThermCond,lattice,[0.57],[773.0],0.5700000000000001,773.0,JMC_data
193,Fe8Mo52Sb125Te15,ThermCond,total,[4.55],[325.0],4.55,325.0,JMC_data
194,Fe2Mo13Sb35,ThermCond,lattice,[1.45],[325.0],1.45,325.0,JMC_data
195,LaNb,ThermCond,total,[4.58],[295],4.58,295.0,JMC_data
196,LaNb2,ThermCond,total,[3.73],[295],3.73,295.0,JMC_data
197,Au3Cu2Pr,ThermCond,total,[0.2],[2.0],0.2,2.0,JMC_data
198,APV,ThermCond,total,[0.2],[550.0],0.2,550.0,JMC_data
199,APV,ThermCond,total,[0.2],[550.0],0.2,550.0,JMC_data
200,PbSe,ThermCond,total,[1.6],[300.0],1.6,300.0,JMC_data
201,Au533Ba781Ge4067,ThermCond,lattice,[1.1],[300.0],1.1,300.0,JMC_data
202,MoS2,ThermCond,total,[37.0],[295],37.0,295.0,JMC_data
203,OZn,ThermCond,total,[1.9],[1000.0],1.9,1000.0,JMC_data
204,PbTe,ThermCond,total,[1.0],[500.0],1.0,500.0,JMC_data
205,MnTe,ThermCond,lattice,"[1.3, 1.8]",[323.0],1.55,323.0,JMC_data
206,AgBiOTe,ThermCond,lattice,[0.63],[800.0],0.63,800.0,JMC_data
207,PbTe,ThermCond,total,"[2.0, 3.2]",[295],2.6,295.0,JMC_data
208,Cu12S13Sb4,ThermCond,total,[1.5],[673.0],1.5,673.0,JMC_data
209,AgPb18SbTe20,ThermCond,total,"[0.92, 1.03]",[323.0],0.975,323.0,JMC_data
210,AgPb18SbTe20,ThermCond,total,[0.92],[923.0],0.92,923.0,JMC_data
211,AgPb18SbTe20,ThermCond,lattice,[0.83],[923.0],0.8300000000000001,923.0,JMC_data
212,AgSbTe2,ThermCond,lattice,[0.83],[295],0.8300000000000001,295.0,JMC_data
213,SSn,ThermCond,lattice,[1.7],[300.0],1.7000000000000002,300.0,JMC_data
214,Bi2O2S,ThermCond,lattice,[2.9],[300.0],2.9,300.0,JMC_data
215,Bi2O2S,ThermCond,lattice,[2.9],[300.0],2.9,300.0,JMC_data
216,AgSe2Sn,ThermCond,lattice,[2.42],[350.0],2.42,350.0,JMC_data
217,S2Ti,ThermCond,lattice,[2.58],[350.0],2.58,350.0,JMC_data
218,S2Ti,ThermCond,lattice,[1.88],[700.0],1.88,700.0,JMC_data
219,BiSeTe,ThermCond,total,[0.65],[295],0.65,295.0,JMC_data
220,NaS2Sb,ThermCond,lattice,"[0.753, 1.173]",[300.0],0.963,300.0,JMC_data
221,PbTe,ThermCond,total,[2.2],[300.0],2.2,300.0,JMC_data
222,Bi2Te3,ThermCond,lattice,[0.66],[300.0],0.66,300.0,JMC_data
223,Sb2Te3,ThermCond,total,[0.94],[295],0.94,295.0,JMC_data
224,Sb2Te3,ThermCond,total,[0.94],[295],0.94,295.0,JMC_data
225,CrSi2,ThermCond,total,[5.0],[900.0],5.0,900.0,JMC_data
226,Cu9Sn4Yb,ThermCond,lattice,[2.7],[180.0],2.7,180.0,JMC_data
227,Bi2Te3,ThermCond,total,[0.22],[295],0.22,295.0,JMC_data
228,BiCuOSe,ThermCond,total,[1.03],[300.0],1.03,300.0,JMC_data
229,Bi82Cu100Mg9O100Pb9Se100,ThermCond,total,[1.3],[300.0],1.3,300.0,JMC_data
230,Bi82Cu100Mg9O100Pb9Se100,ThermCond,lattice,[0.07],[750.0],0.07,750.0,JMC_data
231,Bi8CaCu10O10PbSe10,ThermCond,lattice,[0.2],[750.0],0.2,750.0,JMC_data
232,Cl,ThermCond,lattice,[1.18],[320.0],1.18,320.0,JMC_data
233,Co255Dy41Fe145Sb1228,ThermCond,lattice,[1.05],[295],1.05,295.0,JMC_data
234,Mg4SiSn,ThermCond,total,[1.92],[300.0],1.92,300.0,JMC_data
235,Mg2Si,ThermCond,total,[8.75],[300.0],8.75,300.0,JMC_data
236,MoO3Sr,ThermCond,total,[30.0],[295],30.0,295.0,JMC_data
237,BSb,ThermCond,lattice,[51.3],[295],51.3,295.0,JMC_data
238,Co16Rh4Sb60Tl,ThermCond,lattice,[1.54],[550.0],1.54,550.0,JMC_data
239,CoSb3,ThermCond,lattice,[2.97],[320.0],2.97,320.0,JMC_data
240,Co16Rh4Sb60Tl,ThermCond,lattice,[2.09],[320.0],2.09,320.0,JMC_data
241,Cu3Ni2,ThermCond,total,[3.0],[300.0],3.0,300.0,JMC_data
242,HfNi4Pb4Zr3,ThermCond,total,[0.48],[300.0],0.48,300.0,JMC_data
243,Hf30Ni50Sb49SnZr20,ThermCond,total,[3.3],[1000.0],3.3,1000.0,JMC_data
244,BiCuOSe,ThermCond,total,[0.4],[923.0],0.4,923.0,JMC_data
245,NiPbZr,ThermCond,lattice,[13.2],[295],13.2,295.0,JMC_data
246,HfNi4Pb4Zr3,ThermCond,lattice,[0.48],[500.0],0.48,500.0,JMC_data
247,PbTe,ThermCond,lattice,[1.5],[500.0],1.5,500.0,JMC_data
248,OZn,ThermCond,total,[40.7],[323.0],40.7,323.0,JMC_data
249,OZn,ThermCond,total,[6.0],[295],6.0,295.0,JMC_data
250,SnTe,ThermCond,total,[2.2],[786.0],2.2,786.0,JMC_data
251,MoS2,ThermCond,total,"[23.2, 34.5]",[295],28.85,295.0,JMC_data
252,Zn,ThermCond,total,[7.9],[295],7.9,295.0,JMC_data
253,In2O3,ThermCond,total,[0.58],[295],0.58,295.0,JMC_data
254,In2O3,ThermCond,total,[0.86],[295],0.86,295.0,JMC_data
255,In2O3,ThermCond,total,[12.6],[295],12.6,295.0,JMC_data
256,In2O3,ThermCond,total,[0.9],[295],0.9,295.0,JMC_data
257,In2O3,ThermCond,total,[2.28],[295],2.28,295.0,JMC_data
258,Bi2O2Se,ThermCond,total,"[0.7, 0.8]",[800.0],0.75,800.0,JMC_data
259,Bi2Te3,ThermCond,lattice,[1.4],[300.0],1.4,300.0,JMC_data
260,Mg2000Sb13Si487Sn500,ThermCond,lattice,[1.35],[730.0],1.35,730.0,JMC_data
261,BaMgSi,ThermCond,lattice,[1.27],[295],1.27,295.0,JMC_data
262,BaMgSi,ThermCond,lattice,[0.37],[1000.0],0.37,1000.0,JMC_data
263,H,ThermCond,total,[0.18],[300.0],0.18,300.0,JMC_data
264,Bi2Te3,ThermCond,total,[0.63],[295],0.63,295.0,JMC_data
265,CdTe,ThermCond,total,[2.2],[295],2.2,295.0,JMC_data
266,CNSTW,ThermCond,electronic,[0.2],[1073.0],0.2,1073.0,JMC_data
267,MnSb11Yb14,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
268,BiSb3Te6,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
269,SeSn,ThermCond,total,[0.7],[300.0],0.7000000000000001,300.0,JMC_data
270,AlCa3Sb3,ThermCond,total,[1.3],[300.0],1.3,300.0,JMC_data
271,Mg3Sb2,ThermCond,total,[4.2],[300.0],4.2,300.0,JMC_data
272,InTe,ThermCond,lattice,[0.76],[295],0.76,295.0,JMC_data
273,GeTe,ThermCond,lattice,[3.0],[295],3.0,295.0,JMC_data
274,InTe,ThermCond,lattice,[0.87],[295],0.87,295.0,JMC_data
275,InTe,ThermCond,total,[0.9],"[323.0, 623.0]",0.9,473.0,JMC_data
276,CdIn49Te50,ThermCond,total,[0.46],[623.0],0.46,623.0,JMC_data
277,CdIn49Te50,ThermCond,lattice,[0.73],[295],0.73,295.0,JMC_data
278,CNT,ThermCond,total,[0.035],[295],0.035,295.0,JMC_data
279,CNT,ThermCond,total,[0.34],[295],0.34,295.0,JMC_data
280,Sb2Te3,ThermCond,total,[0.148],"[300.0, 523.0]",0.14800000000000002,411.5,JMC_data
281,PbTe,ThermCond,lattice,"[0.4, 0.65]","[300.0, 700.0]",0.525,500.0,JMC_data
282,PbTe,ThermCond,total,[1.0],[700.0],1.0,700.0,JMC_data
283,Bi2Te3,ThermCond,total,[0.52],[300.0],0.52,300.0,JMC_data
284,Bi99Mg100Yb50,ThermCond,total,[3.01],[295],3.01,295.0,JMC_data
285,Bi79Mg100Sb20Yb50,ThermCond,total,[1.53],[295],1.53,295.0,JMC_data
286,Ti,ThermCond,total,"[3.6, 4.9]",[295],4.25,295.0,JMC_data
287,Hf50Ni100SbSn90Zr50,ThermCond,total,[6.6],[295],6.6,295.0,JMC_data
288,Co4HfSb4Ti2Zr,ThermCond,total,[2.29],[900.0],2.29,900.0,JMC_data
289,Cu2Se,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
290,Sb2Te3,ThermCond,total,"[1.6, 5.6]",[300.0],3.6,300.0,JMC_data
291,Cu44S51Sb16SeZn4,ThermCond,total,[0.67],[673.0],0.67,673.0,JMC_data
292,Cu12S13Sb4,ThermCond,total,"[1.2, 1.4]","[373.0, 673.0]",1.3,523.0,JMC_data
293,Cu44S51Sb16SeZn4,ThermCond,total,[0.67],[673.0],0.67,673.0,JMC_data
294,O2Si,ThermCond,total,[2.0],[295],2.0,295.0,JMC_data
295,Ni21Ru19Sb120,ThermCond,total,[3.2],[300.0],3.2,300.0,JMC_data
296,Bi2Te3,ThermCond,lattice,[0.2],[373.0],0.2,373.0,JMC_data
297,Sb2Te3,ThermCond,total,"[1.6, 5.6]",[300.0],3.6,300.0,JMC_data
298,Sb2Te3,ThermCond,total,[0.76],[420.0],0.76,420.0,JMC_data
299,Bi2Te3,ThermCond,total,[0.62],[464.0],0.62,464.0,JMC_data
300,Bi100CuTe150,ThermCond,total,"[0.8, 1.2]",[300.0],1.0,300.0,JMC_data
301,BiSb3Te6,ThermCond,total,[0.8],[300.0],0.8,300.0,JMC_data
302,SeSn,ThermCond,lattice,[0.18],[750.0],0.18,750.0,JMC_data
303,SeSn,ThermCond,total,[0.6],[773.0],0.6000000000000001,773.0,JMC_data
304,SeSn,ThermCond,total,[0.24],[823.0],0.24,823.0,JMC_data
305,Pb3Se100Sn92,ThermCond,lattice,[0.18],[773.0],0.18,773.0,JMC_data
306,SeSn,ThermCond,total,[0.32],[773.0],0.32,773.0,JMC_data
307,SeSn,ThermCond,lattice,[0.29],[773.0],0.29,773.0,JMC_data
308,ClNaSe200Sn199,ThermCond,lattice,[0.000414],[810.0],0.000414,810.0,JMC_data
309,Cu2Se,ThermCond,total,[0.38],[900.0],0.38,900.0,JMC_data
310,Cu2Se,ThermCond,total,[0.45],[973.0],0.45,973.0,JMC_data
311,Cu2Se,ThermCond,lattice,[0.2],[850.0],0.2,850.0,JMC_data
312,LaPtSb,ThermCond,lattice,[1.72],[295],1.72,295.0,JMC_data
313,Hf50Ni80Pd20SbSn99Zr50,ThermCond,total,[0.00221],[300.0],0.00221,300.0,JMC_data
314,Co10Hf5Sb8Sn2Ti5,ThermCond,total,[3.2],[973.0],3.2,973.0,JMC_data
315,Co23Ni2Sb25Zr25,ThermCond,lattice,[0.0018000000000000002],[850.0],0.0018000000000000004,850.0,JMC_data
316,Co10Hf50Rh90Sb99SnZr50,ThermCond,lattice,[2.7],[775.0],2.7,775.0,JMC_data
317,Bi100Co91Pd9Zr100,ThermCond,lattice,[5.0],[800.0],5.0,800.0,JMC_data
318,Ba3Fe10Mo10O60Sr17,ThermCond,total,[1.0],[295],1.0,295.0,JMC_data
