,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
18300,Co5Nb5Sb4Sn,Seebeck,,Seebeck coefficient,[0.00019099999999999998],[973.0],0.000191,973.0
18301,IPb250Te249,Seebeck,,Seebeck coefficient,[5.9e-05],[295],5.9e-05,295.0
18303,CuS,Seebeck,,Seebeck coefficient,[1.83e-06],[300.0],1.83e-06,300.0
18304,FeSb2,Seebeck,,S,[-0.045],[10.0],-0.045,10.0
18305,Bi2Te3,Seebeck,,Seebeck coefficient,[0.000345],[300.0],0.00034500000000000004,300.0
18306,Cu197Se100,Seebeck,,Seebeck coefficient,[8e-07],[800.0],8e-07,800.0
18307,Sb2Te3,Seebeck,,maximum Seebeck coefficient,[0.00018999999999999998],[295],0.00018999999999999998,295.0
18308,Bi2S3,Seebeck,,Seebeck coefficient,[0.000455],[673.0],0.000455,673.0
18309,Bi2S3,Seebeck,,Seebeck coefficient,[0.00015],[773.0],0.00015,773.0
18310,Al7MnPd2,Seebeck,,thermopower,[8.499999999999999e-05],[295],8.499999999999999e-05,295.0
18311,COS,Seebeck,,Seebeck coefficient,[0.000138],[300.0],0.000138,300.0
18312,AlFe2V,Seebeck,,Seebeck coefficient,[-0.00013],[300.0],-0.00013000000000000002,300.0
18313,SbTh,Seebeck,,S,[7.5e-05],[500.0],7.5e-05,500.0
18314,Al10Ce21Nd9,Seebeck,,S,[1.33e-05],[14.0],1.3300000000000001e-05,14.0
18315,PbTe,Seebeck,,Seebeck coefficient,[-0.004088],[295],-0.0040880000000000005,295.0
18316,GaNbRu2,Seebeck,,Seebeck coefficient,[1.9999999999999998e-05],[295],2e-05,295.0
18317,AlRu2V,Seebeck,,S,[-1.33e-05],[295],-1.3300000000000001e-05,295.0
18318,Al3GaRu8V4,Seebeck,,S,[-1.0599999999999998e-05],[295],-1.06e-05,295.0
18319,AlGa3Ru8V4,Seebeck,,S,[-1.82e-05],[295],-1.82e-05,295.0
18320,AlGa3Ru8V4,Seebeck,,S,[1.82e-05],[295],1.82e-05,295.0
18321,GaNbRu2,Seebeck,,S,[1.9999999999999998e-05],[295],2e-05,295.0
18322,Al20Fe39V21,Seebeck,,S,[0.00013],[295],0.00013000000000000002,295.0
18323,Co2NaO4,Seebeck,,thermopower,[9.999999999999999e-05],[300.0],0.0001,300.0
18324,Co100O279Sr90Th10,Seebeck,,S,[-2e-06],[295],-2e-06,295.0
18325,CePd3,Seebeck,,Seebeck coefficient,[0.00011499999999999999],[125.0],0.000115,125.0
18326,NaO3Ta,Seebeck,,Seebeck coefficient,[-0.0005],[800.0],-0.0005,800.0
18327,Co17Fe3Sb60,Seebeck,,maximal Seebeck coefficient,[0.00014877],[550.0],0.00014877,550.0
18328,As12LaOs4,Seebeck,,thermoelectric power,[4e-06],[103.0],4e-06,103.0
18329,BiSbTe,Seebeck,,Seebeck coefficient,[0.000192],[295],0.000192,295.0
18330,N2SrTi,Seebeck,,p - type Seebeck coefficient,[0.00019999999999999998],[500.0],0.0002,500.0
18331,Bi11MgSr14,Seebeck,,thermopower,[0.00013],[1073.0],0.00013000000000000002,1073.0
18333,Ca14MgSb11,Seebeck,,S,[0.000125],[295],0.000125,295.0
18335,Bi10Se3Te12,Seebeck,,highest Seebeck coefficient,[-0.00019099999999999998],[448.0],-0.000191,448.0
18336,MgO,Seebeck,,Seebeck coefficient,[3e-07],[295],3e-07,295.0
18337,Ni333Zr667,Seebeck,,thermopower,[1.95e-06],[295],1.95e-06,295.0
18338,Ni333Zr667,Seebeck,,thermoelectric power,[1.94e-06],[295],1.94e-06,295.0
18339,Cu199GaTe100,Seebeck,,maximum Seebeck coefficient,[0.000365],[745.0],0.000365,745.0
18340,Cu2Te,Seebeck,,maximum Seebeck coefficient,[4.9999999999999996e-05],[745.0],5e-05,745.0
18341,Cu2Te,Seebeck,,Seebeck coefficient,[4.4999999999999996e-05],[600.0],4.5e-05,600.0
18342,Cu197Ga3Te100,Seebeck,,S,[7e-05],[600.0],7.000000000000001e-05,600.0
18343,Cu5FeS4,Seebeck,,Seebeck coefficient,[-0.0006],[295],-0.0006000000000000001,295.0
18344,Cu63Fe12S50,Seebeck,,Seebeck coefficient,[4.9999999999999996e-05],[295],5e-05,295.0
18345,O3SrTi,Seebeck,,Seebeck coefficient,"[4.9999999999999996e-05, 0.00015]",[373.0],0.0001,373.0
18348,Co2NaO4,Seebeck,,S,[9.999999999999999e-05],[300.0],0.0001,300.0
18350,Cu40Se23,Seebeck,,α,[0.000245],[623.0],0.000245,623.0
18351,Cu40Se23,Seebeck,,α,[0.000204],[773.0],0.000204,773.0
18352,Cu10Mg2Mn9O20,Seebeck,,S,[0.00048499999999999997],[295],0.000485,295.0
18353,SnTe,Seebeck,,Seebeck coefficient,[0.00022999999999999998],[920.0],0.00022999999999999998,920.0
18354,SnTe,Seebeck,,Seebeck coefficient,[0.00019999999999999998],[923.0],0.0002,923.0
18355,SnTe,Seebeck,,Seebeck coefficient,[0.00022999999999999998],[920.0],0.00022999999999999998,920.0
18356,Bi2S3,Seebeck,,Seebeck coefficient,[-4.2e-05],[295],-4.2e-05,295.0
18358,AINP,Seebeck,,Seebeck coefficient,[-4.28e-05],[295],-4.28e-05,295.0
18359,BiCuOSe,Seebeck,,Seebeck coefficient,[0.000425],[923.0],0.000425,923.0
18360,BiCuOSe,Seebeck,,Seebeck coefficient,[0.000357],[300.0],0.000357,300.0
18361,Bi20CoCu19O20Se20,Seebeck,,Seebeck coefficient,[0.00046499999999999997],[305.0],0.000465,305.0
18362,Ca33Co100O200,Seebeck,,Seebeck coefficient,[8.099999999999999e-05],[300.0],8.099999999999999e-05,300.0
18363,Co100O200Sr29,Seebeck,,Seebeck coefficient,[7.8e-05],[300.0],7.8e-05,300.0
18364,TeZr,Seebeck,,n - type thermopower,[-2.4e-10],[120.0],-2e-10,120.0
18365,Hf4SeoTe19,Seebeck,,Thermopower,[2e-10],[95.0],2e-10,95.0
18366,BDST,Seebeck,,thermopower,[1.4e-06],[293.0],1.4e-06,293.0
18368,Sn24Te25Zn2,Seebeck,,S,[0.000127],[295],0.000127,295.0
18369,Cu3SbSe3,Seebeck,,Seebeck coefficient,[0.00018999999999999998],[550.0],0.00018999999999999998,550.0
18370,BiSn49Te50,Seebeck,,Seebeck coefficient,[1.9999999999999998e-05],[295],2e-05,295.0
18371,SbSiTe3,Seebeck,,Seebeck coefficient,[0.00011999999999999999],[300.0],0.00012000000000000003,300.0
18372,SbSiTe3,Seebeck,,S,[0.0002381],[295],0.0002381,295.0
18373,O3SrTi,Seebeck,,maximum Seebeck coefficient,[-0.000328],[1073.0],-0.000328,1073.0
18374,O3SrTi,Seebeck,,Seebeck coefficient,[-0.000328],[1073.0],-0.000328,1073.0
18375,Cu5FeS4,Seebeck,,S,[0.000156],[330.0],0.000156,330.0
18377,NaPb24Te25,Seebeck,,S,[7e-05],[300.0],7.000000000000001e-05,300.0
18378,Co50InSb150,Seebeck,,α,[0.000259],[300.0],0.000259,300.0
18379,BaCu2Te2,Seebeck,,S,[8.829999999999999e-05],[295],8.829999999999999e-05,295.0
18380,CNSTW,Seebeck,,Seebeck coefficient,[4.35e-05],[298.0],4.35e-05,298.0
18381,CNSTW,Seebeck,,Seebeck coefficient,[1.73e-05],[298.0],1.73e-05,298.0
18382,N,Seebeck,,Seebeck coefficient,[0.2978],[5.0],0.2978,5.0
18384,S2Sn,Seebeck,,Seebeck coefficient,[0.0347],[300.0],0.0347,300.0
18385,Co20La19O60Sr,Seebeck,,S,[0.0007],[300.0],0.0007,300.0
18386,OZn,Seebeck,,α,[-0.000164],[1000.0],-0.000164,1000.0
18387,FeS2,Seebeck,,Seebeck coefficient,[0.0003],[295],0.00030000000000000003,295.0
18388,FeSc2Si,Seebeck,,Seebeck coefficient,[-0.00059202],[295],-0.00059202,295.0
18389,FeGeSc2,Seebeck,,Seebeck coefficient,[-0.00060938],[295],-0.00060938,295.0
18390,FeSc2Si,Seebeck,,Seebeck coefficient,[-0.00059202],[295],-0.00059202,295.0
18391,Co2NaO4,Seebeck,,Seebeck coefficient,[9.999999999999999e-05],[300.0],0.0001,300.0
18392,Ca3Co4O9,Seebeck,,Seebeck coefficient,[9.099999999999999e-05],[295],9.1e-05,295.0
18393,B4C,Seebeck,,Seebeck coefficient,[0.00075],[1073.0],0.00075,1073.0
18394,B4C,Seebeck,,Seebeck coefficient,[0.0007],[1173.0],0.0007,1173.0
18395,Ca3Co4O9,Seebeck,,Seebeck coefficient,[0.00011929999999999999],[120.0],0.0001193,120.0
18396,Ca3Co4O9,Seebeck,,Seebeck coefficient,[0.00011929999999999999],[300.0],0.0001193,300.0
18397,AlFe2V,Seebeck,,Seebeck coefficient,[40.0],[295],40.0,295.0
18399,SeSn,Seebeck,,Seebeck coefficient,[0.000479],[298.0],0.000479,298.0
18400,Bi2Te3,Seebeck,,Seebeck coefficient,[-4.671e-05],[295],-4.671e-05,295.0
18401,Co2NaxO4,Seebeck,,thermoelectric power,[0.0001],[300.0],0.0001,300.0
18402,Ca3Co2O6,Seebeck,,thermopower,[0.0005],[295],0.0005,295.0
18403,InSb,Seebeck,,thermopower,[9.999999999999999e-05],[295],0.0001,295.0
18404,As10F3Fe10Nd10O7,Seebeck,,Seebeck coefficient,[-0.00014199999999999998],[80.0],-0.00014199999999999998,80.0
18405,Mg2Si,Seebeck,,Seebeck coefficient,[0.00057],[295],0.0005700000000000001,295.0
18406,PbTe,Seebeck,,highest thermopower,[0.000486],[600.0],0.00048600000000000005,600.0
18407,Co400In9Nd3Sb1216,Seebeck,,S,[0.00022999999999999998],[660.0],0.00022999999999999998,660.0
18409,Co50Na37O100,Seebeck,,S,[6.4e-05],[295],6.4e-05,295.0
18410,CeFe4Sb12,Seebeck,,highest Seebeck coefficient,[0.00014],[800.0],0.00014,800.0
18411,Cl3Fe,Seebeck,,Seebeck coefficient,[7.4e-05],[295],7.4e-05,295.0
18412,AlMn2V,Seebeck,,highest Seebeck coefficient,[2.6399999999999998e-05],[717.0],2.64e-05,717.0
18413,Cu,Seebeck,,α,[0.000263],[298.0],0.000263,298.0
18415,AgSbTe2,Seebeck,,Seebeck coefficient,[0.00073],[680.0],0.0007300000000000001,680.0
18419,GeSe,Seebeck,,Seebeck coefficient,[0.000177],[295],0.000177,295.0
18420,Te4Tl4Zr,Seebeck,,Seebeck coefficient,[0.00033],[320.0],0.00033000000000000005,320.0
18421,PbTe,Seebeck,,S,"[0.0001, 0.0002]",[300.0],0.00015,300.0
18422,Cu2Se,Seebeck,,S,[0.0003],[973.0],0.00030000000000000003,973.0
18423,Cu2O,Seebeck,,S,"[0.0009000000000000001, 0.0002]",[295],0.00055,295.0
18424,FeSi2,Seebeck,,Seebeck coefficient,[-0.000225],[880.0],-0.000225,880.0
18425,PtS,Seebeck,,S,[-1.566e-05],[900.0],-1.566e-05,900.0
18426,Fe2SiTi,Seebeck,,thermoelectric power,"[0.0003, 0.00015999999999999999]",[295],0.00022999999999999998,295.0
18427,CrGeTi2,Seebeck,,Seebeck coefficient,[0.00015222],[105.17],0.00015222,105.17
18428,OZn,Seebeck,,Seebeck coefficient,"[3.7999999999999995e-05, 5.3e-05]",[473.0],4.55e-05,473.0
18430,Fe60Ni20Sb240Yb19,Seebeck,,S,[0.000157],[295],0.000157,295.0
18431,Co5Fe3Sb24Yb,Seebeck,,S,[6.599999999999999e-05],[295],6.599999999999999e-05,295.0
18432,Ca17Ce5Co253Fe147Sb1200,Seebeck,,S,[7.5e-05],[295],7.5e-05,295.0
18433,Ca98Mn99NbO300Yb2,Seebeck,,thermopower,[-0.000117],[1000.0],-0.000117,1000.0
18434,O2Sn,Seebeck,,Seebeck coefficient,[0.00046199999999999995],[450.0],0.000462,450.0
18435,MoS2,Seebeck,,thermopower,"[1e-07, 2e-07]",[295],1.5e-07,295.0
18436,Ag,Seebeck,,thermopower,[-3.5e-05],[295],-3.5e-05,295.0
18438,O2Te,Seebeck,,thermopower,[0.000285],[295],0.000285,295.0
18439,BIn2Sb38Te60,Seebeck,,S,[0.000138],[323.0],0.000138,323.0
18440,Co2NaO4,Seebeck,,thermopower,[9.999999999999999e-05],[300.0],0.0001,300.0
18441,CoSb3,Seebeck,,Seebeck coefficient,[-8.8e-05],"[323.0, 473.0]",-8.8e-05,398.0
18443,SSi,Seebeck,,thermoelectric power,[0.00164],[300.0],0.0016400000000000002,300.0
18444,CeFe4Sb12,Seebeck,,Seebeck coefficient,[7.599999999999999e-05],[295],7.599999999999999e-05,295.0
18445,BaBi7Cu8O8Se8,Seebeck,,Seebeck coefficient,[8.499999999999999e-05],[300.0],8.499999999999999e-05,300.0
18446,BST,Seebeck,,maximum S,[0.00029499999999999996],[300.0],0.000295,300.0
18447,BST,Seebeck,,maximum S,[0.000194],[300.0],0.000194,300.0
18448,SnTe,Seebeck,,Seebeck coefficient,[3.9999999999999996e-05],[295],4e-05,295.0
18449,Mn3Sn100Te100,Seebeck,,Seebeck coefficient,[3.5e-05],[295],3.5e-05,295.0
18450,Mn7Sn100Te100,Seebeck,,Seebeck coefficient,[4.9999999999999996e-05],[295],5e-05,295.0
18451,SnTe,Seebeck,,Seebeck coefficient,[0.00013],[820.0],0.00013000000000000002,820.0
18452,Mn7Sn100Te100,Seebeck,,Seebeck coefficient,[0.000225],[820.0],0.000225,820.0
18453,Mn7Sn100Te100,Seebeck,,Seebeck coefficient,[0.00027],[920.0],0.00027,920.0
18454,CoSb3,Seebeck,,Seebeck coefficient,[0.000215],[295],0.000215,295.0
18455,CoP3,Seebeck,,Seebeck coefficient,[8.781999999999999e-07],[50.0],8.781999999999999e-07,50.0
18456,CoP3,Seebeck,,Seebeck coefficient,[4.4e-05],[300.0],4.4e-05,300.0
18457,As3Ir,Seebeck,,Seebeck coefficient,[4.46e-05],[50.0],4.46e-05,50.0
18458,As3Rh,Seebeck,,Seebeck coefficient,[2.6473e-06],[800.0],2.6473e-06,800.0
18459,PbTe,Seebeck,,Seebeck coefficient,[0.00034899999999999997],[400.0],0.000349,400.0
18460,PbTe,Seebeck,,S,[0.0003131],[295],0.0003131,295.0
18461,Ge87P3Sb10Te100,Seebeck,,Seebeck coefficient,[0.000225],[773.0],0.000225,773.0
18462,CS2,Seebeck,,Seebeck coefficient,[-2.35e-05],[295],-2.35e-05,295.0
18463,Bi2Te3,Seebeck,,maximum S,[0.0003],[295],0.00030000000000000003,295.0
18464,BaCu2Se2,Seebeck,,S,[1.9999999999999998e-05],[20.0],2e-05,20.0
18465,Ba9Cu20NaSe20,Seebeck,,Seebeck coefficient,[7.3e-05],[295],7.3e-05,295.0
18466,Ag3NaSe200Sn196,Seebeck,,Seebeck coefficient,[0.000335],[673.0],0.000335,673.0
18467,FeSb2,Seebeck,,S,[-8.4e-05],[20.0],-8.4e-05,20.0
18468,Bi2Te3,Seebeck,,S,[-0.00013],[500.0],-0.00013000000000000002,500.0
18469,BiSb3Te6,Seebeck,,S,[0.000256],[500.0],0.000256,500.0
18470,BiSb3Te6,Seebeck,,S,[4.9999999999999996e-05],[500.0],5e-05,500.0
18472,NiO,Seebeck,,S,[0.000101],[300.0],0.000101,300.0
18474,Bismuth,Seebeck,,Seebeck coefficient,[1e-06],[295],1e-06,295.0
18475,Al8CeFe2,Seebeck,,thermoelectric power,[1.9999999999999998e-05],[150.0],2e-05,150.0
18476,Sb2Te3,Seebeck,,Seebeck coefficient,[0.000118],[295],0.000118,295.0
18477,BiLaMn2O6,Seebeck,,Seebeck coefficient,[0.000133],[295],0.000133,295.0
18478,OZn,Seebeck,,Seebeck coefficient,[-5.6e-05],[300.0],-5.6000000000000006e-05,300.0
18479,OZn,Seebeck,,Seebeck coefficient,[-6.5e-05],[300.0],-6.500000000000001e-05,300.0
18480,OZn,Seebeck,,Seebeck coefficient,[-5.9999999999999995e-05],[300.0],-6.0000000000000015e-05,300.0
18481,OZn,Seebeck,,Seebeck coefficient,[-0.00011399999999999999],[295],-0.000114,295.0
18482,OZn,Seebeck,,Seebeck coefficient,[-5.6e-05],[300.0],-5.6000000000000006e-05,300.0
18483,OZn,Seebeck,,Seebeck coefficient,[-5.6e-05],[300.0],-5.6000000000000006e-05,300.0
18484,Sb2Te3,Seebeck,,thermoelectric power,[9.099999999999999e-05],[300.0],9.1e-05,300.0
18485,BiSb3Te6,Seebeck,,thermoelectric power,[0.000168],[300.0],0.000168,300.0
18486,BiSb3Te6,Seebeck,,maximum S,[0.000193],[375.0],0.000193,375.0
18487,Ca3OSi,Seebeck,,Seebeck coefficient,[8.11305e-05],[200.0],8.11305e-05,200.0
18488,Ca3OSi,Seebeck,,maximum Seebeck coefficient,[0.0001290845],[800.0],0.0001290845,800.0
18489,S2Sn,Seebeck,,Seebeck coefficient,[0.000603],[673.0],0.000603,673.0
18490,CoO2,Seebeck,,Seebeck coefficient,[5.4999999999999995e-05],[295],5.5e-05,295.0
18491,CoO2,Seebeck,,Seebeck coefficient,[0.00025],[1000.0],0.00025,1000.0
18492,SSn,Seebeck,,Seebeck coefficient,[0.000285],[323.0],0.000285,323.0
18494,Sb10Zn13,Seebeck,,S,[0.000183],[600.0],0.000183,600.0
18495,Bi2Te3,Seebeck,,S,[-0.00020899999999999998],[300.0],-0.000209,300.0
18496,Sb2Te3,Seebeck,,S,[9.999999999999999e-05],[300.0],0.0001,300.0
18497,Bi2Te3,Seebeck,,Seebeck coefficient,[-7.999999999999999e-05],[300.0],-8e-05,300.0
18498,BiSe,Seebeck,,Seebeck coefficient,[-5.9999999999999995e-05],[300.0],-6.0000000000000015e-05,300.0
18499,SnTe,Seebeck,,S,[7.999999999999999e-05],[295],8e-05,295.0
18500,Bi2PbTe4,Seebeck,,S,[-0.000102],[295],-0.000102,295.0
18501,Ba2Sb2Se5,Seebeck,,thermopower,[-0.00062],[300.0],-0.00062,300.0
18502,SSn,Seebeck,,Seebeck coefficient,[0.000554],[295],0.000554,295.0
18503,SSn,Seebeck,,highest Seebeck coefficient,[-0.000185],[295],-0.000185,295.0
18504,Bi2Te3,Seebeck,,highest Seebeck coefficient,[-0.000135],[295],-0.000135,295.0
18506,GeSe,Seebeck,,Seebeck coefficient,[-0.00025],[923.0],-0.00025,923.0
18507,Pb995Sb4Se1000,Seebeck,,Seebeck coefficient,[-0.00019999999999999998],[923.0],-0.0002,923.0
18509,Bi25Sb85Te156,Seebeck,,Seebeck coefficient,[0.000195],[295],0.000195,295.0
18510,Bi5Sb17Te30,Seebeck,,Seebeck coefficient,[0.00010999999999999999],[295],0.00011,295.0
18512,Bi2Se3,Seebeck,,highest Seebeck coefficient,[0.00012299999999999998],[350.0],0.00012299999999999998,350.0
18513,Ge2PSi2,Seebeck,,S,[-0.00039124],[1023.0],-0.00039124,1023.0
18514,GeP2Si,Seebeck,,S,[-0.00034388999999999996],[1023.0],-0.00034389,1023.0
18516,Co4FeSb5Zr5,Seebeck,,maximum Seebeck coefficient,[0.000139],[900.0],0.000139,900.0
18517,Bi2Te3,Seebeck,,Seebeck coefficient,[-0.0001456],[300.0],-0.0001456,300.0
18518,AgCuSe,Seebeck,,Seebeck coefficient,[-9.6e-05],[300.0],-9.6e-05,300.0
18519,AlCoCrFe,Seebeck,,Seebeck coefficient,[-4.6e-05],[295],-4.6e-05,295.0
18520,O7Ti4,Seebeck,,Seebeck coefficient,[-3.3799999999999995e-05],[295],-3.3799999999999995e-05,295.0
18521,O17Ti9,Seebeck,,Seebeck coefficient,[-0.00016199999999999998],[295],-0.00016199999999999998,295.0
18522,O17Ti9,Seebeck,,Seebeck coefficient,[0.00015],[295],0.00015,295.0
18523,Cu200SbSe300Sn99,Seebeck,,highest Seebeck coefficient,[0.00029499999999999996],[610.0],0.000295,610.0
18524,SbZn,Seebeck,,Seebeck coefficient,"[0.00019999999999999998, 0.00039999999999999996]",[295],0.00030000000000000003,295.0
18525,Sb3Zn4,Seebeck,,α,[9.999999999999999e-05],[295],0.0001,295.0
18526,Bi2Te3,Seebeck,,Seebeck coefficient,[-0.000175],[290.0],-0.000175,290.0
18527,Bi2Te3,Seebeck,,Seebeck coefficient,[-0.000175],[290.0],-0.000175,290.0
18528,Bi4Te5,Seebeck,,Seebeck coefficient,[-2.9999999999999997e-05],[290.0],-3.0000000000000008e-05,290.0
18529,Bi2Te3,Seebeck,,Seebeck coefficient,[-0.00021999999999999998],[310.0],-0.00022,310.0
18530,Cu9S5,Seebeck,,α,[9.6e-05],"[323.0, 773.0]",9.6e-05,548.0
18531,CSi,Seebeck,,α,[0.000111],[773.0],0.00011100000000000001,773.0
18532,CSi,Seebeck,,α,[0.000117],[773.0],0.000117,773.0
