,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
12503,Cu99LiSe50,ZT,,peak ZT,[2.14],[973.0],2.14,973.0
12504,Cu99LiSe50,ZT,,maximum ZT,[2.14],[973.0],2.14,973.0
12505,Cu99LiSe50,ZT,,highest ZT,[2.14],[973.0],2.14,973.0
12506,Co99PtSi100,ZT,,ZT,[0.13],[295],0.13,295.0
12507,PbSe,ZT,,zT,[1.0],[850.0],1.0,850.0
12509,O3SrTi,ZT,,ZT,[0.37],[1000.0],0.37,1000.0
12510,In19Sb60Sr50Zn,ZT,,zT,[0.4],[750.0],0.4,750.0
12511,MnSb11Yb14,ZT,,zT,[1.4],[1200.0],1.4,1200.0
12512,GaSb3Sr3,ZT,,zT,[0.9],[1000.0],0.9,1000.0
12513,Mg3Sb2,ZT,,zT,[0.84],[773.0],0.84,773.0
12514,Ca5In2Sb6,ZT,,zT,[1.26],[700.0],1.26,700.0
12515,In2Sb6Sr5,ZT,,peak zT,[0.4],[700.0],0.4,700.0
12516,PbSe,ZT,,peak zT,[1.45],[813.0],1.45,813.0
12518,CeFe16Pr3Sb48,ZT,,ZT,[0.84],[823.0],0.84,823.0
12519,MnTe,ZT,,maximum ZT,[1.6],[773.0],1.6,773.0
12520,PbTe,ZT,,peak ZT,[1.6],[773.0],1.6,773.0
12521,PbTe,ZT,,maximum ZT,[1.0],[773.0],1.0,773.0
12522,MnTe,ZT,,maximum ZT,[1.6],[773.0],1.6,773.0
12523,MnTe,ZT,,maximum ZT,[1.0],[773.0],1.0,773.0
12524,PbTe,ZT,,maximum ZT,[1.0],[773.0],1.0,773.0
12525,MnTe,ZT,,maximum ZT,[1.6],[773.0],1.6,773.0
12527,Cu20S9Se,ZT,,peak ZT,[0.74],[723.0],0.74,723.0
12528,Cu2S,ZT,,peak ZT,[0.32],[723.0],0.32,723.0
12529,Cu197S100,ZT,,ZT,[1.9],[973.0],1.9,973.0
12530,Cu2S,ZT,,highest ZT,[0.32],[723.0],0.32,723.0
12532,Cu2S,ZT,,ZT,[0.32],[723.0],0.32,723.0
12533,BiPb99Te100,ZT,,peak ZT,[1.35],[675.0],1.35,675.0
12534,BiPb99Te100,ZT,,peak ZT,[1.35],[675.0],1.35,675.0
12535,PbTe,ZT,,ZT,[0.8],"[400.0, 800.0]",0.8,600.0
12536,BiPb99Te100,ZT,,peak ZT,[1.35],[675.0],1.35,675.0
12537,BiPb99Te100,ZT,,ZT,[1.35],[675.0],1.35,675.0
12538,Bi200Se21Te279,ZT,,maximum figure of merit,[1.2],[357.0],1.2,357.0
12540,Cu36Ga50Sb5Te95,ZT,,highest ZT,[1.2],[854.0],1.2,854.0
12541,Cu18Ga25Te50,ZT,,highest figure of merit,[0.78],[854.0],0.78,854.0
12542,BiSb3Te6,ZT,,optimal ZT,[0.011],[298.0],0.011000000000000001,298.0
12543,Bi2Te3,ZT,,ZT,[1.0],[295],1.0,295.0
12544,Mg520Sb9Si91Sn150,ZT,,peak ZT,[1.5],[716.0],1.5,716.0
12545,PbTe,ZT,,average figure of merit,[0.75],[400.0],0.75,400.0
12546,NbO300Sr100Ti99,ZT,,ZT,[0.07],[40.0],0.07,40.0
12547,GeSi,ZT,,ZT,[0.25],[300.0],0.25,300.0
12548,S2Ti,ZT,,ZT,[0.21],[300.0],0.21,300.0
12549,Bi20Se3Te27,ZT,,ZT,[1.13],[423.0],1.13,423.0
12550,BaSi2,ZT,,figure of merit,[0.01],[954.0],0.01,954.0
12551,GeTe,ZT,,ZT,[0.8],[773.0],0.8,773.0
12553,PbTe,ZT,,ZT,[2.1],[700.0],2.1,700.0
12554,GeTe,ZT,,ZT,[2.3],[600.0],2.3,600.0
12556,GeTe,ZT,,ZT,[1.37],[773.0],1.37,773.0
12559,Mg3Sb2,ZT,,maximum ZT,[0.42],[773.0],0.42,773.0
12560,Co12Fe3S10Sn10,ZT,,ZT,[0.2],[295],0.2,295.0
12561,Co13Fe2S10Sn10,ZT,,ZT,[0.2],[523.0],0.2,523.0
12562,Bi2Te3,ZT,,ZT,[1.0],[295],1.0,295.0
12563,Co60In17S40Sn23,ZT,,ZT,[0.2],[295],0.2,295.0
12564,Co5FeS4Sn4,ZT,,ZT,[0.11],[350.0],0.11,350.0
12565,Co13Fe2S10Sn10,ZT,,ZT,[0.2],[523.0],0.2,523.0
12567,CP900S,ZT,,ZT,[0.12],[873.0],0.12,873.0
12568,AgGaTe,ZT,,Figure of merit,[2.0],[900.0],2.0,900.0
12569,SeSn,ZT,,figure of merit,[2.6],[923.0],2.6,923.0
12570,SeSn,ZT,,figure of merit,[2.8],[773.0],2.8,773.0
12571,Ba2FeMoO6,ZT,,figure of merit,[0.998],[200.0],0.998,200.0
12573,Ba2FeMoO6,ZT,,figure of merit,[0.998],[200.0],0.998,200.0
12574,SeSn,ZT,,ZT,[2.6],[923.0],2.6,923.0
12575,PdSe2,ZT,,figure of merit,[1.1],[295],1.1,295.0
12576,SeSn,ZT,,ZT,[2.6],[923.0],2.6,923.0
12577,MoS2,ZT,,ZT,[0.1],[1200.0],0.1,1200.0
12578,Se2Zr,ZT,,ZT,[1.2],[300.0],1.2,300.0
12579,PdSe2,ZT,,p - type figure of merit,[1.1],[300.0],1.1,300.0
12580,PdSe2,ZT,,ZT,[1.1],[300.0],1.1,300.0
12582,Bi7Ge93Te100,ZT,,figure of merit,[1.8],"[623.0, 773.0]",1.8,698.0
12583,GeTe,ZT,,peak ZT,[1.1],[773.0],1.1,773.0
12584,Bi3Ge93Te100,ZT,,peak ZT,[2.0],[773.0],2.0,773.0
12585,Bi7Ge93Te100,ZT,,figure of merit,[2.0],[773.0],2.0,773.0
12586,Ag9Te5Tl,ZT,,ZT,[0.23],[300.0],0.23,300.0
12587,Cu9S5,ZT,,maximum ZT,[0.5],[673.0],0.5,673.0
12588,Cu2Se,ZT,,ZT,[1.6],[973.0],1.6,973.0
12589,Cu2Se,ZT,,highest ZT,[2.3],[295],2.3,295.0
12590,Cu2Te,ZT,,ZT,[0.03],[634.0],0.03,634.0
12591,Cu2Te,ZT,,ZT,[0.55],[1000.0],0.55,1000.0
12592,Cu2Se,ZT,,figure of merit,[2.4],[1000.0],2.4,1000.0
12593,Co20InSb60,ZT,,ZT,[1.0],[650.0],1.0,650.0
12594,Al3Yb,ZT,,ZT,[0.4],[295],0.4,295.0
12595,OZn,ZT,,ZT,[0.1],[295],0.1,295.0
12596,BiSb3Te6,ZT,,ZT,[1.0],[295],1.0,295.0
12597,PbSeSnTe,ZT,,ZT,[0.4],[600.0],0.4,600.0
12599,Ge30Mn55Pb15Sn111Te200,ZT,,ZT,[1.42],[900.0],1.42,900.0
12600,CNTs,ZT,,figure of merit,[2.6],[295],2.6,295.0
12601,CNT,ZT,,ZT,[0.006],[295],0.006,295.0
12602,Ti,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12603,MnO,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12604,OSi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12605,OTi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12606,MnO,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12607,BaCeO,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12608,CeO,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12609,MnO,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12610,Gd,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12612,BiOV,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12613,BiSr,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12614,Yb,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12615,BaCe,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12616,CoSn,ZT,,Figure of merit,[1.5],[295],1.5,295.0
12618,AsMn,ZT,,Figure of merit,[1.0],[295],1.0,295.0
12619,NbO,ZT,,Figure of merit,[0.5],[295],0.5,295.0
12620,OSn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12621,O,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12624,OSn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12625,CoSm,ZT,,Figure of merit,[0.25],[295],0.25,295.0
12626,AlloyCrFe,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12628,O,ZT,,Figure of merit,[0.7],[773.0],0.7000000000000001,773.0
12630,NbO,ZT,,Figure of merit,[0.5],[295],0.5,295.0
12631,OSi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12632,CdS,ZT,,Figure of merit,[2.0],[773.0],2.0,773.0
12633,Zn,ZT,,Figure of merit,[0.8],[295],0.8,295.0
12634,Mn,ZT,,Figure of merit,[1.0],[295],1.0,295.0
12635,Fe,ZT,,Figure of merit,[0.8],[295],0.8,295.0
12638,MnO,ZT,,Figure of merit,[0.67],[295],0.67,295.0
12639,MnO,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12640,CrNi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12641,CSi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12642,Zn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12643,MnO,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12644,NbO,ZT,,Figure of merit,[0.5],[295],0.5,295.0
12645,NTi,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12646,OSn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12647,CoSm,ZT,,Figure of merit,[0.25],[295],0.25,295.0
12648,AlCu,ZT,,Figure of merit,[0.93],[295],0.93,295.0
12650,OSi,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12651,OZn,ZT,,Figure of merit,[0.8],[295],0.8,295.0
12652,NbO,ZT,,Figure of merit,[0.5],[295],0.5,295.0
12653,NbO,ZT,,Figure of merit,[0.5],[295],0.5,295.0
12654,BiSr,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12656,AlCu,ZT,,Figure of merit,[0.67],[295],0.67,295.0
12657,OTi,ZT,,Figure of merit,[2.0],[773.0],2.0,773.0
12658,Zn,ZT,,Figure of merit,[0.3],[295],0.30000000000000004,295.0
12659,BiOV,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12660,CoSm,ZT,,Figure of merit,[0.25],[295],0.25,295.0
12661,OSn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12662,BiOV,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12663,Al,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12664,OSi,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12665,O,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12666,V,ZT,,Figure of merit,[0.9],[295],0.9,295.0
12667,BaCe,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12668,O,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12670,CoSn,ZT,,Figure of merit,[1.5],[295],1.5,295.0
12671,AlCu,ZT,,Figure of merit,[1.0],[295],1.0,295.0
12672,Zn,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12673,AlCu,ZT,,Figure of merit,[0.3],[295],0.30000000000000004,295.0
12674,O,ZT,,Figure of merit,[0.7],[295],0.7000000000000001,295.0
12675,BiOV,ZT,,Figure of merit,[2.0],[295],2.0,295.0
12676,Bi2Te3,ZT,,figure of merit,"[0.8, 1.0]",[295],0.9,295.0
12677,HfNi2Sn2Zr,ZT,,ZT,[0.5],[700.0],0.5,700.0
12679,Hf7Ni20Sn20Ti6Zr7,ZT,,ZT,[0.3],[693.0],0.30000000000000004,693.0
12680,HfTi2Zr,ZT,,ZT,[0.17],[295],0.17,295.0
12681,HfTi2Zr,ZT,,maximum ZT,[1.5],[693.0],1.5,693.0
12682,HfTi2Zr,ZT,,figure of merit,[1.5],[693.0],1.5,693.0
12684,SeSn,ZT,,ZT,[1.26],[880.0],1.26,880.0
12685,SeSn,ZT,,ZT,[2.6],[923.0],2.6,923.0
12686,SeSn,ZT,,ZT,[0.6],[750.0],0.6000000000000001,750.0
12687,I3S10Se87Sn100,ZT,,maximum ZT,[1.0],[773.0],1.0,773.0
12688,SeSn,ZT,,ZT,[0.78],[910.0],0.78,910.0
12689,SeSn,ZT,,ZT,[1.15],[700.0],1.15,700.0
12690,PbTe,ZT,,ZT,[1.26],[880.0],1.26,880.0
12692,Co19NiSb20Ti20,ZT,,figure of merit,[0.27],[900.0],0.27,900.0
12693,Co19NiSb20Ti20,ZT,,figure of merit,[0.27],[900.0],0.27,900.0
12695,CoSi,ZT,,figure of merit,[0.06],[295],0.06,295.0
12696,CoSi,ZT,,figure of merit,[0.06],[295],0.06,295.0
12697,FeSi,ZT,,maximum ZT,[0.01],[56.0],0.01,56.0
12698,Co7Fe3Si10,ZT,,ZT,[0.004],[295],0.004,295.0
12699,CoSi,ZT,,ZT,[0.06],[295],0.06,295.0
12700,CoSi,ZT,,ZT,[0.005],[295],0.005,295.0
12701,Fe23Mn2Si50,ZT,,ZT,[0.06],[773.0],0.06,773.0
12702,Co3Fe97Si200,ZT,,ZT,[0.15],[773.0],0.15,773.0
12705,BiCuOSe,ZT,,figure of merit,[0.81],[923.0],0.81,923.0
12706,Cd9Cu21Se40Sn10,ZT,,ZT,[0.91],[700.0],0.91,700.0
12707,Cd17Cu43Se78Sn20,ZT,,peak ZT,[0.65],[723.0],0.65,723.0
12708,Ag18Mn2Sb20Te41,ZT,,ZT,[1.2],[573.0],1.2,573.0
12710,GeSi4,ZT,,ZT,[1.0],[1073.0],1.0,1073.0
12711,GeSi4,ZT,,ZT,[1.3],[1073.0],1.3,1073.0
12712,B410Si13Y10,ZT,,ZT,[0.033],[990.0],0.033,990.0
12713,GeSi,ZT,,ZT,[0.8],[900.0],0.8,900.0
