,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
0,Ca48DyMn50O150Yb,ThermCond,total,thermal conductivity,[1.47],[973.0],1.47,973.0
1,Ca49DyMn50O150,ThermCond,total,thermal conductivity,[2.2],[973.0],2.2,973.0
2,Bi2Te3,ThermCond,lattice,κlat,[1.2],[295],1.2,295.0
3,Bi2Te3,ThermCond,lattice,κlat,[0.7],[300.0],0.7000000000000001,300.0
4,Sb2Te3,ThermCond,lattice,κlat,[1.15],[295],1.15,295.0
5,BiSb3Te6,ThermCond,lattice,κlat,[0.3],[320.0],0.30000000000000004,320.0
6,Bi2Te3,ThermCond,lattice,κlat,[1.8],[300.0],1.8,300.0
7,BiSbSe3,ThermCond,lattice,κlat,[0.64],[295],0.64,295.0
8,BiSe,ThermCond,lattice,lattice thermal conductivity,[0.6],[300.0],0.6000000000000001,300.0
9,Bi2Se3,ThermCond,lattice,lattice thermal conductivity,[1.8],[300.0],1.8,300.0
10,AgS15Se85Sn99,ThermCond,lattice,κlat,[0.11],[823.0],0.11,823.0
11,SeSn,ThermCond,lattice,κlat,[0.18],[873.0],0.18,873.0
12,SeSn,ThermCond,lattice,κlat,[0.3],"[300.0, 720.0]",0.30000000000000004,510.0
13,H,ThermCond,lattice,κlat,[0.11],[773.0],0.11,773.0
14,Se2Sn,ThermCond,lattice,κlat,[0.67],[295],0.67,295.0
15,GeSe,ThermCond,lattice,minimum κlat,[0.39],[800.0],0.39,800.0
19,SeSn,ThermCond,lattice,κlat,[0.9],[300.0],0.9,300.0
20,MoS2,ThermCond,total,thermal conductivity,[40.0],[295],40.0,295.0
21,S2Ti,ThermCond,lattice,κlat,[4.0],[295],4.0,295.0
22,AgCrSe2,ThermCond,lattice,κlat,"[0.4, 0.6]","[200.0, 500.0]",0.5,350.0
23,BiCuOSe,ThermCond,lattice,κlat,[0.6],[295],0.6000000000000001,295.0
25,CoSb3,ThermCond,lattice,lattice thermal conductivity,"[8.0, 10.0]",[295],9.0,295.0
26,Co100Sb299,ThermCond,lattice,lattice thermal conductivity,[8.9],[295],8.9,295.0
27,CoSb3,ThermCond,lattice,lattice thermal conductivity,[10.0],[295],10.0,295.0
28,Co400Sb1146Te43,ThermCond,lattice,lattice thermal conductivity,[3.9],[295],3.9,295.0
29,Co8Sb23Te,ThermCond,lattice,lattice thermal conductivity,[3.4],[295],3.4,295.0
30,Co400S26Sb1111Te73,ThermCond,lattice,κL,[1.5],[295],1.5,295.0
32,CoSbTi,ThermCond,total,thermal conductivity,[24.0],[295],24.0,295.0
33,Co3O4,ThermCond,total,thermal conductivity,[1.6],[1073.0],1.6,1073.0
34,Co3O4,ThermCond,total,thermal conductivity,[2.1],"[500.0, 1100.0]",2.1,800.0
35,CO7,ThermCond,total,thermal conductivity,[1.6],[1073.0],1.6,1073.0
38,Cu2Se,ThermCond,lattice,κl,[0.38],[300.0],0.38,300.0
39,BST,ThermCond,total,κ,[0.87],[398.0],0.87,398.0
40,BST,ThermCond,lattice,κL,[0.46],[348.0],0.46,348.0
41,BiSb3Te6,ThermCond,total,thermal conductivity,[1.1],[295],1.1,295.0
42,Co2NaO4,ThermCond,total,thermal conductivity,[1.8],[295],1.8,295.0
43,BiSb3Te6,ThermCond,lattice,lattice thermal conductivity,[0.33],[320.0],0.33,320.0
44,Ba4Ga8Ge15,ThermCond,total,thermal conductivity,[3.65],[27.0],3.65,27.0
45,Ba4Ga8Ge15,ThermCond,lattice,κL,[2.25],[295],2.25,295.0
46,NiSnZr,ThermCond,lattice,κlat,[11.1],[300.0],11.1,300.0
47,InSb9Yb11,ThermCond,lattice,κlat,[0.6],[300.0],0.6000000000000001,300.0
49,Cu59Sb20Se80,ThermCond,total,thermal conductivity,[2.98],[300.0],2.98,300.0
50,InSb,ThermCond,lattice,lattice thermal conductivity,[17.0],[295],17.0,295.0
52,Cu2Se,ThermCond,lattice,lattice thermal conductivity,[0.8],[295],0.8,295.0
53,InSb,ThermCond,lattice,κL,[17.0],[295],17.0,295.0
54,Ga3In17Sb20,ThermCond,lattice,κL,[6.0],[295],6.0,295.0
55,InSb,ThermCond,lattice,κL,[14.5],[295],14.5,295.0
56,Ga2In3Sb5,ThermCond,lattice,κL,[5.0],[295],5.0,295.0
57,GaSb,ThermCond,lattice,κL,[24.3],[770.0],24.3,770.0
58,Ga2In3Sb5,ThermCond,lattice,κL,[5.0],[295],5.0,295.0
60,Cu2Se,ThermCond,lattice,κL,[0.8],[295],0.8,295.0
61,InSb,ThermCond,lattice,lattice thermal conductivity,[14.5],[295],14.5,295.0
62,Ga2In3Sb5,ThermCond,lattice,lattice thermal conductivity,[5.0],[295],5.0,295.0
63,SnTe,ThermCond,total,thermal conductivities,[0.31],[300.0],0.31,300.0
64,Bi2SeTe2,ThermCond,lattice,lattice thermal conductivity,[1.3],[295],1.3,295.0
65,Bi2STe2,ThermCond,total,κ,[3.96],[295],3.96,295.0
66,Bi2SeTe2,ThermCond,total,κ,[3.92],[295],3.92,295.0
67,Bi2Te3,ThermCond,total,κ,[2.5],[300.0],2.5,300.0
68,CS,ThermCond,total,thermal conductivity,[1.28],[295],1.28,295.0
69,CS2,ThermCond,total,thermal conductivity,[0.97],[295],0.97,295.0
70,CoSb3,ThermCond,total,κtotal,[9.0],[300.0],9.0,300.0
71,CS,ThermCond,total,κtotal,[0.7],[673.0],0.7000000000000001,673.0
72,CoSb3,ThermCond,total,thermal conductivity,[10.0],[300.0],10.0,300.0
73,CoSb3,ThermCond,total,κ,[5.0],[650.0],5.0,650.0
74,Cu3SbSe3,ThermCond,total,thermal conductivity,"[0.7, 1.0]",[300.0],0.85,300.0
75,Bi2Te3,ThermCond,total,thermal conductivity,[0.27],[350.0],0.27,350.0
76,Ce7Co50Fe30Sb240,ThermCond,lattice,lattice thermal conductivity,[1.8],[295],1.8,295.0
77,Cu13Ge3S16V,ThermCond,lattice,κlat,[0.33],[663.0],0.33,663.0
80,Sb3Zn4,ThermCond,total,κ,[1.05],[300.0],1.05,300.0
81,Bi23Cu8S40,ThermCond,lattice,κlat,[0.57],[300.0],0.5700000000000001,300.0
82,Bi588Cu211Se1000Zn,ThermCond,lattice,κlat,"[0.56, 0.37]",[300.0],0.465,300.0
83,AlGaO50Zn48,ThermCond,total,thermal conductivity,[5.0],[1247.0],5.0,1247.0
84,Cd89Mg11O100,ThermCond,total,κ,[2.06],[1000.0],2.06,1000.0
85,Cd89Mg11O100,ThermCond,total,thermal conductivity,[2.06],[1000.0],2.06,1000.0
86,CaMnO3,ThermCond,total,thermal conductivity,"[3.5, 2.5]","[300.0, 1000.0]",3.0,650.0
87,Ca25Mn24MoO75,ThermCond,total,thermal conductivity,[3.5],[295],3.5,295.0
88,B6Sr,ThermCond,total,thermal conductivity,[20.0],[295],20.0,295.0
89,B6Ba,ThermCond,total,thermal conductivity,[12.0],[295],12.0,295.0
90,B4Yb,ThermCond,total,thermal conductivity,[1.06],[296.0],1.06,296.0
91,MoS2,ThermCond,lattice,phonon thermal conductivity,[1.35],[295],1.35,295.0
92,MoS2,ThermCond,lattice,lattice thermal conductivity,[34.5],[295],34.5,295.0
93,MoS2,ThermCond,total,κ,[34.06],[295],34.06,295.0
95,Ag50CdSb49Se100,ThermCond,total,κtotal,[0.36],[295],0.36,295.0
96,Ag50CdSb49Se100,ThermCond,lattice,κlat,[0.34],[295],0.34,295.0
97,AgSbTe2,ThermCond,lattice,lattice thermal conductivity,[0.6],[295],0.6000000000000001,295.0
98,Bi2O2Se,ThermCond,total,thermal conductivity,[0.74],[300.0],0.74,300.0
99,BiTe6Tl9,ThermCond,total,thermal conductivities,[0.5],[300.0],0.5,300.0
101,PbTe,ThermCond,total,thermal conductivity,[1.0],[500.0],1.0,500.0
103,Cu2Se,ThermCond,lattice,κl,[0.2],[850.0],0.2,850.0
104,O44Ti25,ThermCond,total,thermal conductivity,[1.6],[973.0],1.6,973.0
105,NiSnZr,ThermCond,lattice,κPL,[12.39],[300.0],12.39,300.0
106,NiSnZr,ThermCond,lattice,κPL,[10.9],[300.0],10.9,300.0
107,PbTe,ThermCond,total,thermal conductivity,[1.7],[295],1.7000000000000002,295.0
108,PbS,ThermCond,total,thermal conductivity,[2.5],[295],2.5,295.0
109,PbSe,ThermCond,total,thermal conductivity,[1.7],[295],1.7000000000000002,295.0
111,OZn,ThermCond,total,thermal conductivity,[5.0],[300.0],5.0,300.0
112,Sb3Zn4,ThermCond,total,thermal conductivity,[6.5],[670.0],6.5,670.0
113,AgSbSn25Te27,ThermCond,total,κtot,[3.4],[300.0],3.4,300.0
114,AgSbSe2Sn10Te10,ThermCond,lattice,κlatt,[0.6],[300.0],0.6000000000000001,300.0
117,C2O,ThermCond,total,thermal conductivity,"[1.2, 1.5]",[295],1.35,295.0
118,BC2O,ThermCond,total,thermal conductivity,[0.3],[300.0],0.30000000000000004,300.0
119,BC2O,ThermCond,lattice,κl,[0.283],[300.0],0.28300000000000003,300.0
120,Ba50Cu287Se23Te327,ThermCond,lattice,lattice thermal conductivity,[0.51],[305.0],0.51,305.0
122,AgBiPbSe3,ThermCond,lattice,κlat,"[0.5, 0.4]","[290.0, 820.0]",0.45,555.0
123,AgBiPbSe3,ThermCond,lattice,κlat,"[0.5, 0.4]","[290.0, 823.0]",0.45,556.5
124,AgBiPbSe3,ThermCond,lattice,κlat,[0.23],[823.0],0.23,823.0
125,AgBiPbSe3,ThermCond,lattice,lattice thermal conductivity,[0.6],[290.0],0.6000000000000001,290.0
126,Cu11GeTe28,ThermCond,lattice,lattice thermal conductivity,[0.1],[300.0],0.1,300.0
127,GeTe4,ThermCond,total,thermal conductivity,[0.1],[300.0],0.1,300.0
128,Cu11GeTe28,ThermCond,total,thermal conductivity,[0.1],[295],0.1,295.0
129,CNSTsW,ThermCond,total,thermal conductivity,[103.0],[295],103.0,295.0
130,DEOPT,ThermCond,total,thermal conductivity,[0.17],[295],0.17,295.0
132,BiSbSe3,ThermCond,total,thermal conductivity,"[0.6, 0.4]","[300.0, 800.0]",0.5,550.0
133,BiSbSe3,ThermCond,lattice,κL,[0.38],[295],0.38,295.0
134,SeSn,ThermCond,lattice,κL,[1.7],[295],1.7000000000000002,295.0
135,BiSbSe3,ThermCond,total,thermal conductivity,[0.1],[800.0],0.1,800.0
136,BiSbSe3,ThermCond,lattice,κL,[0.38],[300.0],0.38,300.0
137,NaPb13SbSn5Te20,ThermCond,lattice,lattice thermal conductivity,[1.0],[295],1.0,295.0
138,In80Se47,ThermCond,total,thermal conductivities,[1.1],[295],1.1,295.0
139,In80Se47,ThermCond,total,thermal conductivities,[0.6],[660.0],0.6000000000000001,660.0
140,InSe,ThermCond,total,thermal conductivity,[27.6],[37.0],27.6,37.0
141,Co2NaO4,ThermCond,total,thermal conductivity,"[3.0, 5.0]",[295],4.0,295.0
142,AgSbTe2,ThermCond,total,thermal conductivities,"[0.3, 0.7]",[295],0.5,295.0
143,O2Si,ThermCond,total,thermal conductivity,[600.0],[295],600.0,295.0
144,O2Si,ThermCond,total,thermal conductivity,[160.0],[295],160.0,295.0
145,IOS,ThermCond,total,thermal conductivity,[150.0],[295],150.0,295.0
146,CNT,ThermCond,total,thermal conductivity,[0.16],[300.0],0.16,300.0
147,DEOPT,ThermCond,total,thermal conductivity,"[0.2, 0.34]",[295],0.27,295.0
148,DEOPT,ThermCond,total,thermal conductivity,[0.17],[295],0.17,295.0
149,AgTeTl,ThermCond,total,thermal conductivity,[0.25],[295],0.25,295.0
150,AgTeTl,ThermCond,total,thermal conductivity,[0.25],[295],0.25,295.0
151,SSeTi,ThermCond,total,thermal conductivities,[1.1],[700.0],1.1,700.0
154,Al20Fe40NbV19,ThermCond,lattice,κlat,[12.6],[295],12.6,295.0
155,FeNbSb,ThermCond,total,thermal conductivity,[14.0],[295],14.0,295.0
156,FeSbTa,ThermCond,lattice,lattice thermal conductivity,[8.8],[295],8.8,295.0
157,Fe25Sb25Ta21Ti4,ThermCond,lattice,lattice thermal conductivity,[3.1],[295],3.1,295.0
158,O3RuSr,ThermCond,total,thermal conductivity,[6.0],[295],6.0,295.0
159,CoSb3,ThermCond,total,thermal conductivity,[3.0],[295],3.0,295.0
160,CoSb3,ThermCond,total,thermal conductivity,[9.0],[295],9.0,295.0
161,Na2NiO10Ti4,ThermCond,total,thermal conductivity,[1.3],[973.0],1.3,973.0
162,Sb3Zn4,ThermCond,total,thermal conductivity,[1.06],[295],1.06,295.0
163,SbZn,ThermCond,total,thermal conductivity,[3.7],[295],3.7,295.0
165,Sb3Zn4,ThermCond,total,thermal conductivity,[0.56],[295],0.56,295.0
167,Ca3Co4O9,ThermCond,total,thermal conductivity,[2.03],[1073.0],2.03,1073.0
169,Bi2Te3,ThermCond,total,thermal conductivity,[1.39],[295],1.39,295.0
170,DEOPT,ThermCond,total,thermal conductivity,[0.3],[295],0.30000000000000004,295.0
171,CaMnO3,ThermCond,total,thermal conductivity,[3.5],[300.0],3.5,300.0
172,Ca25Mn23NbO75Ta,ThermCond,electronic,highest κe,[0.19],[973.0],0.19,973.0
173,Ca50Mn48NbO150Ta,ThermCond,total,thermal conductivity,[1.2],[973.0],1.2,973.0
174,GeTe,ThermCond,total,κ,[7.2],[300.0],7.2,300.0
175,Cr3Ge89Sb8Te100,ThermCond,total,κ,[1.3],[295],1.3,295.0
176,Ba4Cu7Ge3P13,ThermCond,total,thermal conductivity,[0.72],[812.0],0.72,812.0
177,Ba4Cu7Ge3P13,ThermCond,total,thermal conductivity,[0.75],[100.0],0.75,100.0
178,MnSb11Yb14,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
179,BiSb3Te6,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
180,SeSn,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
181,AlCa3Sb3,ThermCond,total,thermal conductivity,[1.3],[300.0],1.3,300.0
182,MnSb11Yb14,ThermCond,lattice,lattice thermal conductivity,[0.51],[812.0],0.51,812.0
183,GaSb3Sr3,ThermCond,lattice,lattice thermal conductivity,[0.52],[812.0],0.52,812.0
184,Ba4Ga8Ge15,ThermCond,lattice,lattice thermal conductivity,[0.65],[812.0],0.65,812.0
185,O2Sn,ThermCond,total,thermal conductivity,[30.0],[295],30.0,295.0
186,Mg,ThermCond,total,thermal conductivity,[4.8],[298.0],4.8,298.0
187,OZn,ThermCond,total,thermal conductivity,[5.0],[343.0],5.0,343.0
188,CuFeO2,ThermCond,total,thermal conductivity,[8.6],[301.0],8.6,301.0
189,Nb,ThermCond,total,thermal conductivity,[2.27],[300.0],2.27,300.0
190,O2Ti,ThermCond,total,thermal conductivity,[7.0],[300.0],7.0,300.0
191,PbTe,ThermCond,total,thermal conductivity,[3.8],[295],3.8,295.0
192,PbTe,ThermCond,total,thermal conductivity,[3.78],[295],3.78,295.0
193,PbTe,ThermCond,total,thermal conductivity,[1.41],[295],1.41,295.0
194,PbTe,ThermCond,lattice,lattice thermal conductivity,[0.52],[523.0],0.52,523.0
195,Bi2S3,ThermCond,total,κ,"[0.64, 0.5]","[323.0, 573.0]",0.5700000000000001,448.0
196,Se2Zr,ThermCond,lattice,lattice thermal conductivity,[3.55],[295],3.55,295.0
197,AgPb8SbSe10,ThermCond,lattice,lattice thermal conductivity,[0.6],[295],0.6000000000000001,295.0
198,AgSbSe2,ThermCond,lattice,lattice thermal conductivity,[0.3],[295],0.30000000000000004,295.0
199,B66Sm,ThermCond,total,thermal conductivity,[2.6],[1000.0],2.6,1000.0
200,PbTe,ThermCond,lattice,lattice thermal conductivity,[2.2],[295],2.2,295.0
201,SSeTi,ThermCond,lattice,lattice thermal conductivity,[1.1],[295],1.1,295.0
202,CuGaSe2,ThermCond,total,thermal conductivity,[3.3],[300.0],3.3,300.0
203,BaCeO3,ThermCond,total,thermal conductivities,[1.0],[295],1.0,295.0
204,BaMoO3,ThermCond,total,thermal conductivities,[30.0],[295],30.0,295.0
205,Tin,ThermCond,lattice,lattice thermal conductivity,[1.0],[295],1.0,295.0
206,PbTe,ThermCond,lattice,κL,"[1.0, 1.5]",[295],1.25,295.0
207,BiCuOSe,ThermCond,total,κ,[0.55],[295],0.55,295.0
208,SeSn,ThermCond,total,thermal conductivity,[0.76],[300.0],0.76,300.0
210,Cu3SbSe4,ThermCond,total,κ,[0.91],[425.0],0.91,425.0
211,Cu6Ge89Sb8Te100,ThermCond,lattice,lattice thermal conductivity,[1.25],[295],1.25,295.0
212,Bi,ThermCond,lattice,lattice thermal conductivities,"[0.38, 0.58]",[800.0],0.48,800.0
213,Cu2Se,ThermCond,total,κ,[1.0],[295],1.0,295.0
214,BST,ThermCond,total,κtot,[1.76],[295],1.76,295.0
215,CNTs,ThermCond,total,thermal conductivity,[3000.0],[295],3000.0,295.0
217,DEOPT,ThermCond,total,thermal conductivity,[0.14],[300.0],0.14,300.0
218,Bi100O99Se51,ThermCond,total,κ,[0.79],[773.0],0.79,773.0
219,Bi100O97Se53,ThermCond,lattice,κl,[0.57],[773.0],0.5700000000000001,773.0
220,Fe8Mo52Sb125Te15,ThermCond,total,thermal conductivity,[4.55],[325.0],4.55,325.0
221,Fe2Mo13Sb35,ThermCond,lattice,κL,[1.45],[325.0],1.45,325.0
222,LaNb,ThermCond,total,highest κtotal,[4.58],[295],4.58,295.0
223,LaNb2,ThermCond,total,κtotal,[3.73],[295],3.73,295.0
224,Au3Cu2Pr,ThermCond,total,κT,[0.2],[2.0],0.2,2.0
225,APV,ThermCond,total,thermal conductivity,[0.2],[550.0],0.2,550.0
226,APV,ThermCond,total,thermal conductivity,[0.2],[550.0],0.2,550.0
227,PbSe,ThermCond,total,thermal conductivity,[1.6],[300.0],1.6,300.0
228,Au533Ba781Ge4067,ThermCond,lattice,lattice thermal conductivity,[1.1],[300.0],1.1,300.0
229,MoS2,ThermCond,total,thermal conductivity,[37.0],[295],37.0,295.0
230,OZn,ThermCond,total,thermal conductivity,[1.9],[1000.0],1.9,1000.0
231,PbTe,ThermCond,total,minimum thermal conductivity,[1.0],[500.0],1.0,500.0
233,MnTe,ThermCond,lattice,lattice thermal conductivity,"[1.3, 1.8]",[323.0],1.55,323.0
234,AgBiOTe,ThermCond,lattice,minimum lattice thermal conductivity,[0.63],[800.0],0.63,800.0
235,PbTe,ThermCond,total,thermal conductivity,"[2.0, 3.2]",[295],2.6,295.0
236,Cu12S13Sb4,ThermCond,total,thermal conductivity,[1.5],[673.0],1.5,673.0
237,AgPb18SbTe20,ThermCond,total,thermal conductivity,"[0.92, 1.03]",[323.0],0.975,323.0
238,AgPb18SbTe20,ThermCond,total,thermal conductivity,[0.92],[923.0],0.92,923.0
239,AgPb18SbTe20,ThermCond,lattice,κlat,[0.83],[923.0],0.8300000000000001,923.0
240,AgSbTe2,ThermCond,lattice,lattice thermal conductivity,[0.83],[295],0.8300000000000001,295.0
241,SSn,ThermCond,lattice,lattice thermal conductivity,[1.7],[300.0],1.7000000000000002,300.0
242,Bi2O2S,ThermCond,lattice,lattice thermal conductivity,[2.9],[300.0],2.9,300.0
243,Bi2O2S,ThermCond,lattice,κL,[2.9],[300.0],2.9,300.0
244,AgSe2Sn,ThermCond,lattice,κl,[2.42],[350.0],2.42,350.0
245,S2Ti,ThermCond,lattice,κl,[2.58],[350.0],2.58,350.0
246,S2Ti,ThermCond,lattice,κl,[1.88],[700.0],1.88,700.0
247,BiSeTe,ThermCond,total,thermal conductivity,[0.65],[295],0.65,295.0
248,NaS2Sb,ThermCond,lattice,lattice thermal conductivities,"[0.753, 1.173]",[300.0],0.963,300.0
249,PbTe,ThermCond,total,thermal conductivity,[2.2],[300.0],2.2,300.0
250,Bi2Te3,ThermCond,lattice,lattice thermal conductivity,[0.66],[300.0],0.66,300.0
251,Sb2Te3,ThermCond,total,thermal conductivity,[0.94],[295],0.94,295.0
252,Sb2Te3,ThermCond,total,thermal conductivity,[0.94],[295],0.94,295.0
253,CrSi2,ThermCond,total,thermal conductivity,[5.0],[900.0],5.0,900.0
254,Cu9Sn4Yb,ThermCond,lattice,lattice thermal conductivity,[2.7],[180.0],2.7,180.0
255,Bi2Te3,ThermCond,total,thermal conductivity,[0.22],[295],0.22,295.0
256,BiCuOSe,ThermCond,total,thermal conductivity,[1.03],[300.0],1.03,300.0
257,Bi82Cu100Mg9O100Pb9Se100,ThermCond,total,thermal conductivity,[1.3],[300.0],1.3,300.0
258,Bi82Cu100Mg9O100Pb9Se100,ThermCond,lattice,minimum lattice thermal conductivity,[0.07],[750.0],0.07,750.0
259,Bi8CaCu10O10PbSe10,ThermCond,lattice,minimum lattice thermal conductivity,[0.2],[750.0],0.2,750.0
260,Cl,ThermCond,lattice,κl,[1.18],[320.0],1.18,320.0
261,Co255Dy41Fe145Sb1228,ThermCond,lattice,lattice thermal conductivity,[1.05],[295],1.05,295.0
262,Mg4SiSn,ThermCond,total,thermal conductivity,[1.92],[300.0],1.92,300.0
263,Mg2Si,ThermCond,total,thermal conductivity,[8.75],[300.0],8.75,300.0
264,MoO3Sr,ThermCond,total,thermal conductivity,[30.0],[295],30.0,295.0
265,BSb,ThermCond,lattice,lattice thermal conductivity,[51.3],[295],51.3,295.0
266,Co16Rh4Sb60Tl,ThermCond,lattice,κlat,[1.54],[550.0],1.54,550.0
267,CoSb3,ThermCond,lattice,κlat,[2.97],[320.0],2.97,320.0
268,Co16Rh4Sb60Tl,ThermCond,lattice,κlat,[2.09],[320.0],2.09,320.0
269,Cu3Ni2,ThermCond,total,thermal conductivity,[3.0],[300.0],3.0,300.0
270,HfNi4Pb4Zr3,ThermCond,total,thermal conductivity,[0.48],[300.0],0.48,300.0
271,Hf30Ni50Sb49SnZr20,ThermCond,total,κ,[3.3],[1000.0],3.3,1000.0
272,BiCuOSe,ThermCond,total,thermal conductivity,[0.4],[923.0],0.4,923.0
273,NiPbZr,ThermCond,lattice,lattice thermal conductivity,[13.2],[295],13.2,295.0
274,HfNi4Pb4Zr3,ThermCond,lattice,lattice thermal conductivity,[0.48],[500.0],0.48,500.0
275,PbTe,ThermCond,lattice,lattice thermal conductivity,[1.5],[500.0],1.5,500.0
277,OZn,ThermCond,total,thermal conductivity,[40.7],[323.0],40.7,323.0
278,OZn,ThermCond,total,thermal conductivities,[6.0],[295],6.0,295.0
279,SnTe,ThermCond,total,thermal conductivity,[2.2],[786.0],2.2,786.0
280,MoS2,ThermCond,total,κPOA,"[23.2, 34.5]",[295],28.85,295.0
283,Zn,ThermCond,total,thermal conductivity,[7.9],[295],7.9,295.0
284,In2O3,ThermCond,total,thermal conductivity,[0.58],[295],0.58,295.0
285,In2O3,ThermCond,total,thermal conductivity,[0.86],[295],0.86,295.0
286,In2O3,ThermCond,total,thermal conductivity,[12.6],[295],12.6,295.0
287,In2O3,ThermCond,total,minimum thermal conductivity,[0.9],[295],0.9,295.0
288,In2O3,ThermCond,total,thermal conductivity,[2.28],[295],2.28,295.0
289,Bi2O2Se,ThermCond,total,thermal conductivity,"[0.7, 0.8]",[800.0],0.75,800.0
290,Bi2Te3,ThermCond,lattice,lattice thermal conductivity,[1.4],[300.0],1.4,300.0
292,Mg2000Sb13Si487Sn500,ThermCond,lattice,lattice thermal conductivity,[1.35],[730.0],1.35,730.0
293,BaMgSi,ThermCond,lattice,lattice thermal conductivity,[1.27],[295],1.27,295.0
294,BaMgSi,ThermCond,lattice,minimum lattice thermal conductivity,[0.37],[1000.0],0.37,1000.0
295,H,ThermCond,total,thermal conductivity,[0.18],[300.0],0.18,300.0
298,Bi2Te3,ThermCond,total,thermal conductivity,[0.63],[295],0.63,295.0
299,CdTe,ThermCond,total,thermal conductivity,[2.2],[295],2.2,295.0
300,CNSTW,ThermCond,electronic,highest κel,[0.2],[1073.0],0.2,1073.0
301,MnSb11Yb14,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
302,BiSb3Te6,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
303,SeSn,ThermCond,total,thermal conductivity,[0.7],[300.0],0.7000000000000001,300.0
304,AlCa3Sb3,ThermCond,total,thermal conductivity,[1.3],[300.0],1.3,300.0
305,Mg3Sb2,ThermCond,total,thermal conductivity,[4.2],[300.0],4.2,300.0
306,InTe,ThermCond,lattice,lattice thermal conductivity,[0.76],[295],0.76,295.0
307,GeTe,ThermCond,lattice,lattice thermal conductivity,[3.0],[295],3.0,295.0
308,InTe,ThermCond,lattice,lattice thermal conductivity,[0.87],[295],0.87,295.0
309,InTe,ThermCond,total,thermal conductivity,[0.9],"[323.0, 623.0]",0.9,473.0
310,CdIn49Te50,ThermCond,total,thermal conductivity,[0.46],[623.0],0.46,623.0
311,CdIn49Te50,ThermCond,lattice,κl,[0.73],[295],0.73,295.0
312,CNT,ThermCond,total,thermal conductivity,[0.035],[295],0.035,295.0
313,CNT,ThermCond,total,thermal conductivity,[0.34],[295],0.34,295.0
314,Sb2Te3,ThermCond,total,thermal conductivity,[0.148],"[300.0, 523.0]",0.14800000000000002,411.5
315,PbTe,ThermCond,lattice,lattice thermal conductivity,"[0.4, 0.65]","[300.0, 700.0]",0.525,500.0
316,PbTe,ThermCond,total,thermal conductivities,[1.0],[700.0],1.0,700.0
317,Bi2Te3,ThermCond,total,thermal conductivity,[0.52],[300.0],0.52,300.0
318,Bi99Mg100Yb50,ThermCond,total,thermal conductivity,[3.01],[295],3.01,295.0
319,Bi79Mg100Sb20Yb50,ThermCond,total,thermal conductivity,[1.53],[295],1.53,295.0
320,Ti,ThermCond,total,thermal conductivity,"[3.6, 4.9]",[295],4.25,295.0
321,Hf50Ni100SbSn90Zr50,ThermCond,total,thermal conductivity,[6.6],[295],6.6,295.0
322,Co4HfSb4Ti2Zr,ThermCond,total,thermal conductivity,[2.29],[900.0],2.29,900.0
324,Cu2Se,ThermCond,total,κ,[1.0],[295],1.0,295.0
325,Sb2Te3,ThermCond,total,thermal conductivity,"[1.6, 5.6]",[300.0],3.6,300.0
326,Cu44S51Sb16SeZn4,ThermCond,total,thermal conductivity,[0.67],[673.0],0.67,673.0
327,Cu12S13Sb4,ThermCond,total,κT,"[1.2, 1.4]","[373.0, 673.0]",1.3,523.0
329,Cu44S51Sb16SeZn4,ThermCond,total,thermal conductivity,[0.67],[673.0],0.67,673.0
330,O2Si,ThermCond,total,thermal conductivity,[2.0],[295],2.0,295.0
331,Ni21Ru19Sb120,ThermCond,total,thermal conductivity,[3.2],[300.0],3.2,300.0
332,Bi2Te3,ThermCond,lattice,lattice thermal conductivity,[0.2],[373.0],0.2,373.0
333,Sb2Te3,ThermCond,total,κ,"[1.6, 5.6]",[300.0],3.6,300.0
334,Sb2Te3,ThermCond,total,thermal conductivity,[0.76],[420.0],0.76,420.0
335,Bi2Te3,ThermCond,total,thermal conductivity,[0.62],[464.0],0.62,464.0
336,Bi100CuTe150,ThermCond,total,thermal conductivities,"[0.8, 1.2]",[300.0],1.0,300.0
337,BiSb3Te6,ThermCond,total,thermal conductivity,[0.8],[300.0],0.8,300.0
338,SeSn,ThermCond,lattice,lattice thermal conductivity,[0.18],[750.0],0.18,750.0
339,SeSn,ThermCond,total,thermal conductivities,[0.6],[773.0],0.6000000000000001,773.0
340,SeSn,ThermCond,total,thermal conductivity,[0.24],[823.0],0.24,823.0
341,Pb3Se100Sn92,ThermCond,lattice,lattice thermal conductivity,[0.18],[773.0],0.18,773.0
342,SeSn,ThermCond,total,thermal conductivity,[0.32],[773.0],0.32,773.0
343,SeSn,ThermCond,lattice,lattice thermal conductivity,[0.29],[773.0],0.29,773.0
344,ClNaSe200Sn199,ThermCond,lattice,lattice thermal conductivity,[0.000414],[810.0],0.000414,810.0
345,Cu2Se,ThermCond,total,thermal conductivity,[0.38],[900.0],0.38,900.0
