,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
15369,HO,Conductivity,,resistivity,[10.0],[295],10.0,295.0
15370,Co20Sb20Sc3Ti17,Conductivity,,resistivity,[31545.74132492114],[380.0],31545.7413249211,380.0
15371,NiO,Conductivity,,resistivity,[0.09871668311944717],[295],0.0987166831,295.0
15372,Fe,Conductivity,,ρ,[13.333333333333334],[400.0],13.333333333299999,400.0
15373,Ti,Conductivity,,resistivity,[1818181.8181818181],[295],1818181.8181818181,295.0
15374,Mg59Sb50Zn16,Conductivity,,resistivity,[462.96296296296293],[290.0],462.96296296300005,290.0
15375,Mg3Sb2,Conductivity,,resistivity,[30.3030303030303],[290.0],30.303030303000003,290.0
15376,Mg59Sb50Zn16,Conductivity,,resistivity,[66666.66666666667],[290.0],66666.6666666667,290.0
15380,AlN,Conductivity,,resistivity,[2.1786492374727668e-06],[298.0],2.1786e-06,298.0
15381,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15382,CoO3Y,Conductivity,,resistivity,[0.0001529051987767584],[190.0],0.0001529052,190.0
15383,Ca2Co2O5,Conductivity,,resistivity,[99999.99999999999],[983.0],100000.0,983.0
15384,As2Os,Conductivity,,resistivity,[161.29032258064515],[295],161.2903225806,295.0
15385,OsP2,Conductivity,,resistivity,[111.1111111111111],[295],111.1111111111,295.0
15386,ENiRSb,Conductivity,,resistivity,"[250000.0, 16666.666666666668]","[300.0, 1000.0]",133333.3333333333,650.0
15387,S3Sb2,Conductivity,,resistivity,[3.341129301703976],[593.0],3.3411293017,593.0
15389,CSi,Conductivity,,resistivity,[100.0],[353.0],100.0,353.0
15390,O2Sn,Conductivity,,resistivity,[1000.0],[295],1000.0,295.0
15391,Ag2Se,Conductivity,,ρ,[111111.11111111111],[404.0],111111.1111111111,404.0
15392,Cu3SbSe4,Conductivity,,resistivity,[1250.0],[295],1250.0,295.0
15393,Cu150Sb49Se200Sn,Conductivity,,resistivity,[64516.12903225806],[295],64516.1290322581,295.0
15396,OZn,Conductivity,,resistivity,[54.34782608695652],[723.0],54.347826087,723.0
15397,BiSb3Te6,Conductivity,,ρ,[207039.3374741201],[295],207039.3374741201,295.0
15398,FeSb2Te,Conductivity,,resistivity,[33.333333333333336],[298.0],33.3333333333,298.0
15399,BLNS,Conductivity,,ρ,"[11.76470588235294, 10.952902519167578]",[723.0],11.3588042008,723.0
15400,CdCr2S4,Conductivity,,resistivity,[0.0006944444444444445],[350.0],0.0006944444,350.0
15401,CdCr2S4,Conductivity,,resistivity,[0.0006944444444444445],[350.0],0.0006944444,350.0
15402,Cu2GeSe4Zn,Conductivity,,resistivity,[49999.99999999999],[295],50000.0,295.0
15404,CoO2Pd,Conductivity,,resistivity,[21321961.620469082],[295],21321961.62046908,295.0
15405,AgFeO2,Conductivity,,resistivity,[5e-07],[295],5e-07,295.0
15406,Al4C5Zr2,Conductivity,,resistivity,[952380.9523809524],[295],952380.9523809523,295.0
15407,CaMnO3,Conductivity,,resistivity,[50.0],[295],50.0,295.0
15408,LaMnO3,Conductivity,,resistivity,[10.0],[295],10.0,295.0
15409,Al2Sb6Sr5,Conductivity,,resistivity,[55.55555555555555],[300.0],55.5555555556,300.0
15410,Al2Eu5Sb6,Conductivity,,resistivity,[71.42857142857143],[300.0],71.4285714286,300.0
15411,La,Conductivity,,resistivity,[10989.01098901099],[973.0],10989.010989011,973.0
15412,La,Conductivity,,resistivity,[8333.333333333334],[295],8333.3333333333,295.0
15413,La2O7Ti2,Conductivity,,resistivity,[985.2216748768473],[295],985.2216748768,295.0
15414,OZn,Conductivity,,resistivity,[1666.6666666666667],[230.0],1666.6666666667002,230.0
15415,ClNa,Conductivity,,resistivity,[0.11363636363636363],[293.0],0.1136363636,293.0
15416,CoSb3,Conductivity,,resistivity,[14285.714285714286],[300.0],14285.714285714299,300.0
15417,Bi2Te3,Conductivity,,resistivity,[100000.00000000001],[300.0],100000.0,300.0
15418,Co19FeSb60,Conductivity,,resistivity,[100000.00000000001],[300.0],100000.0,300.0
15419,CoSb3,Conductivity,,resistivity,[14285.714285714286],[300.0],14285.714285714299,300.0
15420,CoSb3,Conductivity,,resistivity,[16666.666666666668],[300.0],16666.6666666667,300.0
15422,BaO3Ti,Conductivity,,resistivity,"[0.9174311926605504, 0.09881422924901184]",[295],0.5081227110000001,295.0
15423,Sb2Se3,Conductivity,,resistivity,[5.0],[295],5.0,295.0
15426,Co2NaO4,Conductivity,,resistivity,[12048.192771084337],[800.0],12048.1927710843,800.0
15427,O2Sn,Conductivity,,ρ,[99999.99999999999],[373.0],100000.0,373.0
15428,Fe39Ga120Ni,Conductivity,,resistivity,[45454.54545454545],[973.0],45454.5454545454,973.0
15429,Pb2SeTe,Conductivity,,resistivity,[87.71622048349181],[295],87.71622048350001,295.0
15431,BiSbTe3,Conductivity,,resistivity,[185185.1851851852],[320.0],185185.1851851852,320.0
15432,O3Re,Conductivity,,resistivity,[10000000.0],[295],10000000.0,295.0
15433,RS2,Conductivity,,resistivity,[0.16716817118020727],[30.0],0.1671681712,30.0
15434,CSi,Conductivity,,resistivity,[370.3703703703703],[295],370.3703703704,295.0
15435,O5V2,Conductivity,,resistivity,[0.00015933715742511153],[723.0],0.0001593372,723.0
15436,CdSe,Conductivity,,resistivity,[0.08547008547008546],[295],0.0854700855,295.0
15437,CdSe,Conductivity,,resistivity,[0.9433962264150942],[295],0.9433962264,295.0
15438,OZn,Conductivity,,resistivity,[117647.05882352941],[295],117647.0588235294,295.0
15439,Bi20Se3Te27,Conductivity,,resistivity,[102040.8163265306],[295],102040.8163265306,295.0
15440,BiCa14Co20O45,Conductivity,,ρ,[44444.444444444445],[318.0],44444.4444444445,318.0
15441,Ca3Co4O9,Conductivity,,ρ,"[62500.0, 50000.00000000001]",[318.0],56250.0,318.0
15442,InPd5Se,Conductivity,,resistivity,[1.9047619047619048e+20],[295],1.904761905e+20,295.0
15443,In2Pd8Se,Conductivity,,resistivity,[4.3478260869565225e+20],[295],4.347826087e+20,295.0
15445,MnSb2Se4,Conductivity,,resistivity,[0.11235955056179775],[300.0],0.1123595506,300.0
15446,Cr49Cu50MgO100,Conductivity,,resistivity,[100.0],[295],100.0,295.0
15447,CrCuO2,Conductivity,,resistivity,[0.1],[300.0],0.1,300.0
15448,Cr99Cu100MgO200,Conductivity,,resistivity,[333.3333333333333],[300.0],333.3333333333,300.0
15450,Ba4Cu3Si20,Conductivity,,ρ,[123456.79012345681],[320.0],123456.7901234568,320.0
15451,Bi2Se3,Conductivity,,resistivity,[26315.789473684214],[300.0],26315.7894736842,300.0
15452,O2PbPd,Conductivity,,resistivity,[133.33333333333334],[300.0],133.3333333333,300.0
15453,Ni12P7Yb2,Conductivity,,resistivity,[714285.7142857143],[295],714285.7142857143,295.0
15454,AgMg74Sb50,Conductivity,,minimum resistivity,[28571.42857142857],[773.0],28571.428571428598,773.0
15455,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15456,Si3Sr5,Conductivity,,resistivity,[591.7159763313609],[295],591.7159763314,295.0
15457,Ca2Si,Conductivity,,resistivity,"[1.7755681818181817, 26.7379679144385]",[295],14.2567680481,295.0
15458,NiO,Conductivity,,resistivity,[0.09871668311944717],[295],0.0987166831,295.0
15459,Fe,Conductivity,,resistivity,[135135.13513513512],[500.0],135135.1351351351,500.0
15460,MgO,Conductivity,,resistivity,[0.15146007512419726],[295],0.1514600751,295.0
15461,MgO,Conductivity,,resistivity,[0.0005548905192682126],[295],0.0005548905,295.0
15462,NiSi,Conductivity,,resistivity,[10000000.0],[295],10000000.0,295.0
15466,LuNiSb,Conductivity,,resistivity,[11904.761904761905],[2.0],11904.7619047619,2.0
15468,CoLaO3,Conductivity,,resistivity,[100.0],[400.0],100.0,400.0
15469,Co50La49O150Sr,Conductivity,,resistivity,[1000.0],[400.0],1000.0,400.0
15470,Ca3Co2O6,Conductivity,,ρ,[1.0],[300.0],1.0,300.0
15471,Bi2Se3,Conductivity,,resistivity,"[1000.0, 500.0]","[250.0, 350.0]",750.0,300.0
15473,Sb2Se3,Conductivity,,resistivity,[5.0],[295],5.0,295.0
15474,OZn,Conductivity,,resistivity,[17.421602787456443],[295],17.4216027875,295.0
15475,Bi2S3,Conductivity,,resistivity,[20.0],[295],20.0,295.0
15476,Bi2S3,Conductivity,,resistivity,[90.9090909090909],[295],90.9090909091,295.0
15477,Ag3Bi199S300,Conductivity,,resistivity,[1149.4252873563219],[295],1149.4252873563,295.0
15478,Bi2S3,Conductivity,,resistivity,[90.9090909090909],[295],90.9090909091,295.0
15479,AlCo2Cr,Conductivity,,resistivity,[662251.655629139],[305.0],662251.6556291389,305.0
15480,Co2CrGa,Conductivity,,resistivity,[781250.0],[495.0],781250.0,495.0
15481,Zinc,Conductivity,,resistivity,"[-25.0, 0.09881422924901184]",[295],-12.450592885399999,295.0
15482,Bi2STe2,Conductivity,,resistivity,[37735.84905660377],[523.0],37735.8490566038,523.0
15483,Bi2Te3,Conductivity,,ρ,[37735.84905660377],[573.0],37735.8490566038,573.0
15484,BCOY,Conductivity,,resistivity,[19011.406844106466],[295],19011.4068441065,295.0
15485,Bi9SbTe10,Conductivity,,ρ,[35087.71929824561],[373.0],35087.7192982456,373.0
15486,OZn,Conductivity,,resistivity,[3.3333333333333333e-06],[363.0],3.3333e-06,363.0
15487,Mg2Sn,Conductivity,,ρ,[99999.99999999999],[295],100000.0,295.0
15488,Ga17Mn33,Conductivity,,resistivity,[552486.1878453039],[1323.0],552486.1878453039,1323.0
15489,Se2Ti,Conductivity,,ρ,"[83333.33333333333, 66666.66666666667]",[295],75000.0,295.0
15491,Cu2Te,Conductivity,,ρ,[478468.89952153113],[295],478468.8995215311,295.0
15492,Cu37Sn3Te20,Conductivity,,ρ,[242718.44660194177],[295],242718.4466019418,295.0
15493,Cu2Te,Conductivity,,ρ,[100908.17356205852],[295],100908.1735620585,295.0
15494,Cu37Sn3Te20,Conductivity,,ρ,[77041.60246533128],[1000.0],77041.60246533129,1000.0
15495,Cu2Te,Conductivity,,ρ,[1000000.0],[900.0],1000000.0,900.0
15496,CdS,Conductivity,,resistivity,[12.67427122940431],[295],12.6742712294,295.0
15497,Cu2S,Conductivity,,resistivity,[259740.2597402597],[295],259740.25974025967,295.0
15498,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15499,GeTe,Conductivity,,resistivity,[167869.7330871244],[295],167869.7330871244,295.0
15500,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15501,CdO,Conductivity,,resistivity,[53475.935828877016],[1000.0],53475.935828877,1000.0
15502,Co2Si,Conductivity,,resistivity,[500000.0],[295],500000.0,295.0
15503,Bi2Mg2Sm,Conductivity,,resistivity,[25000.000000000004],[295],25000.0,295.0
15505,Al,Conductivity,,resistivity,[3.4246575342465754e-06],[295],3.4247000000000004e-06,295.0
15506,Mg400Sb3Si197,Conductivity,,resistivity,[400000.00000000006],[295],400000.00000000006,295.0
15508,ScSe2Tl,Conductivity,,resistivity,[178.57142857142858],"[2.0, 300.0]",178.5714285714,151.0
15511,Bi2S3,Conductivity,,resistivity,[100.0],"[323.0, 573.0]",100.0,448.0
15512,BiS8Ti4,Conductivity,,resistivity,[333333.3333333334],"[298.0, 25.0]",333333.3333333334,161.5
15513,Ba2FeSbSe5,Conductivity,,resistivity,[0.013513513513513514],[400.0],0.0135135135,400.0
15514,Ba2Sb2Se5,Conductivity,,resistivity,[0.014285714285714285],[400.0],0.014285714299999999,400.0
15515,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15516,Ce3In11Pd,Conductivity,,Resistivity,[1.0101010101010103e+20],[800.0],1.01010101e+20,800.0
15517,Ba3O9Re2,Conductivity,,resistivity,[0.9345794392523364],[295],0.9345794393000001,295.0
15519,CSb,Conductivity,,resistivity,[166666.66666666666],[295],166666.6666666667,295.0
15520,Ge31P15Se8,Conductivity,,resistivity,[2.0],[295],2.0,295.0
15521,Bi2Te3,Conductivity,,resistivity,[500000.0],[320.0],500000.0,320.0
15522,Fe,Conductivity,,resistivity,[0.0002717391304347826],[295],0.0002717391,295.0
15523,CNSi,Conductivity,,resistivity,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0
15524,CNSi,Conductivity,,resistivity,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0
15525,CNSi,Conductivity,,resistivity,"[50.0, 18.181818181818183]",[295],34.0909090909,295.0
15526,Co5O15Sr6,Conductivity,,resistivity,[12.5],[300.0],12.5,300.0
15527,Ca3Co2O6,Conductivity,,resistivity,[0.022222222222222223],[300.0],0.0222222222,300.0
15528,NiO,Conductivity,,resistivity,[8.64304235090752],[295],8.6430423509,295.0
15529,NiO,Conductivity,,resistivity,[2.978850163836759],[295],2.9788501638,295.0
15530,NiO,Conductivity,,resistivity,[100.0],[573.0],100.0,573.0
15531,NiO,Conductivity,,resistivity,[33.333333333333336],[295],33.3333333333,295.0
15532,NiO,Conductivity,,resistivity,[15.822784810126581],[473.0],15.8227848101,473.0
15533,CdO,Conductivity,,resistivity,[0.9345794392523364],[295],0.9345794393000001,295.0
15534,CdH2O2,Conductivity,,resistivity,[0.9345794392523364],[295],0.9345794393000001,295.0
15535,CdO,Conductivity,,resistivity,[99999.99999999999],[295],100000.0,295.0
15536,NiS,Conductivity,,resistivity,[0.00267379679144385],[393.0],0.0026737968000000003,393.0
15537,HNO3,Conductivity,,resistivity,[5.494505494505494e-06],[393.0],5.4945000000000005e-06,393.0
15538,Bi199NiS300,Conductivity,,resistivity,[0.000425531914893617],[573.0],0.0004255319,573.0
15539,Bi2S3,Conductivity,,resistivity,[0.0013089005235602095],[295],0.0013089005,295.0
15540,Bi199NiS300,Conductivity,,resistivity,[0.0013089005235602095],[295],0.0013089005,295.0
15541,Bi199NiS300,Conductivity,,resistivity,[0.000425531914893617],[573.0],0.0004255319,573.0
15542,Bi199NiS300,Conductivity,,resistivity,[0.000425531914893617],[573.0],0.0004255319,573.0
15543,Sb2Te3,Conductivity,,resistivity,"[125000.0, 66666.66666666667]",[295],95833.3333333333,295.0
15544,In2Se3,Conductivity,,resistivity,[4.545454545454546],[295],4.5454545455,295.0
15546,La93Mn100Na7O300,Conductivity,,resistivity,[999999999.9999999],[107.0],1000000000.0,107.0
15550,PbTe,Conductivity,,resistivity,[146.6275659824047],[120.0],146.6275659824,120.0
15551,Mn6Sn6Zr,Conductivity,,resistivity,[1000000.0],[80.0],1000000.0,80.0
15553,Co8Sb23Te,Conductivity,,resistivity,[93457.94392523363],[710.0],93457.94392523359,710.0
15554,Cu4In,Conductivity,,resistivity,[285714.28571428574],[295],285714.2857142857,295.0
15555,Cu52Ge12Nb4NiS64,Conductivity,,ρ,[25000.000000000004],[300.0],25000.0,300.0
15556,Cu13Ge3NbS16,Conductivity,,ρ,[25000.000000000004],[300.0],25000.0,300.0
15557,Cu52FeGe12Nb4S64,Conductivity,,ρ,[11111.111111111111],[300.0],11111.1111111111,300.0
15558,Bi9In,Conductivity,,resistivity,[7914648.43131668],[673.0],7914648.43131668,673.0
15560,Ca2Co2O5,Conductivity,,resistivity,[99999.99999999999],[973.0],100000.0,973.0
15561,CoO3Sr,Conductivity,,resistivity,[10000.0],[295],10000.0,295.0
15562,Co2Ge3Te3,Conductivity,,resistivity,[19.607843137254903],[295],19.6078431373,295.0
15563,CoSb3,Conductivity,,resistivity,[52631.57894736842],[295],52631.5789473684,295.0
15564,Co40Sb115Te5Ti2,Conductivity,,resistivity,[57142.85714285714],[300.0],57142.8571428571,300.0
15565,OZn,Conductivity,,resistivity,[200.0],[295],200.0,295.0
15566,OZn,Conductivity,,resistivity,[200.0],[295],200.0,295.0
15567,NiO4S,Conductivity,,resistivity,[5.555555555555556e-06],[295],5.5556e-06,295.0
15568,Co8DyNi2Sb30,Conductivity,,ρ,[135135.13513513512],[300.0],135135.1351351351,300.0
15570,Ca75Co49CuO150,Conductivity,,resistivity,[1754.3859649122805],[1170.0],1754.3859649123,1170.0
15571,Cu21Mn19Na20Se40,Conductivity,,resistivity,[2000.0],[540.0],2000.0,540.0
15572,Fe2GeTi,Conductivity,,resistivity,[2824.8587570621467],[295],2824.8587570621003,295.0
15573,La3Nb200O700Sr197,Conductivity,,resistivity,[4366812227.074236],"[573.0, 973.0]",4366812227.074236,773.0
15574,MoSi2,Conductivity,,resistivity,[167224.08026755851],[295],167224.0802675585,295.0
15575,MoSi2,Conductivity,,resistivity,[103950.10395010396],[295],103950.103950104,295.0
15577,FeSbTa,Conductivity,,resistivity,[103734.43983402489],[800.0],103734.4398340249,800.0
15578,ReTe2,Conductivity,,resistivity,[1.0],[295],1.0,295.0
15579,Al3Yb,Conductivity,,resistivity,[1000000.0],[300.0],1000000.0,300.0
15580,Al3Sc,Conductivity,,resistivity,[9090909.09090909],[295],9090909.09090909,295.0
15581,B2Sb8Te15,Conductivity,,resistivity,[69930.06993006993],[283.0],69930.0699300699,283.0
15583,CdSe,Conductivity,,resistivity,[0.9433962264150942],[295],0.9433962264,295.0
15584,CdSe,Conductivity,,resistivity,[0.9433962264150942],[295],0.9433962264,295.0
15586,FeS2,Conductivity,,resistivity,[1000.0],"[50.0, 600.0]",1000.0,325.0
15587,BO2V,Conductivity,,resistivity,[200.0],[295],200.0,295.0
15588,O2Si,Conductivity,,resistivity,[200.0],[295],200.0,295.0
15589,BO2V,Conductivity,,resistivity,[1000.0],[368.0],1000.0,368.0
15591,Ag2Se,Conductivity,,ρ,[250000.0],[375.0],250000.0,375.0
15592,CuGaTe2,Conductivity,,resistivity,[12706.480304955527],[295],12706.480304955501,295.0
15593,MoO3,Conductivity,,resistivity,[7.2992700729927e-05],[295],7.29927e-05,295.0
15594,Co2NaO4,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15595,Ce2Ni3Si5,Conductivity,,resistivity,[333333.3333333333],[295],333333.33333333326,295.0
15596,Pb,Conductivity,,resistivity,[10000.0],[295],10000.0,295.0
15598,NiO,Conductivity,,resistivity,[0.0009891196834817012],[295],0.0009891197,295.0
15599,FePb4S14Sb6,Conductivity,,resistivity,[0.8264462809917356],[295],0.8264462810000001,295.0
15600,CuO,Conductivity,,resistivity,[0.06666666666666667],[295],0.0666666667,295.0
15601,CuS,Conductivity,,resistivity,[94.33962264150944],[723.0],94.3396226415,723.0
15602,CuSe,Conductivity,,resistivity,[11.03022281050077],[295],11.0302228105,295.0
15603,Ca3Co4O9,Conductivity,,ρ,[6.25e-05],[373.0],6.25e-05,373.0
15604,Al3CeNi2,Conductivity,,ρ,[285714.28571428574],[295],285714.2857142857,295.0
15605,OS2,Conductivity,,resistivity,[92592.59259259258],[280.0],92592.5925925926,280.0
15606,CrSb,Conductivity,,ρ,[333333.3333333333],[295],333333.33333333326,295.0
15607,CrSb,Conductivity,,ρ,[312500.0],[295],312500.0,295.0
15608,Ag4Ce3Sn4,Conductivity,,ρ,[6250000.0],[9.0],6250000.0,9.0
15609,CSi,Conductivity,,resistivity,"[833.3333333333334, 500.0]",[295],666.6666666666999,295.0
15610,CSi,Conductivity,,resistivity,"[1250.0, 500.0]",[295],875.0,295.0
15612,AgSbTe2,Conductivity,,resistivity,[16949.15254237288],[300.0],16949.1525423729,300.0
15613,AlGa4N5,Conductivity,,resistivity,[500.0],[295],500.0,295.0
15614,BCT10Z,Conductivity,,resistivity,[2.3255813953488372e-08],[423.0],2.33e-08,423.0
15615,BCT20Z,Conductivity,,resistivity,[8.264462809917355e-09],[423.0],8.3e-09,423.0
15616,Sb3Zn4,Conductivity,,resistivity,[44444.444444444445],[295],44444.4444444445,295.0
15617,Al3Yb,Conductivity,,resistivity,[2631578.947368421],[295],2631578.947368421,295.0
15618,Al3Yb,Conductivity,,resistivity,[1886792.4528301887],[295],1886792.4528301891,295.0
15619,Al3Yb,Conductivity,,resistivity,[833333.3333333334],[295],833333.3333333335,295.0
15620,CoCu,Conductivity,,bulk resistivity,[9090909.09090909],[2.0],9090909.09090909,2.0
15621,CoCu,Conductivity,,resistivity,[33333333333.333332],[22.0],33333333333.333332,22.0
15622,CdO,Conductivity,,resistivity,[20449.89775051125],[973.0],20449.8977505112,973.0
15625,Co20Sb60Yb,Conductivity,,resistivity,[87719.29824561405],[295],87719.298245614,295.0
15626,Al2Co80Sb240Y5,Conductivity,,resistivity,[95238.09523809524],[850.0],95238.0952380952,850.0
15627,CaMn,Conductivity,,ρ,[3333.3333333333335],[295],3333.3333333333003,295.0
15628,Al10LaRu2,Conductivity,,ρ,[17543859.649122808],[295],17543859.64912281,295.0
15629,Bi2S3,Conductivity,,Resistivity,[2.6315789473684212],[295],2.6315789474,295.0
15630,Bi2S3,Conductivity,,resistivity,[5.681818181818182],[308.0],5.6818181818,308.0
15631,Bi2S3,Conductivity,,ρ,[2.6315789473684212],[295],2.6315789474,295.0
15632,Ce2Cu9Mn3P7,Conductivity,,resistivity,[90909.09090909091],[295],90909.0909090909,295.0
15633,Ba2Cu3OyY,Conductivity,,resistivity,[1773.0496453900707],[1233.0],1773.0496453901,1233.0
15634,Ba2Cu3OyY,Conductivity,,resistivity,[2145.9227467811156],[619.0],2145.9227467810997,619.0
15635,Ba2Cu3OyY,Conductivity,,resistivity,[3.125],[313.0],3.125,313.0
15636,Ba2Cu3OyY,Conductivity,,resistivity,[5617.9775280898875],[295],5617.9775280899,295.0
15637,Ba2Cu3OyY,Conductivity,,resistivity,[49999.99999999999],[295],50000.0,295.0
15638,Ba2Cu3OyY,Conductivity,,resistivity,[20000.0],[295],20000.0,295.0
15639,Ba2Cu3OyY,Conductivity,,resistivity,[22988.505747126437],[295],22988.5057471264,295.0
15640,Ba2Sb2Se5,Conductivity,,resistivity,[0.014285714285714285],[400.0],0.014285714299999999,400.0
15641,ClLa3P6Zn4,Conductivity,,resistivity,[2.564102564102564],[400.0],2.5641025641,400.0
15642,Cu3FeS4Tl2,Conductivity,,resistivity,[0.00013333333333333334],[70.0],0.00013333329999999999,70.0
15643,Ca140Co242Hg29Sr60,Conductivity,,ρ,[2.5],[140.0],2.5,140.0
15644,Ca200Co251Hg9,Conductivity,,resistivity,[142.85714285714286],[295],142.8571428571,295.0
15646,Cd5SSe4,Conductivity,,resistivity,[0.0006172839506172839],[295],0.0006172840000000001,295.0
15647,Se2Sn,Conductivity,,resistivity,"[20.0, 3.3333333333333335]",[295],11.666666666700001,295.0
15648,GaS,Conductivity,,resistivity,[6.25e-11],[293.0],1e-10,293.0
15649,As2BaCd2,Conductivity,,resistivity,[0.07462686567164178],[295],0.0746268657,295.0
15652,Cu12S13Sb4,Conductivity,,ρ,"[111111.11111111111, 90909.09090909091]",[300.0],101010.101010101,300.0
15653,BaO3Ti,Conductivity,,ρ,[0.09881422924901184],[400.0],0.0988142292,400.0
15654,La,Conductivity,,resistivity,[0.6711409395973155],[295],0.6711409396,295.0
15655,O46Ti25,Conductivity,,resistivity,[1000.0],[323.0],1000.0,323.0
15656,O44Ti25,Conductivity,,resistivity,[12499.999999999998],[323.0],12500.0,323.0
15657,Al4Mn,Conductivity,,resistivity,[810372.7714748783],[1273.0],810372.7714748783,1273.0
15658,CoSb3,Conductivity,,ρ,[621.1180124223603],[323.0],621.1180124223999,323.0
15659,CoNaO2,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15660,Co6Cu15Mn42Ni12O100,Conductivity,,resistivity,[10.0],[295],10.0,295.0
15661,CuInS2,Conductivity,,resistivity,"[23.58490566037736, 285.7142857142857]","[77.0, 350.0]",154.6495956873,213.5
15662,Ca3Co2O6,Conductivity,,resistivity,[769.2307692307692],"[400.0, 1170.0]",769.2307692308,785.0
15663,Ca3Co2O6,Conductivity,,resistivity,[25.0],[295],25.0,295.0
15664,Ca3Co2O6,Conductivity,,resistivity,[15.625],[400.0],15.625,400.0
15665,Ca3Co2O6,Conductivity,,resistivity,[12.820512820512821],[400.0],12.8205128205,400.0
15666,PbTe,Conductivity,,resistivity,[1111.111111111111],[295],1111.1111111111,295.0
15667,Ba4Cu7Ge3P13,Conductivity,,resistivity,[6666.666666666667],[300.0],6666.666666666701,300.0
15668,Ba4Cu8P15,Conductivity,,resistivity,[10204.081632653062],[812.0],10204.0816326531,812.0
15669,Ba80Cu53Ge398,Conductivity,,resistivity,[621.1180124223603],[295],621.1180124223999,295.0
15670,Ga,Conductivity,,resistivity,[28571.428571428572],[823.0],28571.428571428598,823.0
15671,B66Yb,Conductivity,,resistivity,[0.5882352941176471],[300.0],0.5882352941,300.0
15672,B66Yb,Conductivity,,ρ,[0.14084507042253522],[300.0],0.1408450704,300.0
15673,O5V2,Conductivity,,resistivity,[17.98561151079137],[573.0],17.9856115108,573.0
15674,CuFeO2,Conductivity,,resistivity,[0.001694915254237288],[295],0.0016949153,295.0
15675,Bi2Te3,Conductivity,,resistivity,[500000.0],[300.0],500000.0,300.0
15676,B44Si2Tb,Conductivity,,resistivity,[2.8571428571428568],[295],2.8571428571,295.0
15677,AlB14Mg,Conductivity,,resistivity,[1.0],[295],1.0,295.0
15678,CaO3Pb,Conductivity,,resistivity,[0.03333333333333333],[295],0.033333333300000004,295.0
15679,Cu200Se101,Conductivity,,resistivity,"[166666.66666666666, 125000.0]",[295],145833.3333333333,295.0
15680,Al2CoCrFeNi,Conductivity,,resistivity,[442791.3567127169],[300.0],442791.35671271686,300.0
15681,Mn24MoO75Sr25,Conductivity,,resistivity,[10000.0],[295],10000.0,295.0
15683,Ca3Co4O9,Conductivity,,resistivity,[99999.99999999999],[295],100000.0,295.0
15686,Cu50Se73Sn25,Conductivity,,ρ,[13404.825737265413],[350.0],13404.8257372654,350.0
15687,Cu52Nb4S64Sn11,Conductivity,,ρ,[20000.0],[670.0],20000.0,670.0
15688,Cu52Nb4S64Sn11,Conductivity,,ρ,[20000.0],[670.0],20000.0,670.0
15689,Cu52Nb4S64Sn11,Conductivity,,ρ,[20000.0],[670.0],20000.0,670.0
15690,Cu52Ge11Nb4S64,Conductivity,,ρ,[11111.111111111111],[670.0],11111.1111111111,670.0
15691,Al3Yb,Conductivity,,resistivity,[2222222.222222222],[295],2222222.222222222,295.0
15692,NiO,Conductivity,,resistivity,[0.851063829787234],[295],0.8510638298000001,295.0
15693,ErPd2Sb,Conductivity,,resistivity,[384615.3846153846],[295],384615.3846153846,295.0
15694,BiErPd2,Conductivity,,resistivity,[714285.7142857143],[295],714285.7142857143,295.0
15695,Bi2SeTe2,Conductivity,,ρ,[714285.7142857143],[300.0],714285.7142857143,300.0
15697,Ba49Sb190V120,Conductivity,,resistivity,[25000.000000000004],[295],25000.0,295.0
15698,CoO2,Conductivity,,resistivity,[5.0],[300.0],5.0,300.0
15700,CuLi2Mo2O8,Conductivity,,resistivity,[0.9345794392523364],[295],0.9345794393000001,295.0
15701,Bi2Te3,Conductivity,,minimum resistivity,[103092.78350515466],[320.0],103092.7835051547,320.0
15702,OZn,Conductivity,,resistivity,[5263.157894736842],[295],5263.1578947368,295.0
15703,BCOY,Conductivity,,resistivity,[2222222.222222222],[100.0],2222222.222222222,100.0
15704,Al8Ba4Si15,Conductivity,,resistivity,[92506.93802035153],[320.0],92506.9380203515,320.0
15705,PbSe,Conductivity,,resistivity,[112.35955056179776],[295],112.3595505618,295.0
15706,CuGdTe2,Conductivity,,resistivity,[50.0],[295],50.0,295.0
15708,Ca2Co2O5,Conductivity,,resistivity,[9.70873786407767e-05],[750.0],9.70874e-05,750.0
15710,Ca2Co2O5,Conductivity,,resistivity,[9.259259259259259e-05],[750.0],9.25926e-05,750.0
15711,Ca2Co2O5,Conductivity,,resistivity,[0.0016666666666666668],[750.0],0.0016666667,750.0
15712,Ge3Si7,Conductivity,,ρ,[62500.0],[300.0],62500.0,300.0
